,Region,County,First Dose,Series Complete,Report as of
5362,New York City,New York,384373,202256,03/10/2021
5363,Western New York,Niagara,39650,22802,03/10/2021
5364,Mohawk Valley,Oneida,56174,33380,03/10/2021
5365,Central New York,Onondaga,122563,71952,03/10/2021
5366,Finger Lakes,Ontario,27237,14103,03/10/2021
5367,Mid-Hudson,Orange,57392,30482,03/10/2021
5368,Finger Lakes,Orleans,6021,3165,03/10/2021
5369,Central New York,Oswego,24721,14128,03/10/2021
5370,Mohawk Valley,Otsego,13581,7385,03/10/2021
5371,Mid-Hudson,Putnam,22050,10695,03/10/2021
5372,New York City,Queens,407391,183992,03/10/2021
5373,Capital Region,Rensselaer,35371,18939,03/10/2021
5374,New York City,Richmond,96465,51756,03/10/2021
5375,Mid-Hudson,Rockland,65320,36021,03/10/2021
5376,Capital Region,Saratoga,59289,29626,03/10/2021
5377,Capital Region,Schenectady,37991,17594,03/10/2021
5378,Mohawk Valley,Schoharie,5213,2546,03/10/2021
5379,Southern Tier,Schuyler,4083,1965,03/10/2021
5380,Finger Lakes,Seneca,6759,3433,03/10/2021
5381,North Country,St. Lawrence,30521,19030,03/10/2021
5382,Southern Tier,Steuben,15018,8045,03/10/2021
5383,Long Island,Suffolk,287524,153850,03/10/2021
5384,Mid-Hudson,Sullivan,11648,6314,03/10/2021
5385,Southern Tier,Tioga,7983,4144,03/10/2021
5386,Southern Tier,Tompkins,23848,11391,03/10/2021
5387,Mid-Hudson,Ulster,40481,16996,03/10/2021
5388,Capital Region,Warren,18036,8894,03/10/2021
5389,Capital Region,Washington,12266,5519,03/10/2021
5390,Finger Lakes,Wayne,18780,8975,03/10/2021
5391,Mid-Hudson,Westchester,220990,119070,03/10/2021
5392,Finger Lakes,Wyoming,7138,3877,03/10/2021
5393,Finger Lakes,Yates,5776,2751,03/10/2021
5394,Capital Region,Albany,76746,39648,03/11/2021
5395,Western New York,Allegany,7509,4216,03/11/2021
5396,New York City,Bronx,164867,90202,03/11/2021
5397,Southern Tier,Broome,46402,27497,03/11/2021
5398,Western New York,Cattaraugus,13885,7872,03/11/2021
5399,Central New York,Cayuga,17645,9773,03/11/2021
5400,Western New York,Chautauqua,25900,13176,03/11/2021
5401,Southern Tier,Chemung,14961,8982,03/11/2021
5402,Southern Tier,Chenango,9260,4855,03/11/2021
5403,North Country,Clinton,26122,14655,03/11/2021
5404,Capital Region,Columbia,13933,6533,03/11/2021
5405,Central New York,Cortland,9901,5259,03/11/2021
5406,Southern Tier,Delaware,7780,3261,03/11/2021
5407,Mid-Hudson,Dutchess,59379,27410,03/11/2021
5408,Western New York,Erie,197833,111910,03/11/2021
5409,North Country,Essex,11734,6449,03/11/2021
5410,North Country,Franklin,14459,8164,03/11/2021
5411,Mohawk Valley,Fulton,9658,5048,03/11/2021
5412,Finger Lakes,Genesee,11624,6468,03/11/2021
5413,Capital Region,Greene,8716,4252,03/11/2021
5414,North Country,Hamilton,2107,1447,03/11/2021
5415,Mohawk Valley,Herkimer,13950,8445,03/11/2021
5416,North Country,Jefferson,23801,13046,03/11/2021
5417,New York City,Kings,370072,167648,03/11/2021
5418,North Country,Lewis,5263,3109,03/11/2021
5419,Finger Lakes,Livingston,12625,7678,03/11/2021
5420,Central New York,Madison,17879,9708,03/11/2021
5421,Finger Lakes,Monroe,171760,89758,03/11/2021
5422,Mohawk Valley,Montgomery,10946,5640,03/11/2021
5423,Long Island,Nassau,346144,193759,03/11/2021
5424,New York City,New York,394713,207444,03/11/2021
5425,Western New York,Niagara,41693,23332,03/11/2021
5426,Mohawk Valley,Oneida,57240,34358,03/11/2021
5427,Central New York,Onondaga,125664,73783,03/11/2021
5428,Finger Lakes,Ontario,28112,14910,03/11/2021
5429,Mid-Hudson,Orange,60344,31531,03/11/2021
5430,Finger Lakes,Orleans,6312,3281,03/11/2021
5431,Central New York,Oswego,25262,14587,03/11/2021
5432,Mohawk Valley,Otsego,13855,7548,03/11/2021
5433,Mid-Hudson,Putnam,22823,11125,03/11/2021
5434,New York City,Queens,421247,189598,03/11/2021
5435,Capital Region,Rensselaer,36325,19379,03/11/2021
5436,New York City,Richmond,99016,53124,03/11/2021
5437,Mid-Hudson,Rockland,67107,37274,03/11/2021
5438,Capital Region,Saratoga,60690,30783,03/11/2021
5439,Capital Region,Schenectady,38706,18126,03/11/2021
5440,Mohawk Valley,Schoharie,5323,2638,03/11/2021
5441,Southern Tier,Schuyler,4126,2025,03/11/2021
5442,Finger Lakes,Seneca,6877,3474,03/11/2021
5443,North Country,St. Lawrence,31089,19296,03/11/2021
5444,Southern Tier,Steuben,15257,8184,03/11/2021
5445,Long Island,Suffolk,296172,158916,03/11/2021
5446,Mid-Hudson,Sullivan,12488,6827,03/11/2021
5447,Southern Tier,Tioga,8150,4294,03/11/2021
5448,Southern Tier,Tompkins,25252,11522,03/11/2021
5449,Mid-Hudson,Ulster,41482,17616,03/11/2021
5450,Capital Region,Warren,18519,9197,03/11/2021
5451,Capital Region,Washington,12544,5691,03/11/2021
5452,Finger Lakes,Wayne,19610,9680,03/11/2021
5453,Mid-Hudson,Westchester,226671,122540,03/11/2021
5454,Finger Lakes,Wyoming,7272,3969,03/11/2021
5455,Finger Lakes,Yates,5958,3043,03/11/2021
5456,Capital Region,Albany,79017,40857,03/12/2021
5457,Western New York,Allegany,7790,4427,03/12/2021
5458,New York City,Bronx,172178,92977,03/12/2021
5459,Southern Tier,Broome,46974,28325,03/12/2021
5460,Western New York,Cattaraugus,14216,8008,03/12/2021
5461,Central New York,Cayuga,18418,9954,03/12/2021
5462,Western New York,Chautauqua,26855,13589,03/12/2021
5463,Southern Tier,Chemung,15653,9554,03/12/2021
5464,Southern Tier,Chenango,9437,5161,03/12/2021
5465,North Country,Clinton,26480,15183,03/12/2021
5466,Capital Region,Columbia,14485,6898,03/12/2021
5467,Central New York,Cortland,10035,5336,03/12/2021
5468,Southern Tier,Delaware,7888,3485,03/12/2021
5469,Mid-Hudson,Dutchess,61319,28048,03/12/2021
5470,Western New York,Erie,204612,114171,03/12/2021
5471,North Country,Essex,12202,6631,03/12/2021
5472,North Country,Franklin,14731,8437,03/12/2021
5473,Mohawk Valley,Fulton,9833,5195,03/12/2021
5474,Finger Lakes,Genesee,12168,6698,03/12/2021
5475,Capital Region,Greene,9091,4370,03/12/2021
5476,North Country,Hamilton,2162,1504,03/12/2021
5477,Mohawk Valley,Herkimer,14281,8618,03/12/2021
5478,North Country,Jefferson,25340,13238,03/12/2021
5479,New York City,Kings,385693,173191,03/12/2021
5480,North Country,Lewis,5760,3209,03/12/2021
5481,Finger Lakes,Livingston,13200,7843,03/12/2021
5482,Central New York,Madison,18653,9951,03/12/2021
5483,Finger Lakes,Monroe,177426,92494,03/12/2021
5484,Mohawk Valley,Montgomery,11116,5786,03/12/2021
5485,Long Island,Nassau,354762,199107,03/12/2021
5486,New York City,New York,407533,212524,03/12/2021
5487,Western New York,Niagara,42510,23636,03/12/2021
5488,Mohawk Valley,Oneida,58015,35459,03/12/2021
5489,Central New York,Onondaga,128423,75442,03/12/2021
5490,Finger Lakes,Ontario,28846,15410,03/12/2021
5491,Mid-Hudson,Orange,61945,32040,03/12/2021
5492,Finger Lakes,Orleans,6460,3324,03/12/2021
5493,Central New York,Oswego,25913,14820,03/12/2021
5494,Mohawk Valley,Otsego,14041,7755,03/12/2021
5495,Mid-Hudson,Putnam,23707,11853,03/12/2021
5496,New York City,Queens,437921,195495,03/12/2021
5497,Capital Region,Rensselaer,37189,20167,03/12/2021
5498,New York City,Richmond,102329,54597,03/12/2021
5499,Mid-Hudson,Rockland,68451,37883,03/12/2021
5500,Capital Region,Saratoga,62025,31667,03/12/2021
5501,Capital Region,Schenectady,40584,18667,03/12/2021
5502,Mohawk Valley,Schoharie,5439,2765,03/12/2021
5503,Southern Tier,Schuyler,4170,2122,03/12/2021
5504,Finger Lakes,Seneca,7209,3610,03/12/2021
5505,North Country,St. Lawrence,31726,19792,03/12/2021
5506,Southern Tier,Steuben,15568,8421,03/12/2021
5507,Long Island,Suffolk,304043,163646,03/12/2021
5508,Mid-Hudson,Sullivan,12973,7042,03/12/2021
5509,Southern Tier,Tioga,8265,4430,03/12/2021
5510,Southern Tier,Tompkins,25687,11696,03/12/2021
5511,Mid-Hudson,Ulster,41957,17946,03/12/2021
5512,Capital Region,Warren,18843,9476,03/12/2021
5513,Capital Region,Washington,12731,5818,03/12/2021
5514,Finger Lakes,Wayne,20319,9885,03/12/2021
5515,Mid-Hudson,Westchester,233036,125132,03/12/2021
5516,Finger Lakes,Wyoming,7422,4095,03/12/2021
5517,Finger Lakes,Yates,6021,3141,03/12/2021
5518,Capital Region,Albany,80422,41637,03/13/2021
5519,Western New York,Allegany,7914,4451,03/13/2021
5520,New York City,Bronx,176838,94822,03/13/2021
5521,Southern Tier,Broome,47408,28944,03/13/2021
5522,Western New York,Cattaraugus,14368,8148,03/13/2021
5523,Central New York,Cayuga,18679,10085,03/13/2021
5524,Western New York,Chautauqua,27063,13777,03/13/2021
5525,Southern Tier,Chemung,16270,9624,03/13/2021
5526,Southern Tier,Chenango,9899,5346,03/13/2021
5527,North Country,Clinton,26670,15392,03/13/2021
5528,Capital Region,Columbia,14640,7024,03/13/2021
5529,Central New York,Cortland,10232,5398,03/13/2021
5530,Southern Tier,Delaware,7967,3600,03/13/2021
5531,Mid-Hudson,Dutchess,62955,28971,03/13/2021
5532,Western New York,Erie,209897,116433,03/13/2021
5533,North Country,Essex,12282,6708,03/13/2021
5534,North Country,Franklin,14846,8523,03/13/2021
5535,Mohawk Valley,Fulton,9937,5252,03/13/2021
5536,Finger Lakes,Genesee,12300,6825,03/13/2021
5537,Capital Region,Greene,9190,4443,03/13/2021
5538,North Country,Hamilton,2172,1505,03/13/2021
5539,Mohawk Valley,Herkimer,14559,8820,03/13/2021
5540,North Country,Jefferson,25591,13391,03/13/2021
5541,New York City,Kings,396743,178374,03/13/2021
5542,North Country,Lewis,5848,3223,03/13/2021
5543,Finger Lakes,Livingston,13420,7924,03/13/2021
5544,Central New York,Madison,18852,10120,03/13/2021
5545,Finger Lakes,Monroe,182138,94934,03/13/2021
5546,Mohawk Valley,Montgomery,11315,5853,03/13/2021
5547,Long Island,Nassau,362468,204245,03/13/2021
5548,New York City,New York,416604,217365,03/13/2021
5549,Western New York,Niagara,43384,24096,03/13/2021
5550,Mohawk Valley,Oneida,58805,36271,03/13/2021
5551,Central New York,Onondaga,129960,76663,03/13/2021
5552,Finger Lakes,Ontario,29314,15713,03/13/2021
5553,Mid-Hudson,Orange,63037,32413,03/13/2021
5554,Finger Lakes,Orleans,6573,3358,03/13/2021
5555,Central New York,Oswego,26589,14986,03/13/2021
5556,Mohawk Valley,Otsego,14220,7910,03/13/2021
5557,Mid-Hudson,Putnam,24012,12086,03/13/2021
5558,New York City,Queens,451726,202290,03/13/2021
5559,Capital Region,Rensselaer,37785,20443,03/13/2021
5560,New York City,Richmond,104644,55975,03/13/2021
5561,Mid-Hudson,Rockland,69623,38642,03/13/2021
5562,Capital Region,Saratoga,63001,32407,03/13/2021
5563,Capital Region,Schenectady,41212,19135,03/13/2021
5564,Mohawk Valley,Schoharie,5520,2813,03/13/2021
5565,Southern Tier,Schuyler,4207,2128,03/13/2021
5566,Finger Lakes,Seneca,7247,3657,03/13/2021
5567,North Country,St. Lawrence,31937,19999,03/13/2021
5568,Southern Tier,Steuben,15951,8488,03/13/2021
5569,Long Island,Suffolk,309271,167772,03/13/2021
5570,Mid-Hudson,Sullivan,13382,7159,03/13/2021
5571,Southern Tier,Tioga,8358,4529,03/13/2021
5572,Southern Tier,Tompkins,26034,12052,03/13/2021
5573,Mid-Hudson,Ulster,42574,18422,03/13/2021
5574,Capital Region,Warren,19865,9819,03/13/2021
5575,Capital Region,Washington,13247,6075,03/13/2021
5576,Finger Lakes,Wayne,20661,10085,03/13/2021
5577,Mid-Hudson,Westchester,238079,127797,03/13/2021
5578,Finger Lakes,Wyoming,7469,4133,03/13/2021
5579,Finger Lakes,Yates,6179,3177,03/13/2021
5580,Capital Region,Albany,81683,42386,03/14/2021
5581,Western New York,Allegany,7939,4475,03/14/2021
5582,New York City,Bronx,180018,96257,03/14/2021
5583,Southern Tier,Broome,48104,29418,03/14/2021
5584,Western New York,Cattaraugus,14417,8203,03/14/2021
5585,Central New York,Cayuga,18899,10277,03/14/2021
5586,Western New York,Chautauqua,27445,13838,03/14/2021
5587,Southern Tier,Chemung,17648,10375,03/14/2021
5588,Southern Tier,Chenango,9939,5374,03/14/2021
5589,North Country,Clinton,26907,15578,03/14/2021
5590,Capital Region,Columbia,14768,7147,03/14/2021
5591,Central New York,Cortland,10340,5431,03/14/2021
5592,Southern Tier,Delaware,8047,3681,03/14/2021
5593,Mid-Hudson,Dutchess,63977,29489,03/14/2021
5594,Western New York,Erie,213155,118313,03/14/2021
5595,North Country,Essex,12349,6778,03/14/2021
5596,North Country,Franklin,14932,8645,03/14/2021
5597,Mohawk Valley,Fulton,10036,5309,03/14/2021
5598,Finger Lakes,Genesee,12377,6888,03/14/2021
5599,Capital Region,Greene,9663,4605,03/14/2021
5600,North Country,Hamilton,2184,1513,03/14/2021
5601,Mohawk Valley,Herkimer,14648,8914,03/14/2021
5602,North Country,Jefferson,25714,13594,03/14/2021
5603,New York City,Kings,407337,184419,03/14/2021
5604,North Country,Lewis,5904,3235,03/14/2021
5605,Finger Lakes,Livingston,13517,7989,03/14/2021
5606,Central New York,Madison,19018,10278,03/14/2021
5607,Finger Lakes,Monroe,185161,97213,03/14/2021
5608,Mohawk Valley,Montgomery,11442,5904,03/14/2021
5609,Long Island,Nassau,367521,209397,03/14/2021
5610,New York City,New York,423734,224293,03/14/2021
5611,Western New York,Niagara,43975,24421,03/14/2021
5612,Mohawk Valley,Oneida,59348,36679,03/14/2021
5613,Central New York,Onondaga,131620,78308,03/14/2021
5614,Finger Lakes,Ontario,29614,15922,03/14/2021
5615,Mid-Hudson,Orange,63615,33062,03/14/2021
5616,Finger Lakes,Orleans,6605,3392,03/14/2021
5617,Central New York,Oswego,26803,15154,03/14/2021
5618,Mohawk Valley,Otsego,14390,8031,03/14/2021
5619,Mid-Hudson,Putnam,24248,12250,03/14/2021
5620,New York City,Queens,464560,210214,03/14/2021
5621,Capital Region,Rensselaer,38442,20718,03/14/2021
5622,New York City,Richmond,107215,57517,03/14/2021
5623,Mid-Hudson,Rockland,70341,39271,03/14/2021
5624,Capital Region,Saratoga,63672,33010,03/14/2021
5625,Capital Region,Schenectady,41956,19566,03/14/2021
5626,Mohawk Valley,Schoharie,6082,2845,03/14/2021
5627,Southern Tier,Schuyler,4295,2176,03/14/2021
5628,Finger Lakes,Seneca,7397,3707,03/14/2021
5629,North Country,St. Lawrence,32101,20263,03/14/2021
5630,Southern Tier,Steuben,16681,8870,03/14/2021
5631,Long Island,Suffolk,314027,171094,03/14/2021
5632,Mid-Hudson,Sullivan,13570,7209,03/14/2021
5633,Southern Tier,Tioga,8487,4633,03/14/2021
5634,Southern Tier,Tompkins,26477,12208,03/14/2021
5635,Mid-Hudson,Ulster,43760,18678,03/14/2021
5636,Capital Region,Warren,19938,10039,03/14/2021
5637,Capital Region,Washington,13304,6185,03/14/2021
5638,Finger Lakes,Wayne,20885,10281,03/14/2021
5639,Mid-Hudson,Westchester,242324,130399,03/14/2021
5640,Finger Lakes,Wyoming,7501,4172,03/14/2021
5641,Finger Lakes,Yates,6266,3231,03/14/2021
5642,Capital Region,Albany,83379,43287,03/15/2021
5643,Western New York,Allegany,8008,4565,03/15/2021
5644,New York City,Bronx,183464,97969,03/15/2021
5645,Southern Tier,Broome,49331,29991,03/15/2021
5646,Western New York,Cattaraugus,14548,8444,03/15/2021
5647,Central New York,Cayuga,19026,10559,03/15/2021
5648,Western New York,Chautauqua,27672,14050,03/15/2021
5649,Southern Tier,Chemung,18148,10839,03/15/2021
5650,Southern Tier,Chenango,10151,5483,03/15/2021
5651,North Country,Clinton,27122,16005,03/15/2021
5652,Capital Region,Columbia,15016,7292,03/15/2021
5653,Central New York,Cortland,10427,5565,03/15/2021
5654,Southern Tier,Delaware,8095,3836,03/15/2021
5655,Mid-Hudson,Dutchess,65273,30362,03/15/2021
5656,Western New York,Erie,216561,119829,03/15/2021
5657,North Country,Essex,12454,6953,03/15/2021
5658,North Country,Franklin,15221,8829,03/15/2021
5659,Mohawk Valley,Fulton,10263,5395,03/15/2021
5660,Finger Lakes,Genesee,12563,7006,03/15/2021
5661,Capital Region,Greene,9848,4685,03/15/2021
5662,North Country,Hamilton,2189,1518,03/15/2021
5663,Mohawk Valley,Herkimer,14881,9111,03/15/2021
5664,North Country,Jefferson,25784,14021,03/15/2021
5665,New York City,Kings,417734,188724,03/15/2021
5666,North Country,Lewis,5966,3301,03/15/2021
5667,Finger Lakes,Livingston,13680,8053,03/15/2021
5668,Central New York,Madison,19658,10635,03/15/2021
5669,Finger Lakes,Monroe,188675,99233,03/15/2021
5670,Mohawk Valley,Montgomery,11576,6003,03/15/2021
5671,Long Island,Nassau,372851,213550,03/15/2021
5672,New York City,New York,429421,229271,03/15/2021
5673,Western New York,Niagara,44516,24819,03/15/2021
5674,Mohawk Valley,Oneida,60604,37428,03/15/2021
5675,Central New York,Onondaga,133033,80423,03/15/2021
5676,Finger Lakes,Ontario,30076,16220,03/15/2021
5677,Mid-Hudson,Orange,64573,33434,03/15/2021
5678,Finger Lakes,Orleans,6671,3416,03/15/2021
5679,Central New York,Oswego,27090,15605,03/15/2021
5680,Mohawk Valley,Otsego,14491,8177,03/15/2021
5681,Mid-Hudson,Putnam,24591,12484,03/15/2021
5682,New York City,Queens,473801,214836,03/15/2021
5683,Capital Region,Rensselaer,39137,21031,03/15/2021
5684,New York City,Richmond,108481,58762,03/15/2021
5685,Mid-Hudson,Rockland,71754,39647,03/15/2021
5686,Capital Region,Saratoga,64489,33678,03/15/2021
5687,Capital Region,Schenectady,42901,20083,03/15/2021
5688,Mohawk Valley,Schoharie,6165,2880,03/15/2021
5689,Southern Tier,Schuyler,4337,2197,03/15/2021
5690,Finger Lakes,Seneca,7450,3775,03/15/2021
5691,North Country,St. Lawrence,32394,20759,03/15/2021
5692,Southern Tier,Steuben,16921,9007,03/15/2021
5693,Long Island,Suffolk,319294,174830,03/15/2021
5694,Mid-Hudson,Sullivan,13700,7253,03/15/2021
5695,Southern Tier,Tioga,8736,4741,03/15/2021
5696,Southern Tier,Tompkins,26740,12501,03/15/2021
5697,Mid-Hudson,Ulster,44285,19208,03/15/2021
5698,Capital Region,Warren,20102,10232,03/15/2021
5699,Capital Region,Washington,13428,6294,03/15/2021
5700,Finger Lakes,Wayne,21075,10499,03/15/2021
5701,Mid-Hudson,Westchester,247162,132692,03/15/2021
5702,Finger Lakes,Wyoming,7614,4249,03/15/2021
5703,Finger Lakes,Yates,6304,3287,03/15/2021
5704,Capital Region,Albany,85234,44622,03/16/2021
5705,Western New York,Allegany,8115,4646,03/16/2021
5706,New York City,Bronx,187975,101029,03/16/2021
5707,Southern Tier,Broome,50516,30718,03/16/2021
5708,Western New York,Cattaraugus,14943,8774,03/16/2021
5709,Central New York,Cayuga,19192,10821,03/16/2021
5710,Western New York,Chautauqua,28257,14449,03/16/2021
5711,Southern Tier,Chemung,18629,11292,03/16/2021
5712,Southern Tier,Chenango,10272,5538,03/16/2021
5713,North Country,Clinton,27499,16352,03/16/2021
5714,Capital Region,Columbia,15235,7516,03/16/2021
5715,Central New York,Cortland,10532,5743,03/16/2021
5716,Southern Tier,Delaware,8186,4045,03/16/2021
5717,Mid-Hudson,Dutchess,66694,31015,03/16/2021
5718,Western New York,Erie,221511,122571,03/16/2021
5719,North Country,Essex,12549,7092,03/16/2021
5720,North Country,Franklin,15350,9076,03/16/2021
5721,Mohawk Valley,Fulton,10400,5470,03/16/2021
5722,Finger Lakes,Genesee,12745,7115,03/16/2021
5723,Capital Region,Greene,10186,4790,03/16/2021
5724,North Country,Hamilton,2192,1528,03/16/2021
5725,Mohawk Valley,Herkimer,15115,9318,03/16/2021
5726,North Country,Jefferson,26411,14405,03/16/2021
5727,New York City,Kings,429467,193139,03/16/2021
5728,North Country,Lewis,6021,3376,03/16/2021
5729,Finger Lakes,Livingston,13893,8174,03/16/2021
5730,Central New York,Madison,20161,10986,03/16/2021
5731,Finger Lakes,Monroe,193081,100861,03/16/2021
5732,Mohawk Valley,Montgomery,12527,6130,03/16/2021
5733,Long Island,Nassau,380498,218175,03/16/2021
5734,New York City,New York,437455,235738,03/16/2021
5735,Western New York,Niagara,45259,25085,03/16/2021
5736,Mohawk Valley,Oneida,61442,38091,03/16/2021
5737,Central New York,Onondaga,134983,83045,03/16/2021
5738,Finger Lakes,Ontario,30860,16484,03/16/2021
5739,Mid-Hudson,Orange,67374,33940,03/16/2021
5740,Finger Lakes,Orleans,7042,3439,03/16/2021
5741,Central New York,Oswego,27324,15951,03/16/2021
5742,Mohawk Valley,Otsego,14766,8413,03/16/2021
5743,Mid-Hudson,Putnam,25151,12702,03/16/2021
5744,New York City,Queens,485817,220374,03/16/2021
5745,Capital Region,Rensselaer,39951,21518,03/16/2021
5746,New York City,Richmond,109896,60088,03/16/2021
5747,Mid-Hudson,Rockland,73513,40999,03/16/2021
5748,Capital Region,Saratoga,65877,34676,03/16/2021
5749,Capital Region,Schenectady,43939,20828,03/16/2021
5750,Mohawk Valley,Schoharie,6290,2961,03/16/2021
5751,Southern Tier,Schuyler,4389,2245,03/16/2021
5752,Finger Lakes,Seneca,7514,3873,03/16/2021
5753,North Country,St. Lawrence,32785,21181,03/16/2021
5754,Southern Tier,Steuben,17246,9233,03/16/2021
5755,Long Island,Suffolk,327620,178255,03/16/2021
5756,Mid-Hudson,Sullivan,13979,7325,03/16/2021
5757,Southern Tier,Tioga,8885,4946,03/16/2021
5758,Southern Tier,Tompkins,27029,13397,03/16/2021
5759,Mid-Hudson,Ulster,44944,19710,03/16/2021
5760,Capital Region,Warren,20467,10511,03/16/2021
5761,Capital Region,Washington,13614,6462,03/16/2021
5762,Finger Lakes,Wayne,21765,10676,03/16/2021
5763,Mid-Hudson,Westchester,251836,135224,03/16/2021
5764,Finger Lakes,Wyoming,7700,4289,03/16/2021
5765,Finger Lakes,Yates,6366,3315,03/16/2021
5766,Capital Region,Albany,87610,45536,03/17/2021
5767,Western New York,Allegany,8371,4860,03/17/2021
5768,New York City,Bronx,192400,103991,03/17/2021
5769,Southern Tier,Broome,51470,31701,03/17/2021
5770,Western New York,Cattaraugus,16103,9343,03/17/2021
5771,Central New York,Cayuga,19425,11024,03/17/2021
5772,Western New York,Chautauqua,30278,14694,03/17/2021
5773,Southern Tier,Chemung,19408,11650,03/17/2021
5774,Southern Tier,Chenango,10476,5623,03/17/2021
5775,North Country,Clinton,27720,16651,03/17/2021
5776,Capital Region,Columbia,15905,7650,03/17/2021
5777,Central New York,Cortland,10828,5841,03/17/2021
5778,Southern Tier,Delaware,8323,4244,03/17/2021
5779,Mid-Hudson,Dutchess,68380,31635,03/17/2021
5780,Western New York,Erie,227580,124632,03/17/2021
5781,North Country,Essex,12731,7227,03/17/2021
5782,North Country,Franklin,15475,9194,03/17/2021
5783,Mohawk Valley,Fulton,10611,5614,03/17/2021
5784,Finger Lakes,Genesee,12964,7176,03/17/2021
5785,Capital Region,Greene,10309,4855,03/17/2021
5786,North Country,Hamilton,2199,1559,03/17/2021
5787,Mohawk Valley,Herkimer,15438,9536,03/17/2021
5788,North Country,Jefferson,26581,14707,03/17/2021
5789,New York City,Kings,436844,199035,03/17/2021
5790,North Country,Lewis,6054,3448,03/17/2021
5791,Finger Lakes,Livingston,14449,8231,03/17/2021
5792,Central New York,Madison,20740,11243,03/17/2021
5793,Finger Lakes,Monroe,197666,102207,03/17/2021
5794,Mohawk Valley,Montgomery,12707,6329,03/17/2021
5795,Long Island,Nassau,388087,223578,03/17/2021
5796,New York City,New York,445415,240661,03/17/2021
5797,Western New York,Niagara,47016,25457,03/17/2021
5798,Mohawk Valley,Oneida,62591,38584,03/17/2021
5799,Central New York,Onondaga,137290,85141,03/17/2021
5800,Finger Lakes,Ontario,32126,16688,03/17/2021
5801,Mid-Hudson,Orange,69451,34831,03/17/2021
5802,Finger Lakes,Orleans,7140,3463,03/17/2021
5803,Central New York,Oswego,27599,16334,03/17/2021
5804,Mohawk Valley,Otsego,14921,8634,03/17/2021
5805,Mid-Hudson,Putnam,25629,13008,03/17/2021
5806,New York City,Queens,493625,227535,03/17/2021
5807,Capital Region,Rensselaer,40826,21866,03/17/2021
5808,New York City,Richmond,110702,60740,03/17/2021
5809,Mid-Hudson,Rockland,75091,41504,03/17/2021
5810,Capital Region,Saratoga,67033,35369,03/17/2021
5811,Capital Region,Schenectady,45840,21369,03/17/2021
5812,Mohawk Valley,Schoharie,6442,3118,03/17/2021
5813,Southern Tier,Schuyler,4617,2280,03/17/2021
5814,Finger Lakes,Seneca,7616,3934,03/17/2021
5815,North Country,St. Lawrence,33074,21403,03/17/2021
5816,Southern Tier,Steuben,17973,9402,03/17/2021
5817,Long Island,Suffolk,336015,183154,03/17/2021
5818,Mid-Hudson,Sullivan,14178,7507,03/17/2021
5819,Southern Tier,Tioga,9042,5060,03/17/2021
5820,Southern Tier,Tompkins,27468,13652,03/17/2021
5821,Mid-Hudson,Ulster,45677,20188,03/17/2021
5822,Capital Region,Warren,20704,10708,03/17/2021
5823,Capital Region,Washington,13808,6596,03/17/2021
5824,Finger Lakes,Wayne,22446,10805,03/17/2021
5825,Mid-Hudson,Westchester,257835,137701,03/17/2021
5826,Finger Lakes,Wyoming,7807,4314,03/17/2021
5827,Finger Lakes,Yates,6608,3327,03/17/2021
5828,Capital Region,Albany,90245,46539,03/18/2021
5829,Western New York,Allegany,8733,4912,03/18/2021
5830,New York City,Bronx,198089,107038,03/18/2021
5831,Southern Tier,Broome,52851,32138,03/18/2021
5832,Western New York,Cattaraugus,16609,9483,03/18/2021
5833,Central New York,Cayuga,19820,11089,03/18/2021
5834,Western New York,Chautauqua,30896,14890,03/18/2021
5835,Southern Tier,Chemung,19512,11716,03/18/2021
5836,Southern Tier,Chenango,10604,5662,03/18/2021
5837,North Country,Clinton,28532,16842,03/18/2021
5838,Capital Region,Columbia,16404,7760,03/18/2021
5839,Central New York,Cortland,11131,5889,03/18/2021
5840,Southern Tier,Delaware,8495,4325,03/18/2021
5841,Mid-Hudson,Dutchess,70957,32194,03/18/2021
5842,Western New York,Erie,233327,126090,03/18/2021
5843,North Country,Essex,13131,7307,03/18/2021
5844,North Country,Franklin,15863,9277,03/18/2021
5845,Mohawk Valley,Fulton,10932,5707,03/18/2021
5846,Finger Lakes,Genesee,13127,7252,03/18/2021
5847,Capital Region,Greene,10984,4997,03/18/2021
5848,North Country,Hamilton,2255,1561,03/18/2021
5849,Mohawk Valley,Herkimer,15752,9609,03/18/2021
5850,North Country,Jefferson,27458,15114,03/18/2021
5851,New York City,Kings,450258,207338,03/18/2021
5852,North Country,Lewis,6334,3498,03/18/2021
5853,Finger Lakes,Livingston,14963,8315,03/18/2021
5854,Central New York,Madison,21411,11380,03/18/2021
5855,Finger Lakes,Monroe,201924,104137,03/18/2021
5856,Mohawk Valley,Montgomery,13031,6422,03/18/2021
5857,Long Island,Nassau,397695,228117,03/18/2021
5858,New York City,New York,456988,246631,03/18/2021
5859,Western New York,Niagara,48563,25795,03/18/2021
5860,Mohawk Valley,Oneida,63986,38936,03/18/2021
5861,Central New York,Onondaga,140093,86200,03/18/2021
5862,Finger Lakes,Ontario,33584,16931,03/18/2021
5863,Mid-Hudson,Orange,72446,35220,03/18/2021
5864,Finger Lakes,Orleans,7519,3682,03/18/2021
5865,Central New York,Oswego,28227,16484,03/18/2021
5866,Mohawk Valley,Otsego,15169,8729,03/18/2021
