,VACCINATION_DATE,5-11 percent,12-17 percent,18-49 percent,50-64 percent,65 and Older percent,5-11 total,12-17 total,18-49 total,50-64 total,65 and Older total
74,2021-02-26 15:00:00,,0.214,11.58,15.003,40.92,,967.0,292202,184273,392586
75,2021-02-27 15:00:00,,0.225,11.763,15.279,41.748,,1015.0,296838,187653,400531
76,2021-02-28 15:00:00,,0.232,11.932,15.547,42.572,,1049.0,301096,190950,408438
77,2021-03-01 15:00:00,,0.246,12.246,16.059,43.904,,1113.0,309007,197244,421215
78,2021-03-02 15:00:00,,0.254,12.497,16.468,45.216,,1149.0,315335,202266,433802
79,2021-03-03 15:00:00,,0.264,12.849,17.015,46.752,,1195.0,324230,208980,448537
80,2021-03-04 15:00:00,,0.271,13.24,17.631,48.582,,1226.0,334107,216552,466090
81,2021-03-05 15:00:00,,0.28,13.587,18.224,50.548,,1266.0,342860,223835,484956
82,2021-03-06 15:00:00,,0.299,13.892,18.715,51.71,,1350.0,350541,229857,496103
83,2021-03-07 15:00:00,,0.308,14.139,19.081,52.538,,1393.0,356788,234353,504050
84,2021-03-08 15:00:00,,0.326,14.52,19.715,54.277,,1474.0,366396,242142,520732
85,2021-03-09 15:00:00,,0.348,14.923,20.375,55.955,,1571.0,376576,250244,536834
86,2021-03-10 15:00:00,,0.372,15.388,21.153,57.667,,1681.0,388303,259798,553253
87,2021-03-11 15:00:00,,0.407,15.903,22.011,59.364,,1839.0,401299,270336,569535
88,2021-03-12 15:00:00,,0.437,16.41,22.861,61.081,,1977.0,414093,280784,586004
89,2021-03-13 15:00:00,,0.474,16.774,23.453,61.883,,2141.0,423265,288057,593700
90,2021-03-14 15:00:00,,0.508,17.087,23.925,62.403,,2297.0,431170,293844,598693
91,2021-03-15 15:00:00,,0.545,17.578,24.673,63.307,,2465.0,443573,303036,607364
92,2021-03-16 15:00:00,,0.593,18.086,25.489,64.47,,2678.0,456369,313060,618523
93,2021-03-17 15:00:00,,0.649,18.644,26.398,65.851,,2935.0,470464,324220,631776
94,2021-03-18 15:00:00,,0.701,19.323,27.474,67.124,,3169.0,487600,337444,643986
95,2021-03-19 15:00:00,,0.747,19.925,28.499,68.314,,3375.0,502795,350022,655398
96,2021-03-20 15:00:00,,0.804,20.372,29.209,68.85,,3633.0,514072,358754,660544
97,2021-03-21 15:00:00,,0.854,20.731,29.779,69.19,,3860.0,523114,365747,663804
98,2021-03-22 15:00:00,,0.914,21.291,30.785,69.886,,4130.0,537246,378103,670480
99,2021-03-23 15:00:00,,0.982,21.927,32.054,70.722,,4438.0,553307,393688,678506
100,2021-03-24 15:00:00,,1.053,22.618,33.443,71.521,,4760.0,570734,410757,686173
101,2021-03-25 15:00:00,,1.131,23.392,34.959,72.235,,5109.0,590281,429368,693023
102,2021-03-26 15:00:00,,1.188,24.054,36.301,72.801,,5367.0,606985,445859,698452
103,2021-03-27 15:00:00,,1.243,24.556,37.287,73.212,,5618.0,619650,457968,702395
104,2021-03-28 15:00:00,,1.289,24.876,37.999,73.38,,5823.0,627721,466710,704009
105,2021-03-29 15:00:00,,1.36,25.408,39.112,73.74,,6148.0,641144,480379,707462
106,2021-03-30 15:00:00,,1.476,26.153,40.591,74.204,,6670.0,659933,498547,711911
107,2021-03-31 15:00:00,,1.629,27.018,42.102,74.799,,7362.0,681773,517105,717616
108,2021-04-01 15:00:00,,1.763,27.893,43.767,75.322,,7966.0,703839,537557,722635
109,2021-04-02 15:00:00,,1.926,28.668,45.087,75.796,,8704.0,723413,553758,727187
110,2021-04-03 15:00:00,,2.059,29.23,45.808,75.997,,9303.0,737581,562621,729116
111,2021-04-04 15:00:00,,2.107,29.439,46.061,76.067,,9520.0,742847,565722,729787
112,2021-04-05 15:00:00,,2.293,30.182,47.022,76.402,,10364.0,761605,577533,733002
113,2021-04-06 15:00:00,,2.549,31.264,48.419,76.89,,11517.0,788900,594688,737677
114,2021-04-07 15:00:00,,2.814,32.325,49.763,77.37,,12716.0,815675,611191,742287
115,2021-04-08 15:00:00,,3.083,33.54,51.302,77.934,,13934.0,846342,630096,747700
116,2021-04-09 15:00:00,,3.321,34.627,52.583,78.389,,15009.0,873768,645826,752059
117,2021-04-10 15:00:00,,3.633,35.326,53.392,78.609,,16417.0,891417,655773,754168
118,2021-04-11 15:00:00,,3.868,36.014,54.033,78.754,,17479.0,908780,663644,755558
119,2021-04-12 15:00:00,,4.083,36.847,54.908,79.042,,18450.0,929802,674388,758326
120,2021-04-13 15:00:00,,4.485,37.849,55.942,79.3,,20268.0,955069,687089,760802
121,2021-04-14 15:00:00,,5.017,38.814,56.842,79.568,,22672.0,979419,698145,763369
122,2021-04-15 15:00:00,,5.364,39.824,57.771,79.825,,24241.0,1004925,709552,765838
123,2021-04-16 15:00:00,,5.796,40.69,58.591,80.089,,26190.0,1026766,719618,768367
124,2021-04-17 15:00:00,,6.356,41.465,59.249,80.244,,28724.0,1046327,727707,769859
125,2021-04-18 15:00:00,,6.817,41.946,59.651,80.341,,30806.0,1058464,732635,770785
126,2021-04-19 15:00:00,,7.113,42.637,60.297,80.536,,32142.0,1075895,740569,772663
127,2021-04-20 15:00:00,,7.451,43.344,60.961,80.766,,33671.0,1093734,748729,774869
128,2021-04-21 15:00:00,,8.11,44.288,61.755,81.016,,36650.0,1117558,758483,777267
129,2021-04-22 15:00:00,,8.502,45.135,62.519,81.262,,38420.0,1138922,767863,779623
130,2021-04-23 15:00:00,,8.932,45.907,63.233,81.494,,40364.0,1158401,776631,781847
131,2021-04-24 15:00:00,,9.41,46.548,63.771,81.656,,42524.0,1174580,783240,783405
132,2021-04-25 15:00:00,,9.809,47.014,64.15,81.765,,44328.0,1186346,787896,784447
133,2021-04-26 15:00:00,,10.128,47.646,64.7,81.972,,45770.0,1202290,794659,786433
134,2021-04-27 15:00:00,,10.461,48.296,65.305,82.227,,47271.0,1218696,802087,788884
135,2021-04-28 15:00:00,,11.069,48.994,65.913,82.486,,50018.0,1236297,809547,791372
136,2021-04-29 15:00:00,,11.432,49.652,66.54,82.734,,51662.0,1252909,817249,793744
137,2021-04-30 15:00:00,,11.801,50.365,67.175,82.983,,53329.0,1270906,825050,796138
138,2021-05-01 15:00:00,,12.15,50.85,67.581,83.13,,54904.0,1283147,830044,797544
139,2021-05-02 15:00:00,,12.308,51.099,67.776,83.197,,55620.0,1289437,832429,798189
140,2021-05-03 15:00:00,,12.477,51.434,68.079,83.336,,56383.0,1297873,836160,799519
141,2021-05-04 15:00:00,,12.702,51.777,68.408,83.499,,57399.0,1306535,840192,801089
142,2021-05-05 15:00:00,,13.131,52.244,68.842,83.688,,59338.0,1318328,845527,802904
143,2021-05-06 15:00:00,,13.328,52.671,69.236,83.883,,60229.0,1329091,850369,804773
144,2021-05-07 15:00:00,,13.537,53.145,69.619,84.056,,61172.0,1341061,855064,806434
145,2021-05-08 15:00:00,,13.726,53.434,69.847,84.143,,62025.0,1348356,857873,807260
146,2021-05-09 15:00:00,,13.834,53.58,69.948,84.182,,62514.0,1352041,859104,807635
147,2021-05-10 15:00:00,,13.944,53.817,70.158,84.279,,63014.0,1358002,861686,808570
148,2021-05-11 15:00:00,,14.123,54.147,70.418,84.411,,63823.0,1366347,864877,809831
149,2021-05-12 15:00:00,,14.553,54.5,70.7,84.549,,65763.0,1375233,868347,811160
150,2021-05-13 15:00:00,,16.972,54.812,70.955,84.68,,76694.0,1383107,871474,812418
151,2021-05-14 15:00:00,,19.315,55.208,71.272,84.824,,87285.0,1393112,875370,813796
152,2021-05-15 15:00:00,,21.932,55.506,71.487,84.909,,99109.0,1400642,878012,814615
153,2021-05-16 15:00:00,,22.888,55.667,71.602,84.953,,103430.0,1404693,879425,815034
154,2021-05-17 15:00:00,,24.441,55.954,71.835,85.066,,110447.0,1411932,882292,816121
155,2021-05-18 15:00:00,,26.353,56.332,72.12,85.207,,119089.0,1421483,885785,817477
156,2021-05-19 15:00:00,,29.416,56.753,72.411,85.339,,132931.0,1432100,889362,818738
157,2021-05-20 15:00:00,,30.923,57.156,72.695,85.488,,139739.0,1442258,892852,820166
158,2021-05-21 15:00:00,,32.406,57.527,72.979,85.615,,146439.0,1451625,896335,821390
159,2021-05-22 15:00:00,,33.874,57.826,73.176,85.687,,153074.0,1459167,898756,822079
160,2021-05-23 15:00:00,,34.626,58.011,73.286,85.725,,156472.0,1463839,900102,822443
161,2021-05-24 15:00:00,,35.512,58.29,73.491,85.824,,160475.0,1470882,902629,823390
162,2021-05-25 15:00:00,,36.251,58.581,73.707,85.935,,163818.0,1478219,905276,824457
163,2021-05-26 15:00:00,,38.131,58.889,73.92,86.033,,172313.0,1485988,907897,825400
164,2021-05-27 15:00:00,,38.689,59.148,74.11,86.136,,174834.0,1492528,910223,826390
165,2021-05-28 15:00:00,,39.34,59.428,74.309,86.234,,177777.0,1499600,912672,827328
166,2021-05-29 15:00:00,,39.995,59.635,74.437,86.28,,180737.0,1504814,914239,827765
167,2021-05-30 15:00:00,,40.308,59.757,74.503,86.306,,182148.0,1507903,915050,828019
168,2021-05-31 15:00:00,,40.369,59.799,74.534,86.323,,182425.0,1508953,915431,828178
169,2021-06-01 15:00:00,,40.811,60.037,74.699,86.421,,184423.0,1514962,917466,829121
170,2021-06-02 15:00:00,,41.555,60.245,74.845,86.503,,187785.0,1520211,919260,829909
171,2021-06-03 15:00:00,,41.931,60.434,74.987,86.585,,189483.0,1524972,921003,830693
172,2021-06-04 15:00:00,,42.324,60.629,75.137,86.666,,191259.0,1529894,922844,831472
173,2021-06-05 15:00:00,,42.806,60.781,75.24,86.712,,193437.0,1533746,924101,831908
174,2021-06-06 15:00:00,,43.047,60.861,75.287,86.732,,194528.0,1535759,924680,832102
175,2021-06-07 15:00:00,,43.425,61.019,75.393,86.792,,196233.0,1539753,925990,832678
176,2021-06-08 15:00:00,,43.783,61.173,75.505,86.856,,197854.0,1543641,927364,833294
177,2021-06-09 15:00:00,,44.371,61.349,75.622,86.925,,200510.0,1548063,928795,833953
178,2021-06-10 15:00:00,,44.754,61.513,75.745,86.992,,202240.0,1552217,930310,834600
179,2021-06-11 15:00:00,,45.197,61.689,75.875,87.054,,204242.0,1556639,931904,835194
180,2021-06-12 15:00:00,,45.524,61.812,75.953,87.085,,205718.0,1559749,932865,835493
181,2021-06-13 15:00:00,,45.612,61.869,75.984,87.1,,206117.0,1561195,933242,835634
182,2021-06-14 15:00:00,,45.938,62.003,76.071,87.15,,207589.0,1564563,934308,836117
183,2021-06-15 15:00:00,,46.242,62.138,76.169,87.205,,208966.0,1567977,935511,836642
184,2021-06-16 15:00:00,,46.716,62.28,76.263,87.26,,211108.0,1571576,936676,837171
185,2021-06-17 15:00:00,,47.092,62.431,76.37,87.321,,212804.0,1575375,937986,837753
186,2021-06-18 15:00:00,,47.44,62.58,76.483,87.378,,214377.0,1579134,939368,838304
187,2021-06-19 15:00:00,,47.698,62.691,76.552,87.408,,215544.0,1581937,940221,838589
188,2021-06-20 15:00:00,,47.83,62.755,76.584,87.42,,216143.0,1583541,940618,838708
189,2021-06-21 15:00:00,,48.148,62.882,76.668,87.47,,217580.0,1586746,941648,839179
190,2021-06-22 15:00:00,,48.424,63.011,76.755,87.517,,218826.0,1590000,942719,839633
191,2021-06-23 15:00:00,,48.8,63.143,76.851,87.57,,220524.0,1593338,943895,840142
192,2021-06-24 15:00:00,,49.095,63.273,76.94,87.624,,221858.0,1596612,944989,840663
193,2021-06-25 15:00:00,,49.384,63.406,77.037,87.673,,223164.0,1599977,946176,841128
194,2021-06-26 15:00:00,,49.575,63.497,77.094,87.699,,224026.0,1602271,946873,841377
195,2021-06-27 15:00:00,,49.717,63.563,77.129,87.712,,224668.0,1603938,947303,841505
196,2021-06-28 15:00:00,,49.98,63.678,77.198,87.75,,225858.0,1606845,948154,841866
197,2021-06-29 15:00:00,,50.237,63.8,77.274,87.794,,227017.0,1609912,949085,842288
198,2021-06-30 15:00:00,,50.563,63.93,77.358,87.839,,228489.0,1613195,950122,842727
199,2021-07-01 15:00:00,,50.835,64.05,77.431,87.884,,229722.0,1616228,951022,843156
200,2021-07-02 15:00:00,,51.083,64.17,77.518,87.926,,230839.0,1619253,952080,843558
201,2021-07-03 15:00:00,,51.232,64.247,77.566,87.948,,231515.0,1621208,952669,843772
202,2021-07-04 15:00:00,,51.251,64.258,77.573,87.952,,231598.0,1621486,952757,843804
203,2021-07-05 15:00:00,,51.449,64.35,77.623,87.975,,232496.0,1623789,953380,844028
204,2021-07-06 15:00:00,,51.666,64.456,77.693,88.018,,233475.0,1626464,954240,844438
205,2021-07-07 15:00:00,,51.896,64.564,77.762,88.054,,234513.0,1629194,955078,844782
206,2021-07-08 15:00:00,,52.13,64.68,77.838,88.092,,235573.0,1632123,956011,845152
207,2021-07-09 15:00:00,,52.379,64.806,77.923,88.138,,236696.0,1635306,957063,845591
208,2021-07-10 15:00:00,,52.559,64.887,77.974,88.158,,237513.0,1637354,957692,845787
209,2021-07-11 15:00:00,,52.703,64.951,78.007,88.169,,238162.0,1638956,958095,845888
210,2021-07-12 15:00:00,,52.933,65.053,78.074,88.206,,239200.0,1641546,958916,846242
211,2021-07-13 15:00:00,,53.193,65.159,78.139,88.245,,240378.0,1644218,959714,846622
212,2021-07-14 15:00:00,,53.463,65.263,78.204,88.283,,241594.0,1646829,960513,846981
213,2021-07-15 15:00:00,,53.749,65.368,78.273,88.324,,242887.0,1649497,961363,847376
214,2021-07-16 15:00:00,,54.02,65.488,78.353,88.367,,244112.0,1652526,962339,847790
215,2021-07-17 15:00:00,,54.192,65.569,78.404,88.387,,244891.0,1654562,962966,847977
216,2021-07-18 15:00:00,,54.298,65.62,78.434,88.398,,245369.0,1655857,963341,848086
217,2021-07-19 15:00:00,,54.564,65.736,78.513,88.442,,246573.0,1658774,964306,848510
218,2021-07-20 15:00:00,,54.848,65.854,78.595,88.488,,247857.0,1661743,965315,848953
219,2021-07-21 15:00:00,,55.169,65.979,78.679,88.534,,249304.0,1664902,966344,849394
220,2021-07-22 15:00:00,,55.506,66.106,78.776,88.592,,250828.0,1668104,967542,849944
221,2021-07-23 15:00:00,,55.846,66.257,78.893,88.647,,252364.0,1671931,968976,850478
222,2021-07-24 15:00:00,,56.055,66.358,78.958,88.677,,253310.0,1674456,969768,850766
223,2021-07-25 15:00:00,,56.226,66.435,79.002,88.694,,254082.0,1676406,970306,850925
224,2021-07-26 15:00:00,,56.553,66.576,79.093,88.743,,255560.0,1679966,971431,851398
225,2021-07-27 15:00:00,,56.883,66.728,79.193,88.796,,257049.0,1683801,972663,851903
226,2021-07-28 15:00:00,,57.257,66.886,79.299,88.854,,258743.0,1687792,973964,852462
227,2021-07-29 15:00:00,,57.619,67.045,79.404,88.909,,260379.0,1691815,975244,852989
228,2021-07-30 15:00:00,,58.027,67.222,79.529,88.962,,262222.0,1696265,976783,853500
229,2021-07-31 15:00:00,,58.251,67.334,79.601,88.99,,263233.0,1699107,977664,853769
230,2021-08-01 15:00:00,,58.439,67.43,79.65,89.009,,264082.0,1701531,978265,853947
231,2021-08-02 15:00:00,,58.791,67.597,79.758,89.061,,265671.0,1705722,979593,854451
232,2021-08-03 15:00:00,,59.173,67.762,79.869,89.116,,267398.0,1709893,980955,854974
233,2021-08-04 15:00:00,,59.551,67.932,79.985,89.171,,269107.0,1714177,982388,855506
234,2021-08-05 15:00:00,,59.959,68.115,80.101,89.23,,270952.0,1718800,983809,856065
235,2021-08-06 15:00:00,,60.351,68.308,80.228,89.289,,272721.0,1723673,985370,856639
236,2021-08-07 15:00:00,,60.601,68.438,80.301,89.315,,273854.0,1726959,986270,856887
237,2021-08-08 15:00:00,,60.795,68.534,80.349,89.332,,274727.0,1729383,986861,857048
238,2021-08-09 15:00:00,,61.16,68.695,80.446,89.376,,276380.0,1733437,988053,857473
239,2021-08-10 15:00:00,,61.531,68.859,80.546,89.423,,278054.0,1737590,989275,857923
240,2021-08-11 15:00:00,,61.903,69.023,80.644,89.477,,279738.0,1741704,990479,858437
241,2021-08-12 15:00:00,,62.25,69.176,80.741,89.526,,281305.0,1745589,991676,858912
242,2021-08-13 15:00:00,,62.626,69.341,80.844,89.571,,283004.0,1749736,992933,859342
243,2021-08-14 15:00:00,,62.893,69.454,80.913,89.598,,284210.0,1752583,993781,859603
244,2021-08-15 15:00:00,,63.059,69.534,80.954,89.62,,284962.0,1754611,994286,859809
245,2021-08-16 15:00:00,,63.339,69.66,81.031,89.663,,286226.0,1757789,995227,860222
246,2021-08-17 15:00:00,,63.736,69.809,81.122,89.718,,288019.0,1761544,996347,860748
247,2021-08-18 15:00:00,,64.061,69.957,81.209,89.773,,289486.0,1765281,997416,861281
248,2021-08-19 15:00:00,,64.387,70.097,81.298,89.826,,290960.0,1768814,998509,861785
249,2021-08-20 15:00:00,,64.718,70.255,81.398,89.878,,292457.0,1772795,999744,862287
250,2021-08-21 15:00:00,,64.973,70.348,81.454,89.91,,293609.0,1775141,1000423,862595
251,2021-08-22 15:00:00,,65.133,70.42,81.49,89.928,,294331.0,1776969,1000870,862762
252,2021-08-23 15:00:00,,65.449,70.552,81.574,89.979,,295762.0,1780294,1001896,863253
253,2021-08-24 15:00:00,,65.784,70.704,81.663,90.034,,297275.0,1784127,1002995,863780
254,2021-08-25 15:00:00,,66.152,70.857,81.755,90.087,,298935.0,1787990,1004124,864288
255,2021-08-26 15:00:00,,66.5,71.02,81.849,90.145,,300511.0,1792098,1005278,864843
256,2021-08-27 15:00:00,,66.853,71.176,81.938,90.195,,302105.0,1796033,1006375,865332
257,2021-08-28 15:00:00,,67.111,71.286,82.001,90.222,,303272.0,1798818,1007142,865587
258,2021-08-29 15:00:00,,67.279,71.367,82.039,90.244,,304029.0,1800876,1007611,865802
259,2021-08-30 15:00:00,,67.516,71.512,82.119,90.298,,305102.0,1804521,1008592,866312
260,2021-08-31 15:00:00,,67.74,71.658,82.199,90.353,,306114.0,1808202,1009572,866846
261,2021-09-01 15:00:00,,67.948,71.795,82.283,90.397,,307053.0,1811668,1010604,867261
262,2021-09-02 15:00:00,,68.163,71.928,82.36,90.438,,308023.0,1815020,1011554,867658
263,2021-09-03 15:00:00,,68.44,72.06,82.44,90.484,,309277.0,1818342,1012543,868099
264,2021-09-04 15:00:00,,68.655,72.138,82.482,90.502,,310247.0,1820324,1013056,868275
265,2021-09-05 15:00:00,,68.81,72.209,82.514,90.52,,310950.0,1822123,1013444,868447
266,2021-09-06 15:00:00,,68.867,72.234,82.528,90.528,,311205.0,1822735,1013623,868525
267,2021-09-07 15:00:00,,69.103,72.353,82.594,90.571,,312273.0,1825745,1014432,868938
268,2021-09-08 15:00:00,,69.263,72.477,82.659,90.611,,312994.0,1828869,1015222,869322
269,2021-09-09 15:00:00,,69.413,72.606,82.731,90.663,,313672.0,1832134,1016112,869814
270,2021-09-10 15:00:00,,69.607,72.752,82.818,90.711,,314550.0,1835812,1017183,870282
271,2021-09-11 15:00:00,,69.806,72.842,82.87,90.731,,315451.0,1838083,1017821,870474
272,2021-09-12 15:00:00,,69.922,72.911,82.904,90.748,,315975.0,1839824,1018240,870632
273,2021-09-13 15:00:00,,70.048,73.033,82.976,90.79,,316541.0,1842906,1019127,871036
274,2021-09-14 15:00:00,,70.184,73.155,83.043,90.833,,317157.0,1845988,1019944,871450
275,2021-09-15 15:00:00,,70.368,73.275,83.108,90.875,,317990.0,1849020,1020746,871850
276,2021-09-16 15:00:00,,70.559,73.384,83.17,90.916,,318854.0,1851766,1021508,872240
277,2021-09-17 15:00:00,,70.737,73.51,83.238,90.958,,319656.0,1854947,1022345,872643
278,2021-09-18 15:00:00,,70.888,73.594,83.282,90.98,,320338.0,1857070,1022883,872859
279,2021-09-19 15:00:00,,70.983,73.652,83.31,90.997,,320767.0,1858533,1023221,873017
280,2021-09-20 15:00:00,,71.092,73.747,83.367,91.037,,321259.0,1860931,1023927,873405
281,2021-09-21 15:00:00,,71.211,73.854,83.421,91.074,,321796.0,1863633,1024584,873762
282,2021-09-22 15:00:00,,71.333,73.954,83.479,91.116,,322350.0,1866147,1025305,874162
283,2021-09-23 15:00:00,,71.454,74.05,83.537,91.159,,322896.0,1868558,1026017,874572
284,2021-09-24 15:00:00,,71.623,74.161,83.6,91.226,,323660.0,1871369,1026786,875220
285,2021-09-25 15:00:00,,71.74,74.227,83.645,91.283,,324190.0,1873036,1027340,875768
286,2021-09-26 15:00:00,,71.813,74.275,83.672,91.314,,324518.0,1874246,1027671,876067
287,2021-09-27 15:00:00,,71.943,74.372,83.733,91.413,,325107.0,1876699,1028424,877012
288,2021-09-28 15:00:00,,72.056,74.471,83.793,91.506,,325615.0,1879180,1029158,877902
289,2021-09-29 15:00:00,,72.152,74.576,83.854,91.596,,326052.0,1881832,1029907,878772
290,2021-09-30 15:00:00,,72.261,74.683,83.919,91.683,,326544.0,1884536,1030707,879602
291,2021-10-01 15:00:00,,72.413,74.803,83.995,91.777,,327230.0,1887571,1031637,880507
292,2021-10-02 15:00:00,,72.515,74.868,84.037,91.818,,327690.0,1889220,1032147,880902
