,VACCINATION_DATE,FirstDailyDose,FirstDoseCumulative,SecondDailyDose,SecondDoseCumulative,AdditionalDailyDose,AdditionalDoseCumulative,SingleDailyDose,SingleDoseCumulative,AtleastOneVaccine,AtleastOneVaccineCumulative,CompletedVax,CompletedVaxCumulative,FirstSecondSingleVaccinations,FirstSecondSingleVaccinationsCumulative
257,2021-08-28,6895,3821454,6522.0,3463475,999.0,21873.0,326.0,284201.0,7221,4105655,6848,3747676,14742,7590899
258,2021-08-29,3733,3825187,3689.0,3467164,675.0,22548.0,610.0,284811.0,4343,4109998,4299,3751975,8707,7599606
259,2021-08-30,5923,3831110,6127.0,3473291,1530.0,24078.0,960.0,285771.0,6883,4116881,7087,3759062,14540,7614146
260,2021-08-31,5899,3837009,6070.0,3479361,1651.0,25729.0,946.0,286717.0,6845,4123726,7016,3766078,14566,7628712
261,2021-09-01,5589,3842598,5675.0,3485036,1714.0,27443.0,915.0,287632.0,6504,4130230,6590,3772668,13893,7642605
262,2021-09-02,5529,3848127,5925.0,3490961,1852.0,29295.0,707.0,288339.0,6236,4136466,6632,3779300,14013,7656618
263,2021-09-03,5992,3854119,6930.0,3497891,1829.0,31124.0,973.0,289312.0,6965,4143431,7903,3787203,15724,7672342
264,2021-09-04,3726,3857845,4352.0,3502243,869.0,31993.0,878.0,290190.0,4604,4148035,5230,3792433,9825,7682167
265,2021-09-05,2956,3860801,2809.0,3505052,653.0,32646.0,106.0,290296.0,3062,4151097,2915,3795348,6524,7688691
266,2021-09-06,1059,3861860,1156.0,3506208,213.0,32859.0,65.0,290361.0,1124,4152221,1221,3796569,2493,7691184
267,2021-09-07,5343,3867203,7299.0,3513507,1411.0,34270.0,2303.0,292664.0,7646,4159867,9602,3806171,16356,7707540
268,2021-09-08,4653,3871856,5475.0,3518982,1561.0,35831.0,364.0,293028.0,5017,4164884,5839,3812010,12053,7719593
269,2021-09-09,5017,3876873,5458.0,3524440,2272.0,38103.0,324.0,293352.0,5341,4170225,5782,3817792,13071,7732664
270,2021-09-10,6519,3883392,6655.0,3531095,2459.0,40562.0,1719.0,295071.0,8238,4178463,8374,3826166,17352,7750016
271,2021-09-11,4173,3887565,4334.0,3535429,1011.0,41573.0,666.0,295737.0,4839,4183302,5000,3831166,10184,7760200
272,2021-09-12,3172,3890737,3241.0,3538670,693.0,42266.0,436.0,296173.0,3608,4186910,3677,3834843,7542,7767742
273,2021-09-13,4885,3895622,5067.0,3543737,1522.0,43788.0,346.0,296519.0,5231,4192141,5413,3840256,11820,7779562
274,2021-09-14,4776,3900398,5437.0,3549174,1588.0,45376.0,436.0,296955.0,5212,4197353,5873,3846129,12237,7791799
275,2021-09-15,5039,3905437,5870.0,3555044,1468.0,46844.0,392.0,297347.0,5431,4202784,6262,3852391,12769,7804568
276,2021-09-16,4808,3910245,5844.0,3560888,1598.0,48442.0,336.0,297683.0,5144,4207928,6180,3858571,12586,7817154
277,2021-09-17,5258,3915503,6584.0,3567472,1916.0,50358.0,344.0,298027.0,5602,4213530,6928,3865499,14102,7831256
278,2021-09-18,3801,3919304,4577.0,3572049,925.0,51283.0,185.0,298212.0,3986,4217516,4762,3870261,9488,7840744
279,2021-09-19,2741,3922045,3167.0,3575216,690.0,51973.0,75.0,298287.0,2816,4220332,3242,3873503,6673,7847417
280,2021-09-20,3750,3925795,4680.0,3579896,1730.0,53703.0,430.0,298717.0,4180,4224512,5110,3878613,10590,7858007
281,2021-09-21,4002,3929797,5001.0,3584897,1844.0,55547.0,327.0,299044.0,4329,4228841,5328,3883941,11174,7869181
282,2021-09-22,4196,3933993,4775.0,3589672,1734.0,57281.0,458.0,299502.0,4654,4233495,5233,3889174,11163,7880344
283,2021-09-23,4175,3938168,4731.0,3594403,2169.0,59450.0,492.0,299994.0,4667,4238162,5223,3894397,11567,7891911
284,2021-09-24,5078,3943246,5606.0,3600009,4821.0,64271.0,422.0,300416.0,5500,4243662,6028,3900425,15927,7907838
285,2021-09-25,3626,3946872,3632.0,3603641,4914.0,69185.0,384.0,300800.0,4010,4247672,4016,3904441,12556,7920394
286,2021-09-26,2354,3949226,2667.0,3606308,3062.0,72247.0,425.0,301225.0,2779,4250451,3092,3907533,8508,7928902
287,2021-09-27,4506,3953732,2712.0,3609020,8855.0,81102.0,512.0,301737.0,5018,4255469,3224,3910757,16585,7945487
288,2021-09-28,4400,3958132,4455.0,3613475,9437.0,90539.0,211.0,301948.0,4611,4260080,4666,3915423,18503,7963990
289,2021-09-29,4696,3962828,4511.0,3617986,9818.0,100357.0,920.0,302868.0,5616,4265696,5431,3920854,19945,7983935
290,2021-09-30,4887,3967715,4566.0,3622552,9935.0,110292.0,795.0,303663.0,5682,4271378,5361,3926215,20183,8004118
291,2021-10-01,5503,3973218,5340.0,3627892,11866.0,122158.0,785.0,304448.0,6288,4277666,6125,3932340,23494,8027612
292,2021-10-02,2937,3976155,2897.0,3630789,5759.0,127917.0,187.0,304635.0,3124,4280790,3084,3935424,11780,8039392
293,2021-10-03,2073,3978228,2378.0,3633167,3456.0,131373.0,86.0,304721.0,2159,4282949,2464,3937888,7993,8047385
294,2021-10-04,4022,3982250,3501.0,3636668,9812.0,141185.0,232.0,304953.0,4254,4287203,3733,3941621,17567,8064952
295,2021-10-05,3958,3986208,3661.0,3640329,10148.0,151333.0,207.0,305160.0,4165,4291368,3868,3945489,17974,8082926
296,2021-10-06,4023,3990231,3579.0,3643908,8928.0,160261.0,266.0,305426.0,4289,4295657,3845,3949334,16796,8099722
297,2021-10-07,4234,3994465,3627.0,3647535,9925.0,170186.0,331.0,305757.0,4565,4300222,3958,3953292,18117,8117839
298,2021-10-08,4770,3999235,4290.0,3651825,11367.0,181553.0,283.0,306040.0,5053,4305275,4573,3957865,20710,8138549
299,2021-10-09,2691,4001926,2682.0,3654507,4300.0,185853.0,270.0,306310.0,2961,4308236,2952,3960817,9943,8148492
300,2021-10-10,1865,4003791,1850.0,3656357,3575.0,189428.0,59.0,306369.0,1924,4310160,1909,3962726,7349,8155841
301,2021-10-11,4213,4008004,3338.0,3659695,9206.0,198634.0,249.0,306618.0,4462,4314622,3587,3966313,17006,8172847
302,2021-10-12,3590,4011594,3525.0,3663220,9565.0,208199.0,273.0,306891.0,3863,4318485,3798,3970111,16953,8189800
303,2021-10-13,3959,4015553,3458.0,3666678,8749.0,216948.0,346.0,307237.0,4305,4322790,3804,3973915,16512,8206312
304,2021-10-14,5161,4020714,5492.0,3672170,9518.0,226466.0,431.0,307668.0,5592,4328382,5923,3979838,20602,8226914
305,2021-10-15,4710,4025424,4596.0,3676766,10620.0,237086.0,347.0,308015.0,5057,4333439,4943,3984781,20273,8247187
306,2021-10-16,2496,4027920,2507.0,3679273,4670.0,241756.0,291.0,308306.0,2787,4336226,2798,3987579,9964,8257151
307,2021-10-17,1806,4029726,1776.0,3681049,2780.0,244536.0,55.0,308361.0,1861,4338087,1831,3989410,6417,8263568
308,2021-10-18,4283,4034009,3581.0,3684630,9212.0,253748.0,268.0,308629.0,4551,4342638,3849,3993259,17344,8280912
309,2021-10-19,4301,4038310,4031.0,3688661,9546.0,263294.0,223.0,308852.0,4524,4347162,4254,3997513,18101,8299013
310,2021-10-20,3526,4041836,3427.0,3692088,8989.0,272283.0,255.0,309107.0,3781,4350943,3682,4001195,16197,8315210
311,2021-10-21,3298,4045134,3270.0,3695358,9934.0,282217.0,291.0,309398.0,3589,4354532,3561,4004756,16793,8332003
312,2021-10-22,4681,4049815,4034.0,3699392,18776.0,300993.0,477.0,309875.0,5158,4359690,4511,4009267,27968,8359971
313,2021-10-23,2886,4052701,2115.0,3701507,11079.0,312072.0,321.0,310196.0,3207,4362897,2436,4011703,16401,8376372
314,2021-10-24,2057,4054758,1560.0,3703067,7178.0,319250.0,79.0,310275.0,2136,4365033,1639,4013342,10874,8387246
315,2021-10-25,4541,4059299,3082.0,3706149,23250.0,342500.0,319.0,310594.0,4860,4369893,3401,4016743,31192,8418438
316,2021-10-26,4506,4063805,3095.0,3709244,25464.0,367964.0,316.0,310910.0,4822,4374715,3411,4020154,33381,8451819
317,2021-10-27,4734,4068539,3345.0,3712589,25591.0,393555.0,437.0,311347.0,5171,4379886,3782,4023936,34107,8485926
318,2021-10-28,4559,4073098,3365.0,3715954,26436.0,419991.0,501.0,311848.0,5060,4384946,3866,4027802,34861,8520787
319,2021-10-29,4979,4078077,3921.0,3719875,26358.0,446349.0,394.0,312242.0,5373,4390319,4315,4032117,35652,8556439
320,2021-10-30,2632,4080709,1844.0,3721719,13681.0,460030.0,308.0,312550.0,2940,4393259,2152,4034269,18465,8574904
321,2021-10-31,1938,4082647,1522.0,3723241,7813.0,467843.0,93.0,312643.0,2031,4395290,1615,4035884,11366,8586270
322,2021-11-01,4709,4087356,3437.0,3726678,25666.0,493509.0,346.0,312989.0,5055,4400345,3783,4039667,34158,8620428
323,2021-11-02,4255,4091611,2956.0,3729634,25969.0,519478.0,408.0,313397.0,4663,4405008,3364,4043031,33588,8654016
324,2021-11-03,4665,4096276,3062.0,3732696,26015.0,545493.0,463.0,313860.0,5128,4410136,3525,4046556,34205,8688221
325,2021-11-04,6312,4102588,3368.0,3736064,27049.0,572542.0,513.0,314373.0,6825,4416961,3881,4050437,37242,8725463
326,2021-11-05,8238,4110826,3773.0,3739837,28054.0,600596.0,414.0,314787.0,8652,4425613,4187,4054624,40479,8765942
327,2021-11-06,10185,4121011,1979.0,3741816,12934.0,613530.0,308.0,315095.0,10493,4436106,2287,4056911,25406,8791348
328,2021-11-07,7732,4128743,1468.0,3743284,7341.0,620871.0,94.0,315189.0,7826,4443932,1562,4058473,16635,8807983
329,2021-11-08,11309,4140052,3050.0,3746334,19592.0,640463.0,379.0,315568.0,11688,4455620,3429,4061902,34330,8842313
330,2021-11-09,11763,4151815,2665.0,3748999,23106.0,663569.0,269.0,315837.0,12032,4467652,2934,4064836,37803,8880116
331,2021-11-10,12585,4164400,2762.0,3751761,23753.0,687322.0,338.0,316175.0,12923,4480575,3100,4067936,39438,8919554
332,2021-11-11,11373,4175773,2382.0,3754143,22094.0,709416.0,280.0,316455.0,11653,4492228,2662,4070598,36129,8955683
333,2021-11-12,12290,4188063,3360.0,3757503,26221.0,735637.0,548.0,317003.0,12838,4505066,3908,4074506,42419,8998102
334,2021-11-13,9886,4197949,1593.0,3759096,12381.0,748018.0,342.0,317345.0,10228,4515294,1935,4076441,24202,9022304
335,2021-11-14,3922,4201871,1131.0,3760227,7283.0,755301.0,121.0,317466.0,4043,4519337,1252,4077693,12457,9034761
336,2021-11-15,8622,4210493,2529.0,3762756,20862.0,776163.0,205.0,317671.0,8827,4528164,2734,4080427,32218,9066979
337,2021-11-16,9227,4219720,2502.0,3765258,23196.0,799359.0,255.0,317926.0,9482,4537646,2757,4083184,35180,9102159
338,2021-11-17,9399,4229119,2880.0,3768138,22796.0,822155.0,312.0,318238.0,9711,4547357,3192,4086376,35387,9137546
339,2021-11-18,9290,4238409,2637.0,3770775,22828.0,844983.0,482.0,318720.0,9772,4557129,3119,4089495,35237,9172783
340,2021-11-19,9795,4248204,2921.0,3773696,27795.0,872778.0,381.0,319101.0,10176,4567305,3302,4092797,40892,9213675
341,2021-11-20,10627,4258831,1608.0,3775304,14534.0,887312.0,455.0,319556.0,11082,4578387,2063,4094860,27224,9240899
342,2021-11-21,4343,4263174,1203.0,3776507,9933.0,897245.0,99.0,319655.0,4442,4582829,1302,4096162,15578,9256477
343,2021-11-22,9824,4272998,2489.0,3778996,24941.0,922186.0,293.0,319948.0,10117,4592946,2782,4098944,37547,9294024
344,2021-11-23,9206,4282204,2401.0,3781397,25155.0,947341.0,280.0,320228.0,9486,4602432,2681,4101625,37042,9331066
345,2021-11-24,8156,4290360,2447.0,3783844,20333.0,967674.0,216.0,320444.0,8372,4610804,2663,4104288,31152,9362218
346,2021-11-25,239,4290599,77.0,3783921,609.0,968283.0,10.0,320454.0,249,4611053,87,4104375,935,9363153
347,2021-11-26,5652,4296251,3959.0,3787880,15995.0,984278.0,153.0,320607.0,5805,4616858,4112,4108487,25759,9388912
348,2021-11-27,3783,4300034,5475.0,3793355,11251.0,995529.0,134.0,320741.0,3917,4620775,5609,4114096,20643,9409555
349,2021-11-28,2414,4302448,6392.0,3799747,7699.0,1003228.0,77.0,320818.0,2491,4623266,6469,4120565,16582,9426137
350,2021-11-29,6370,4308818,9285.0,3809032,19114.0,1022342.0,379.0,321197.0,6749,4630015,9664,4130229,35148,9461285
351,2021-11-30,6253,4315071,9314.0,3818346,23191.0,1045533.0,264.0,321461.0,6517,4636532,9578,4139807,39022,9500307
352,2021-12-01,7284,4322355,9711.0,3828057,25787.0,1071320.0,308.0,321769.0,7592,4644124,10019,4149826,43090,9543397
353,2021-12-02,6910,4329265,8791.0,3836848,27401.0,1098721.0,451.0,322220.0,7361,4651485,9242,4159068,43553,9586950
354,2021-12-03,7596,4336861,9256.0,3846104,30843.0,1129564.0,249.0,322469.0,7845,4659330,9505,4168573,47944,9634894
355,2021-12-04,5949,4342810,10040.0,3856144,17178.0,1146742.0,465.0,322934.0,6414,4665744,10505,4179078,33632,9668526
356,2021-12-05,3469,4346279,3287.0,3859431,9917.0,1156659.0,78.0,323012.0,3547,4669291,3365,4182443,16751,9685277
357,2021-12-06,6751,4353030,7110.0,3866541,24753.0,1181412.0,277.0,323289.0,7028,4676319,7387,4189830,38891,9724168
358,2021-12-07,6410,4359440,7027.0,3873568,25862.0,1207274.0,249.0,323538.0,6659,4682978,7276,4197106,39548,9763716
359,2021-12-08,6931,4366371,7423.0,3880991,25028.0,1232302.0,315.0,323853.0,7246,4690224,7738,4204844,39697,9803413
360,2021-12-09,6528,4372899,7036.0,3888027,25790.0,1258092.0,398.0,324251.0,6926,4697150,7434,4212278,39752,9843165
361,2021-12-10,7272,4380171,7334.0,3895361,27223.0,1285315.0,230.0,324481.0,7502,4704652,7564,4219842,42059,9885224
362,2021-12-11,4455,4384626,7668.0,3903029,14771.0,1300086.0,333.0,324814.0,4788,4709440,8001,4227843,27227,9912451
363,2021-12-12,4002,4388628,2782.0,3905811,8122.0,1308208.0,60.0,324874.0,4062,4713502,2842,4230685,14966,9927417
364,2021-12-13,5696,4394324,5763.0,3911574,22561.0,1330769.0,243.0,325117.0,5939,4719441,6006,4236691,34263,9961680
365,2021-12-14,6454,4400778,5933.0,3917507,24041.0,1354810.0,221.0,325338.0,6675,4726116,6154,4242845,36649,9998329
366,2021-12-15,7140,4407918,5686.0,3923193,22326.0,1377136.0,251.0,325589.0,7391,4733507,5937,4248782,35403,10033732
367,2021-12-16,7850,4415768,2817.0,3926010,25722.0,1402858.0,420.0,326009.0,8270,4741777,3237,4252019,36809,10070541
368,2021-12-17,7808,4423576,4155.0,3930165,26925.0,1429783.0,195.0,326204.0,8003,4749780,4350,4256369,39083,10109624
369,2021-12-18,5824,4429400,3187.0,3933352,15795.0,1445578.0,298.0,326502.0,6122,4755902,3485,4259854,25104,10134728
370,2021-12-19,3379,4432779,1344.0,3934696,9793.0,1455371.0,36.0,326538.0,3415,4759317,1380,4261234,14552,10149280
371,2021-12-20,8063,4440842,3754.0,3938450,27061.0,1482432.0,173.0,326711.0,8236,4767553,3927,4265161,39051,10188331
372,2021-12-21,8993,4449835,4162.0,3942612,27584.0,1510016.0,175.0,326886.0,9168,4776721,4337,4269498,40914,10229245
373,2021-12-22,8678,4458513,3867.0,3946479,27696.0,1537712.0,184.0,327070.0,8862,4785583,4051,4273549,40425,10269670
374,2021-12-23,8397,4466910,3559.0,3950038,23385.0,1561097.0,359.0,327429.0,8756,4794339,3918,4277467,35700,10305370
375,2021-12-24,1634,4468544,1006.0,3951044,4731.0,1565828.0,39.0,327468.0,1673,4796012,1045,4278512,7410,10312780
376,2021-12-25,50,4468594,36.0,3951080,293.0,1566121.0,1.0,327469.0,51,4796063,37,4278549,380,10313160
377,2021-12-26,2519,4471113,1747.0,3952827,7075.0,1573196.0,44.0,327513.0,2563,4798626,1791,4280340,11385,10324545
378,2021-12-27,7195,4478308,3995.0,3956822,20979.0,1594175.0,297.0,327810.0,7492,4806118,4292,4284632,32466,10357011
379,2021-12-28,7890,4486198,3845.0,3960667,23934.0,1618109.0,177.0,327987.0,8067,4814185,4022,4288654,35846,10392857
380,2021-12-29,8210,4494408,4023.0,3964690,22632.0,1640741.0,155.0,328142.0,8365,4822550,4178,4292832,35020,10427877
381,2021-12-30,7467,4501875,3781.0,3968471,21213.0,1661954.0,289.0,328431.0,7756,4830306,4070,4296902,32750,10460627
382,2021-12-31,2571,4504446,1525.0,3969996,7246.0,1669200.0,90.0,328521.0,2661,4832967,1615,4298517,11432,10472059
383,2022-01-01,737,4505183,345.0,3970341,1760.0,1670960.0,33.0,328554.0,770,4833737,378,4298895,2875,10474934
384,2022-01-02,2210,4507393,1646.0,3971987,5474.0,1676434.0,47.0,328601.0,2257,4835994,1693,4300588,9377,10484311
385,2022-01-03,3393,4510786,2067.0,3974054,10646.0,1687080.0,221.0,328822.0,3614,4839608,2288,4302876,16327,10500638
386,2022-01-04,5841,4516627,3471.0,3977525,15748.0,1702828.0,162.0,328984.0,6003,4845611,3633,4306509,25222,10525860
387,2022-01-05,6827,4523454,4690.0,3982215,17837.0,1720665.0,176.0,329160.0,7003,4852614,4866,4311375,29530,10555390
388,2022-01-06,6748,4530202,4807.0,3987022,21879.0,1742544.0,264.0,329424.0,7012,4859626,5071,4316446,33698,10589088
389,2022-01-07,5957,4536159,3753.0,3990775,19100.0,1761644.0,159.0,329583.0,6116,4865742,3912,4320358,28969,10618057
390,2022-01-08,4804,4540963,3910.0,3994685,13090.0,1774734.0,79.0,329662.0,4883,4870625,3989,4324347,21883,10639940
391,2022-01-09,2758,4543721,2016.0,3996701,7472.0,1782206.0,154.0,329816.0,2912,4873537,2170,4326517,12400,10652340
392,2022-01-10,6310,4550031,3838.0,4000539,18483.0,1800689.0,156.0,329972.0,6466,4880003,3994,4330511,28787,10681127
393,2022-01-11,6539,4556570,4242.0,4004781,17812.0,1818501.0,142.0,330114.0,6681,4886684,4384,4334895,28735,10709862
394,2022-01-12,6804,4563374,4451.0,4009232,18263.0,1836764.0,225.0,330339.0,7029,4893713,4676,4339571,29743,10739605
395,2022-01-13,6604,4569978,4376.0,4013608,17093.0,1853857.0,150.0,330489.0,6754,4900467,4526,4344097,28223,10767828
396,2022-01-14,7199,4577177,3274.0,4016882,21612.0,1875469.0,252.0,330741.0,7451,4907918,3526,4347623,32337,10800165
397,2022-01-15,4265,4581442,1685.0,4018567,11428.0,1886897.0,70.0,330811.0,4335,4912253,1755,4349378,17448,10817613
398,2022-01-16,2216,4583658,1318.0,4019885,6163.0,1893060.0,116.0,330927.0,2332,4914585,1434,4350812,9813,10827426
399,2022-01-17,3609,4587267,2365.0,4022250,10026.0,1903086.0,74.0,331001.0,3683,4918268,2439,4353251,16074,10843500
400,2022-01-18,5267,4592534,4175.0,4026425,13048.0,1916134.0,102.0,331103.0,5369,4923637,4277,4357528,22592,10866092
401,2022-01-19,5278,4597812,4462.0,4030887,13041.0,1929175.0,99.0,331202.0,5377,4929014,4561,4362089,22880,10888972
402,2022-01-20,4520,4602332,3598.0,4034485,11599.0,1940774.0,176.0,331378.0,4696,4933710,3774,4365863,19893,10908865
403,2022-01-21,5575,4607907,2921.0,4037406,14744.0,1955518.0,126.0,331504.0,5701,4939411,3047,4368910,23366,10932231
404,2022-01-22,3448,4611355,1722.0,4039128,8834.0,1964352.0,134.0,331638.0,3582,4942993,1856,4370766,14138,10946369
405,2022-01-23,2033,4613388,1489.0,4040617,5700.0,1970052.0,30.0,331668.0,2063,4945056,1519,4372285,9252,10955621
406,2022-01-24,4117,4617505,2768.0,4043385,11211.0,1981263.0,88.0,331756.0,4205,4949261,2856,4375141,18184,10973805
407,2022-01-25,3791,4621296,3302.0,4046687,9141.0,1990404.0,93.0,331849.0,3884,4953145,3395,4378536,16327,10990132
408,2022-01-26,3841,4625137,3668.0,4050355,8946.0,1999350.0,93.0,331942.0,3934,4957079,3761,4382297,16548,11006680
409,2022-01-27,3753,4628890,3855.0,4054210,10172.0,2009522.0,186.0,332128.0,3939,4961018,4041,4386338,17966,11024646
410,2022-01-28,3816,4632706,3211.0,4057421,11074.0,2020596.0,75.0,332203.0,3891,4964909,3286,4389624,18176,11042822
411,2022-01-29,2264,4634970,2263.0,4059684,5841.0,2026437.0,117.0,332320.0,2381,4967290,2380,4392004,10485,11053307
412,2022-01-30,1507,4636477,1600.0,4061284,3737.0,2030174.0,16.0,332336.0,1523,4968813,1616,4393620,6860,11060167
413,2022-01-31,2966,4639443,3133.0,4064417,7553.0,2037727.0,58.0,332394.0,3024,4971837,3191,4396811,13710,11073877
414,2022-02-01,2615,4642058,3348.0,4067765,6657.0,2044384.0,75.0,332469.0,2690,4974527,3423,4400234,12695,11086572
415,2022-02-02,2766,4644824,3614.0,4071379,6414.0,2050798.0,71.0,332540.0,2837,4977364,3685,4403919,12865,11099437
416,2022-02-03,2681,4647505,3551.0,4074930,6511.0,2057309.0,42.0,332582.0,2723,4980087,3593,4407512,12785,11112222
417,2022-02-04,2580,4650085,4046.0,4078976,7170.0,2064479.0,115.0,332697.0,2695,4982782,4161,4411673,13911,11126133
418,2022-02-05,1803,4651888,2468.0,4081444,4815.0,2069294.0,110.0,332807.0,1913,4984695,2578,4414251,9196,11135329
419,2022-02-06,298,4652186,381.0,4081825,735.0,2070029.0,5.0,332812.0,303,4984998,386,4414637,1419,11136748
