,VACCINATION_DATE,5-11 percent,12-17 percent,18-49 percent,50-64 percent,65 and Older percent,5-11 total,12-17 total,18-49 total,50-64 total,65 and Older total
60,2021-02-12 15:00:00,,0.155,9.682,12.225,30.363,,702.0,244319,150145,291301
61,2021-02-13 15:00:00,,0.159,9.795,12.392,31.049,,720.0,247156,152206,297881
62,2021-02-14 15:00:00,,0.164,9.879,12.505,31.424,,739.0,249285,153591,301477
63,2021-02-15 15:00:00,,0.166,9.992,12.657,32.16,,751.0,252137,155451,308543
64,2021-02-16 15:00:00,,0.172,10.164,12.923,33.103,,777.0,256483,158721,317587
65,2021-02-17 15:00:00,,0.173,10.414,13.27,34.161,,783.0,262786,162981,327736
66,2021-02-18 15:00:00,,0.174,10.454,13.328,34.316,,788.0,263798,163697,329227
67,2021-02-19 15:00:00,,0.177,10.565,13.481,34.905,,800.0,266594,165575,334876
68,2021-02-20 15:00:00,,0.183,10.677,13.639,35.483,,825.0,269426,167513,340419
69,2021-02-21 15:00:00,,0.186,10.733,13.721,35.875,,840.0,270836,168525,344187
70,2021-02-22 15:00:00,,0.189,10.815,13.84,36.347,,853.0,272904,169985,348716
71,2021-02-23 15:00:00,,0.197,10.98,14.081,37.223,,890.0,277068,172941,357118
72,2021-02-24 15:00:00,,0.204,11.175,14.392,38.188,,923.0,281997,176765,366375
73,2021-02-25 15:00:00,,0.212,11.372,14.692,39.412,,959.0,286968,180453,378118
74,2021-02-26 15:00:00,,0.219,11.636,15.066,41.023,,989.0,293617,185043,393572
75,2021-02-27 15:00:00,,0.23,11.82,15.342,41.853,,1040.0,298254,188430,401536
76,2021-02-28 15:00:00,,0.238,11.988,15.611,42.679,,1074.0,302511,191733,409465
77,2021-03-01 15:00:00,,0.253,12.309,16.137,44.026,,1142.0,310611,198200,422382
78,2021-03-02 15:00:00,,0.261,12.563,16.55,45.343,,1178.0,317014,203267,435018
79,2021-03-03 15:00:00,,0.271,12.918,17.1,46.881,,1224.0,325973,210029,449779
80,2021-03-04 15:00:00,,0.278,13.311,17.72,48.712,,1256.0,335897,217640,467343
81,2021-03-05 15:00:00,,0.287,13.663,18.316,50.68,,1299.0,344762,224961,486223
82,2021-03-06 15:00:00,,0.306,13.968,18.809,51.848,,1385.0,352468,231020,497427
83,2021-03-07 15:00:00,,0.316,14.217,19.178,52.676,,1429.0,358742,235541,505376
84,2021-03-08 15:00:00,,0.335,14.599,19.814,54.417,,1513.0,368391,243354,522073
85,2021-03-09 15:00:00,,0.356,15.004,20.476,56.096,,1610.0,378608,251483,538178
86,2021-03-10 15:00:00,,0.381,15.47,21.257,57.807,,1721.0,390369,261078,554595
87,2021-03-11 15:00:00,,0.416,15.987,22.117,59.504,,1881.0,403415,271643,570876
88,2021-03-12 15:00:00,,0.447,16.495,22.97,61.219,,2021.0,416238,282120,587330
89,2021-03-13 15:00:00,,0.484,16.86,23.563,62.021,,2186.0,425443,289406,595023
90,2021-03-14 15:00:00,,0.518,17.174,24.035,62.541,,2342.0,433370,295204,600016
91,2021-03-15 15:00:00,,0.556,17.669,24.79,63.446,,2512.0,445853,304468,608695
92,2021-03-16 15:00:00,,0.603,18.179,25.61,64.609,,2726.0,458721,314539,619860
93,2021-03-17 15:00:00,,0.661,18.74,26.521,65.992,,2985.0,472885,325732,633122
94,2021-03-18 15:00:00,,0.713,19.423,27.601,67.266,,3220.0,490108,338993,645344
95,2021-03-19 15:00:00,,0.759,20.028,28.629,68.456,,3429.0,505379,351625,656761
96,2021-03-20 15:00:00,,0.816,20.477,29.342,68.993,,3687.0,516712,360383,661912
97,2021-03-21 15:00:00,,0.866,20.837,29.913,69.332,,3914.0,525788,367400,665173
98,2021-03-22 15:00:00,,0.926,21.4,30.921,70.027,,4184.0,539996,379773,671841
99,2021-03-23 15:00:00,,0.994,22.037,32.192,70.862,,4493.0,556082,395387,679848
100,2021-03-24 15:00:00,,1.066,22.729,33.583,71.66,,4817.0,573546,412465,687500
101,2021-03-25 15:00:00,,1.143,23.505,35.101,72.374,,5166.0,593132,431120,694355
102,2021-03-26 15:00:00,,1.201,24.169,36.447,72.939,,5426.0,609882,447647,699771
103,2021-03-27 15:00:00,,1.256,24.672,37.435,73.349,,5677.0,622569,459784,703711
104,2021-03-28 15:00:00,,1.301,24.993,38.148,73.516,,5881.0,630663,468535,705311
105,2021-03-29 15:00:00,,1.374,25.526,39.261,73.875,,6208.0,644112,482208,708749
106,2021-03-30 15:00:00,,1.49,26.273,40.744,74.337,,6732.0,662976,500417,713183
107,2021-03-31 15:00:00,,1.644,27.141,42.254,74.929,,7427.0,684865,518974,718869
108,2021-04-01 15:00:00,,1.779,28.025,43.93,75.454,,8040.0,707190,539548,723903
109,2021-04-02 15:00:00,,1.943,28.805,45.253,75.928,,8781.0,726871,555807,728449
110,2021-04-03 15:00:00,,2.076,29.37,45.977,76.129,,9382.0,741106,564691,730375
111,2021-04-04 15:00:00,,2.125,29.579,46.231,76.198,,9604.0,746396,567809,731044
112,2021-04-05 15:00:00,,2.312,30.324,47.195,76.533,,10450.0,765199,579653,734255
113,2021-04-06 15:00:00,,2.569,31.409,48.595,77.02,,11608.0,792581,596851,738927
114,2021-04-07 15:00:00,,2.835,32.474,49.942,77.501,,12811.0,819448,613388,743540
115,2021-04-08 15:00:00,,3.105,33.692,51.483,78.065,,14032.0,850187,632316,748948
116,2021-04-09 15:00:00,,3.345,34.784,52.766,78.52,,15114.0,877744,648079,753316
117,2021-04-10 15:00:00,,3.658,35.488,53.585,78.741,,16530.0,895511,658135,755440
118,2021-04-11 15:00:00,,3.893,36.179,54.226,78.886,,17594.0,912924,666016,756830
119,2021-04-12 15:00:00,,4.109,37.015,55.101,79.174,,18567.0,934030,676757,759592
120,2021-04-13 15:00:00,,4.512,38.019,56.136,79.431,,20390.0,959359,689463,762058
121,2021-04-14 15:00:00,,5.045,38.989,57.038,79.699,,22800.0,983846,700552,764630
122,2021-04-15 15:00:00,,5.394,40.002,57.969,79.956,,24377.0,1009411,711980,767097
123,2021-04-16 15:00:00,,5.829,40.872,58.791,80.22,,26339.0,1031357,722080,769629
124,2021-04-17 15:00:00,,6.392,41.65,59.452,80.376,,28884.0,1050992,730191,771126
125,2021-04-18 15:00:00,,6.854,42.132,59.853,80.473,,30972.0,1063159,735125,772050
126,2021-04-19 15:00:00,,7.15,42.825,60.5,80.668,,32311.0,1080632,743069,773927
127,2021-04-20 15:00:00,,7.49,43.534,61.166,80.898,,33846.0,1098519,751254,776132
128,2021-04-21 15:00:00,,8.152,44.481,61.963,81.148,,36840.0,1122425,761040,778527
129,2021-04-22 15:00:00,,8.546,45.331,62.728,81.393,,38618.0,1143867,770434,780882
130,2021-04-23 15:00:00,,8.978,46.106,63.445,81.625,,40569.0,1163424,779235,783108
131,2021-04-24 15:00:00,,9.459,46.749,63.984,81.787,,42744.0,1179664,785856,784666
132,2021-04-25 15:00:00,,9.859,47.216,64.363,81.896,,44553.0,1191443,790513,785711
133,2021-04-26 15:00:00,,10.18,47.849,64.913,82.103,,46003.0,1207407,797274,787692
134,2021-04-27 15:00:00,,10.515,48.501,65.518,82.358,,47516.0,1223858,804705,790139
135,2021-04-28 15:00:00,,11.128,49.202,66.129,82.618,,50288.0,1241545,812205,792634
136,2021-04-29 15:00:00,,11.492,49.862,66.758,82.866,,51931.0,1258211,819925,795012
137,2021-04-30 15:00:00,,11.862,50.577,67.394,83.115,,53605.0,1276248,827744,797406
138,2021-05-01 15:00:00,,12.214,51.067,67.804,83.263,,55193.0,1288626,832780,798820
139,2021-05-02 15:00:00,,12.373,51.317,67.999,83.33,,55911.0,1294927,835166,799465
140,2021-05-03 15:00:00,,12.543,51.653,68.304,83.469,,56680.0,1303406,838915,800794
141,2021-05-04 15:00:00,,12.769,51.999,68.636,83.633,,57702.0,1312143,842991,802367
142,2021-05-05 15:00:00,,13.2,52.468,69.072,83.822,,59649.0,1323975,848351,804184
143,2021-05-06 15:00:00,,13.399,52.896,69.467,84.017,,60548.0,1334767,853204,806052
144,2021-05-07 15:00:00,,13.608,53.37,69.85,84.19,,61495.0,1346742,857912,807715
145,2021-05-08 15:00:00,,13.797,53.66,70.08,84.276,,62350.0,1354049,860725,808539
146,2021-05-09 15:00:00,,13.905,53.806,70.18,84.315,,62838.0,1357733,861960,808912
147,2021-05-10 15:00:00,,14.018,54.043,70.392,84.412,,63345.0,1363705,864558,809846
148,2021-05-11 15:00:00,,14.198,54.374,70.652,84.543,,64158.0,1372073,867755,811106
149,2021-05-12 15:00:00,,14.627,54.727,70.936,84.682,,66097.0,1380985,871242,812439
150,2021-05-13 15:00:00,,17.052,55.04,71.19,84.814,,77055.0,1388863,874367,813698
151,2021-05-14 15:00:00,,19.401,55.438,71.508,84.958,,87672.0,1398905,878275,815082
152,2021-05-15 15:00:00,,22.027,55.738,71.724,85.043,,99537.0,1406479,880926,815901
153,2021-05-16 15:00:00,,22.988,55.899,71.84,85.087,,103880.0,1410537,882343,816321
154,2021-05-17 15:00:00,,24.545,56.187,72.074,85.201,,110916.0,1417824,885224,817411
155,2021-05-18 15:00:00,,26.464,56.568,72.359,85.342,,119589.0,1427416,888722,818766
156,2021-05-19 15:00:00,,29.545,56.99,72.651,85.474,,133510.0,1438082,892313,820030
157,2021-05-20 15:00:00,,31.06,57.394,72.938,85.623,,140357.0,1448278,895828,821460
158,2021-05-21 15:00:00,,32.548,57.767,73.221,85.75,,147084.0,1457679,899315,822685
159,2021-05-22 15:00:00,,34.033,58.067,73.419,85.822,,153792.0,1465247,901745,823372
160,2021-05-23 15:00:00,,34.786,58.252,73.529,85.86,,157197.0,1469912,903092,823736
161,2021-05-24 15:00:00,,35.678,58.531,73.735,85.958,,161227.0,1476966,905622,824682
162,2021-05-25 15:00:00,,36.42,58.824,73.951,86.07,,164578.0,1484349,908271,825755
163,2021-05-26 15:00:00,,38.321,59.135,74.166,86.168,,173169.0,1492199,910911,826697
164,2021-05-27 15:00:00,,38.885,59.395,74.356,86.272,,175721.0,1498777,913250,827688
165,2021-05-28 15:00:00,,39.543,59.677,74.556,86.369,,178693.0,1505868,915707,828625
166,2021-05-29 15:00:00,,40.202,59.884,74.684,86.415,,181671.0,1511104,917275,829063
167,2021-05-30 15:00:00,,40.516,60.007,74.75,86.441,,183089.0,1514199,918089,829316
168,2021-05-31 15:00:00,,40.579,60.048,74.781,86.458,,183372.0,1515248,918467,829475
169,2021-06-01 15:00:00,,41.027,60.287,74.946,86.558,,185397.0,1521282,920495,830432
170,2021-06-02 15:00:00,,41.782,60.498,75.093,86.64,,188812.0,1526596,922297,831218
171,2021-06-03 15:00:00,,42.161,60.687,75.235,86.722,,190523.0,1531377,924046,832003
172,2021-06-04 15:00:00,,42.559,60.884,75.385,86.803,,192320.0,1536332,925892,832784
173,2021-06-05 15:00:00,,43.045,61.037,75.489,86.848,,194519.0,1540198,927159,833219
174,2021-06-06 15:00:00,,43.287,61.117,75.536,86.868,,195613.0,1542225,927738,833412
175,2021-06-07 15:00:00,,43.667,61.276,75.642,86.928,,197327.0,1546237,929049,833988
176,2021-06-08 15:00:00,,44.028,61.431,75.755,86.993,,198962.0,1550143,930430,834605
177,2021-06-09 15:00:00,,44.624,61.608,75.872,87.062,,201653.0,1554604,931873,835266
178,2021-06-10 15:00:00,,45.011,61.773,75.997,87.129,,203403.0,1558779,933399,835914
179,2021-06-11 15:00:00,,45.458,61.949,76.127,87.191,,205422.0,1563223,934995,836508
180,2021-06-12 15:00:00,,45.788,62.073,76.205,87.222,,206915.0,1566341,935958,836808
181,2021-06-13 15:00:00,,45.878,62.131,76.235,87.237,,207322.0,1567799,936332,836949
182,2021-06-14 15:00:00,,46.204,62.265,76.322,87.287,,208795.0,1571175,937397,837432
183,2021-06-15 15:00:00,,46.511,62.401,76.42,87.342,,210182.0,1574622,938600,837958
184,2021-06-16 15:00:00,,46.982,62.546,76.515,87.398,,212310.0,1578275,939769,838490
185,2021-06-17 15:00:00,,47.358,62.697,76.622,87.458,,214008.0,1582078,941084,839073
186,2021-06-18 15:00:00,,47.708,62.847,76.735,87.516,,215589.0,1585865,942473,839624
187,2021-06-19 15:00:00,,47.966,62.958,76.805,87.546,,216754.0,1588683,943330,839910
188,2021-06-20 15:00:00,,48.099,63.022,76.838,87.558,,217357.0,1590300,943729,840031
189,2021-06-21 15:00:00,,48.421,63.15,76.922,87.607,,218811.0,1593523,944767,840502
190,2021-06-22 15:00:00,,48.71,63.28,77.01,87.655,,220119.0,1596803,945849,840957
191,2021-06-23 15:00:00,,49.092,63.413,77.106,87.708,,221846.0,1600149,947027,841463
192,2021-06-24 15:00:00,,49.392,63.543,77.195,87.762,,223200.0,1603428,948118,841983
193,2021-06-25 15:00:00,,49.686,63.677,77.291,87.811,,224530.0,1606815,949297,842451
194,2021-06-26 15:00:00,,49.878,63.768,77.348,87.837,,225397.0,1609121,949999,842700
195,2021-06-27 15:00:00,,50.021,63.835,77.383,87.85,,226041.0,1610794,950427,842828
196,2021-06-28 15:00:00,,50.29,63.951,77.453,87.887,,227258.0,1613720,951289,843189
197,2021-06-29 15:00:00,,50.548,64.073,77.529,87.932,,228425.0,1616808,952224,843614
198,2021-06-30 15:00:00,,50.877,64.205,77.614,87.978,,229910.0,1620137,953267,844055
199,2021-07-01 15:00:00,,51.15,64.326,77.689,88.023,,231145.0,1623183,954180,844490
200,2021-07-02 15:00:00,,51.399,64.446,77.775,88.065,,232267.0,1626213,955238,844895
201,2021-07-03 15:00:00,,51.547,64.523,77.823,88.088,,232940.0,1628169,955830,845109
202,2021-07-04 15:00:00,,51.566,64.534,77.83,88.091,,233023.0,1628447,955919,845142
203,2021-07-05 15:00:00,,51.764,64.625,77.881,88.115,,233920.0,1630746,956547,845368
204,2021-07-06 15:00:00,,51.98,64.731,77.951,88.157,,234896.0,1633412,957406,845777
205,2021-07-07 15:00:00,,52.21,64.839,78.02,88.193,,235934.0,1636136,958246,846121
206,2021-07-08 15:00:00,,52.445,64.955,78.095,88.232,,236995.0,1639059,959177,846491
207,2021-07-09 15:00:00,,52.692,65.081,78.181,88.277,,238113.0,1642238,960227,846927
208,2021-07-10 15:00:00,,52.873,65.162,78.232,88.298,,238932.0,1644288,960855,847124
209,2021-07-11 15:00:00,,53.018,65.226,78.265,88.308,,239583.0,1645894,961258,847225
210,2021-07-12 15:00:00,,53.248,65.328,78.332,88.345,,240625.0,1648486,962079,847579
211,2021-07-13 15:00:00,,53.505,65.434,78.396,88.385,,241785.0,1651156,962875,847959
212,2021-07-14 15:00:00,,53.772,65.538,78.462,88.422,,242992.0,1653773,963674,848319
213,2021-07-15 15:00:00,,54.056,65.644,78.531,88.464,,244277.0,1656439,964525,848717
214,2021-07-16 15:00:00,,54.328,65.763,78.61,88.507,,245505.0,1659465,965499,849131
215,2021-07-17 15:00:00,,54.501,65.844,78.661,88.526,,246288.0,1661504,966125,849318
216,2021-07-18 15:00:00,,54.607,65.896,78.692,88.538,,246764.0,1662800,966499,849427
217,2021-07-19 15:00:00,,54.873,66.011,78.771,88.582,,247970.0,1665718,967469,849848
218,2021-07-20 15:00:00,,55.157,66.129,78.853,88.628,,249250.0,1668684,968482,850292
219,2021-07-21 15:00:00,,55.476,66.254,78.937,88.674,,250693.0,1671845,969511,850735
220,2021-07-22 15:00:00,,55.813,66.381,79.034,88.731,,252217.0,1675047,970709,851286
221,2021-07-23 15:00:00,,56.155,66.533,79.151,88.787,,253762.0,1678880,972142,851821
222,2021-07-24 15:00:00,,56.365,66.633,79.215,88.817,,254710.0,1681404,972933,852109
223,2021-07-25 15:00:00,,56.537,66.71,79.259,88.834,,255486.0,1683359,973472,852268
224,2021-07-26 15:00:00,,56.864,66.852,79.351,88.883,,256966.0,1686923,974596,852741
225,2021-07-27 15:00:00,,57.195,67.004,79.451,88.936,,258461.0,1690766,975829,853247
226,2021-07-28 15:00:00,,57.57,67.162,79.557,88.994,,260155.0,1694764,977130,853804
227,2021-07-29 15:00:00,,57.934,67.322,79.661,89.049,,261800.0,1698794,978410,854329
228,2021-07-30 15:00:00,,58.343,67.498,79.786,89.102,,263649.0,1703241,979947,854841
229,2021-07-31 15:00:00,,58.567,67.611,79.858,89.13,,264663.0,1706084,980829,855110
230,2021-08-01 15:00:00,,58.756,67.708,79.908,89.149,,265517.0,1708537,981442,855289
231,2021-08-02 15:00:00,,59.11,67.874,80.016,89.201,,267115.0,1712734,982769,855794
232,2021-08-03 15:00:00,,59.493,68.04,80.128,89.256,,268847.0,1716907,984139,856318
233,2021-08-04 15:00:00,,59.873,68.21,80.245,89.311,,270562.0,1721206,985581,856850
234,2021-08-05 15:00:00,,60.282,68.394,80.361,89.37,,272412.0,1725844,987007,857411
235,2021-08-06 15:00:00,,60.674,68.587,80.489,89.43,,274180.0,1730726,988573,857989
236,2021-08-07 15:00:00,,60.925,68.718,80.562,89.456,,275317.0,1734018,989471,858236
237,2021-08-08 15:00:00,,61.118,68.814,80.61,89.473,,276190.0,1736449,990062,858396
238,2021-08-09 15:00:00,,61.485,68.975,80.707,89.517,,277848.0,1740504,991255,858821
239,2021-08-10 15:00:00,,61.857,69.14,80.807,89.564,,279530.0,1744661,992480,859272
240,2021-08-11 15:00:00,,62.236,69.303,80.905,89.617,,281240.0,1748779,993685,859786
241,2021-08-12 15:00:00,,62.589,69.457,81.003,89.667,,282838.0,1752680,994887,860262
242,2021-08-13 15:00:00,,62.971,69.623,81.105,89.712,,284564.0,1756846,996145,860693
243,2021-08-14 15:00:00,,63.239,69.736,81.174,89.739,,285773.0,1759705,996994,860954
244,2021-08-15 15:00:00,,63.406,69.816,81.216,89.761,,286530.0,1761734,997500,861159
245,2021-08-16 15:00:00,,63.689,69.942,81.292,89.804,,287809.0,1764914,998443,861574
246,2021-08-17 15:00:00,,64.089,70.092,81.384,89.858,,289615.0,1768681,999562,862098
247,2021-08-18 15:00:00,,64.416,70.24,81.471,89.914,,291090.0,1772438,1000633,862634
248,2021-08-19 15:00:00,,64.745,70.381,81.56,89.966,,292581.0,1775988,1001729,863134
249,2021-08-20 15:00:00,,65.078,70.539,81.661,90.019,,294085.0,1779976,1002971,863635
250,2021-08-21 15:00:00,,65.334,70.633,81.717,90.051,,295242.0,1782334,1003656,863944
251,2021-08-22 15:00:00,,65.495,70.705,81.753,90.068,,295970.0,1784163,1004102,864109
252,2021-08-23 15:00:00,,65.814,70.837,81.837,90.119,,297411.0,1787498,1005126,864602
253,2021-08-24 15:00:00,,66.15,70.99,81.926,90.174,,298930.0,1791340,1006224,865128
254,2021-08-25 15:00:00,,66.519,71.143,82.018,90.227,,300596.0,1795213,1007360,865637
255,2021-08-26 15:00:00,,66.87,71.306,82.112,90.285,,302181.0,1799322,1008509,866193
256,2021-08-27 15:00:00,,67.226,71.462,82.201,90.336,,303790.0,1803263,1009608,866683
257,2021-08-28 15:00:00,,67.486,71.573,82.264,90.363,,304967.0,1806064,1010375,866940
258,2021-08-29 15:00:00,,67.656,71.655,82.302,90.385,,305734.0,1808124,1010846,867154
259,2021-08-30 15:00:00,,67.896,71.8,82.382,90.439,,306818.0,1811780,1011829,867664
260,2021-08-31 15:00:00,,68.121,71.946,82.462,90.495,,307836.0,1815473,1012812,868201
261,2021-09-01 15:00:00,,68.33,72.085,82.547,90.538,,308777.0,1818990,1013852,868621
262,2021-09-02 15:00:00,,68.543,72.218,82.624,90.58,,309743.0,1822347,1014802,869018
263,2021-09-03 15:00:00,,68.822,72.351,82.706,90.626,,311003.0,1825701,1015799,869461
264,2021-09-04 15:00:00,,69.038,72.43,82.747,90.644,,311980.0,1827693,1016312,869637
265,2021-09-05 15:00:00,,69.193,72.502,82.779,90.662,,312680.0,1829497,1016701,869809
266,2021-09-06 15:00:00,,69.25,72.526,82.793,90.67,,312937.0,1830119,1016879,869888
267,2021-09-07 15:00:00,,69.49,72.646,82.859,90.714,,314021.0,1833130,1017689,870303
268,2021-09-08 15:00:00,,69.65,72.77,82.924,90.754,,314742.0,1836262,1018482,870687
269,2021-09-09 15:00:00,,69.8,72.9,82.997,90.805,,315423.0,1839538,1019377,871175
270,2021-09-10 15:00:00,,69.996,73.046,83.084,90.853,,316306.0,1843226,1020450,871644
271,2021-09-11 15:00:00,,70.196,73.136,83.136,90.873,,317213.0,1845504,1021088,871835
272,2021-09-12 15:00:00,,70.312,73.205,83.17,90.89,,317737.0,1847252,1021507,871994
273,2021-09-13 15:00:00,,70.439,73.328,83.243,90.932,,318308.0,1850349,1022397,872398
274,2021-09-14 15:00:00,,70.577,73.451,83.309,90.975,,318933.0,1853439,1023215,872809
275,2021-09-15 15:00:00,,70.763,73.571,83.375,91.016,,319775.0,1856486,1024019,873202
276,2021-09-16 15:00:00,,70.956,73.681,83.437,91.057,,320644.0,1859243,1024781,873595
277,2021-09-17 15:00:00,,71.134,73.807,83.505,91.099,,321452.0,1862447,1025621,873999
278,2021-09-18 15:00:00,,71.286,73.892,83.549,91.121,,322139.0,1864592,1026159,874214
279,2021-09-19 15:00:00,,71.382,73.951,83.576,91.138,,322569.0,1866058,1026495,874372
280,2021-09-20 15:00:00,,71.492,74.046,83.634,91.178,,323069.0,1868457,1027201,874756
281,2021-09-21 15:00:00,,71.612,74.153,83.687,91.215,,323612.0,1871173,1027856,875111
282,2021-09-22 15:00:00,,71.735,74.253,83.746,91.256,,324165.0,1873692,1028576,875511
283,2021-09-23 15:00:00,,71.856,74.349,83.804,91.299,,324714.0,1876120,1029288,875919
284,2021-09-24 15:00:00,,72.026,74.461,83.867,91.366,,325481.0,1878946,1030065,876566
285,2021-09-25 15:00:00,,72.143,74.528,83.912,91.423,,326012.0,1880626,1030620,877111
286,2021-09-26 15:00:00,,72.216,74.576,83.939,91.454,,326342.0,1881847,1030948,877407
287,2021-09-27 15:00:00,,72.348,74.674,84.0,91.552,,326936.0,1884305,1031699,878345
288,2021-09-28 15:00:00,,72.46,74.773,84.06,91.645,,327442.0,1886799,1032433,879238
289,2021-09-29 15:00:00,,72.558,74.878,84.121,91.735,,327883.0,1889450,1033180,880098
290,2021-09-30 15:00:00,,72.666,74.985,84.185,91.821,,328375.0,1892172,1033974,880927
291,2021-10-01 15:00:00,,72.82,75.107,84.261,91.915,,329068.0,1895247,1034907,881829
292,2021-10-02 15:00:00,,72.921,75.173,84.303,91.956,,329527.0,1896906,1035418,882223
