,VACCINATION_DATE,FirstDailyDose,FirstDoseCumulative,SecondDailyDose,SecondDoseCumulative,AdditionalDailyDose,AdditionalDoseCumulative,SingleDailyDose,SingleDoseCumulative,AtleastOneVaccine,AtleastOneVaccineCumulative,CompletedVax,CompletedVaxCumulative,FirstSecondSingleVaccinations,FirstSecondSingleVaccinationsCumulative
47,2021-01-30 15:00:00,17819,500393,2603.0,104931,4.0,53,,,17819,500393,2603,104931,20426,605312
48,2021-01-31 15:00:00,3774,504167,1388.0,106319,4.0,57,,,3774,504167,1388,106319,5166,610478
49,2021-02-01 15:00:00,8297,512464,5515.0,111834,59.0,116,,,8297,512464,5515,111834,13871,624349
50,2021-02-02 15:00:00,12558,525022,13871.0,125705,6.0,122,,,12558,525022,13871,125705,26435,650784
51,2021-02-03 15:00:00,18315,543337,18196.0,143901,2.0,124,,,18315,543337,18196,143901,36513,687297
52,2021-02-04 15:00:00,22181,565518,15868.0,159769,3.0,127,,,22181,565518,15868,159769,38052,725349
53,2021-02-05 15:00:00,20460,585978,17495.0,177264,6.0,133,,,20460,585978,17495,177264,37961,763310
54,2021-02-06 15:00:00,11432,597410,14575.0,191839,7.0,140,,,11432,597410,14575,191839,26014,789324
55,2021-02-07 15:00:00,6033,603443,1987.0,193826,2.0,142,,,6033,603443,1987,193826,8022,797346
56,2021-02-08 15:00:00,13046,616489,13013.0,206839,12.0,154,,,13046,616489,13013,206839,26071,823417
57,2021-02-09 15:00:00,16705,633194,13925.0,220764,,154,,,16705,633194,13925,220764,30630,854047
58,2021-02-10 15:00:00,19381,652575,21370.0,242134,5.0,159,,,19381,652575,21370,242134,40756,894803
59,2021-02-11 15:00:00,22970,675545,17434.0,259568,8.0,167,,,22970,675545,17434,259568,40412,935215
60,2021-02-12 15:00:00,20475,696020,19711.0,279279,10.0,177,,,20475,696020,19711,279279,40196,975411
61,2021-02-13 15:00:00,11496,707516,6443.0,285722,1.0,178,,,11496,707516,6443,285722,17940,993351
62,2021-02-14 15:00:00,7129,714645,2168.0,287890,3.0,181,,,7129,714645,2168,287890,9300,1002651
63,2021-02-15 15:00:00,11790,726435,13374.0,301264,16.0,197,,,11790,726435,13374,301264,25180,1027831
64,2021-02-16 15:00:00,16686,743121,21088.0,322352,9.0,206,,,16686,743121,21088,322352,37783,1065614
65,2021-02-17 15:00:00,20718,763839,26415.0,348767,8.0,214,,,20718,763839,26415,348767,47141,1112755
66,2021-02-18 15:00:00,3224,767063,4633.0,353400,5.0,219,,,3224,767063,4633,353400,7862,1120617
67,2021-02-19 15:00:00,10335,777398,19970.0,373370,8.0,227,,,10335,777398,19970,373370,30313,1150930
68,2021-02-20 15:00:00,10338,787736,20339.0,393709,4.0,231,,,10338,787736,20339,393709,30681,1181611
69,2021-02-21 15:00:00,6205,793941,7682.0,401391,8.0,239,,,6205,793941,7682,401391,13895,1195506
70,2021-02-22 15:00:00,8070,802011,15518.0,416909,14.0,253,,,8070,802011,15518,416909,23602,1219108
71,2021-02-23 15:00:00,15559,817570,16019.0,432928,6.0,259,,,15559,817570,16019,432928,31584,1250692
72,2021-02-24 15:00:00,18043,835613,24924.0,457852,8.0,267,,,18043,835613,24924,457852,42975,1293667
73,2021-02-25 15:00:00,20436,856049,26618.0,484470,8.0,275,,,20436,856049,26618,484470,47062,1340729
74,2021-02-26 15:00:00,26723,882772,26313.0,510783,14.0,289,,,26723,882772,26313,510783,53050,1393779
75,2021-02-27 15:00:00,16039,898811,11206.0,521989,8.0,297,,,16039,898811,11206,521989,27253,1421032
76,2021-02-28 15:00:00,15523,914334,4928.0,526917,22.0,319,,,15523,914334,4928,526917,20473,1441505
77,2021-03-01 15:00:00,27552,941886,12776.0,539693,61.0,380,,,27552,941886,12776,539693,40389,1481894
78,2021-03-02 15:00:00,24102,965988,13338.0,553031,9.0,389,38.0,38.0,24140,966026,13376,553069,37487,1519381
79,2021-03-03 15:00:00,30330,996318,18467.0,571498,11.0,400,198.0,236.0,30528,996554,18665,571734,49006,1568387
80,2021-03-04 15:00:00,31064,1027382,18301.0,589799,5.0,405,4067.0,4303.0,35131,1031685,22368,594102,53437,1621824
81,2021-03-05 15:00:00,30188,1057570,19815.0,609614,7.0,412,4921.0,9224.0,35109,1066794,24736,618838,54931,1676755
82,2021-03-06 15:00:00,19043,1076613,9560.0,619174,2.0,414,6012.0,15236.0,25055,1091849,15572,634410,34617,1711372
83,2021-03-07 15:00:00,12179,1088792,4935.0,624109,1.0,415,6609.0,21845.0,18788,1110637,11544,645954,23724,1735096
84,2021-03-08 15:00:00,25968,1114760,8890.0,632999,12.0,427,8275.0,30120.0,34243,1144880,17165,663119,43145,1778241
85,2021-03-09 15:00:00,26199,1140959,15542.0,648541,2.0,429,8349.0,38469.0,34548,1179428,23891,687010,50092,1828333
86,2021-03-10 15:00:00,29945,1170904,16127.0,664668,12.0,441,7937.0,46406.0,37882,1217310,24064,711074,54021,1882354
87,2021-03-11 15:00:00,36070,1206974,16463.0,681131,6.0,447,3982.0,50388.0,40052,1257362,20445,731519,56521,1938875
88,2021-03-12 15:00:00,36959,1243933,18262.0,699393,8.0,455,2935.0,53323.0,39894,1297256,21197,752716,58164,1997039
89,2021-03-13 15:00:00,22713,1266646,10371.0,709764,1.0,456,1636.0,54959.0,24349,1321605,12007,764723,34721,2031760
90,2021-03-14 15:00:00,17858,1284504,6746.0,716510,4.0,460,1016.0,55975.0,18874,1340479,7762,772485,25624,2057384
91,2021-03-15 15:00:00,29995,1314499,11404.0,727914,13.0,473,601.0,56576.0,30596,1371075,12005,784490,42013,2099397
92,2021-03-16 15:00:00,33543,1348042,13631.0,741545,14.0,487,775.0,57351.0,34318,1405393,14406,798896,47963,2147360
93,2021-03-17 15:00:00,37693,1385735,17153.0,758698,10.0,497,1185.0,58536.0,38878,1444271,18338,817234,56041,2203401
94,2021-03-18 15:00:00,41586,1427321,12748.0,771446,8.0,505,1355.0,59891.0,42941,1487212,14103,831337,55697,2259098
95,2021-03-19 15:00:00,38472,1465793,15477.0,786923,10.0,515,1057.0,60948.0,39529,1526741,16534,847871,55016,2314114
96,2021-03-20 15:00:00,24793,1490586,10278.0,797201,7.0,522,707.0,61655.0,25500,1552241,10985,858856,35785,2349899
97,2021-03-21 15:00:00,19236,1509822,7934.0,805135,10.0,532,345.0,62000.0,19581,1571822,8279,867135,27525,2377424
98,2021-03-22 15:00:00,32683,1542505,11562.0,816697,22.0,554,836.0,62836.0,33519,1605341,12398,879533,45103,2422527
99,2021-03-23 15:00:00,38454,1580959,17929.0,834626,5.0,559,1560.0,64396.0,40014,1645355,19489,899022,57948,2480475
100,2021-03-24 15:00:00,41130,1622089,21338.0,855964,13.0,572,1388.0,65784.0,42518,1687873,22726,921748,63869,2544344
101,2021-03-25 15:00:00,42981,1665070,21822.0,877786,6.0,578,2462.0,68246.0,45443,1733316,24284,946032,67271,2611615
102,2021-03-26 15:00:00,36448,1701518,26772.0,904558,7.0,585,2499.0,70745.0,38947,1772263,29271,975303,65726,2677341
103,2021-03-27 15:00:00,26508,1728026,17373.0,921931,8.0,593,2507.0,73252.0,29015,1801278,19880,995183,46396,2723737
104,2021-03-28 15:00:00,17034,1745060,12698.0,934629,9.0,602,1615.0,74867.0,18649,1819927,14313,1009496,31356,2755093
105,2021-03-29 15:00:00,29741,1774801,26477.0,961106,16.0,618,1146.0,76013.0,30887,1850814,27623,1037119,57380,2812473
106,2021-03-30 15:00:00,40156,1814957,29175.0,990281,6.0,624,1875.0,77888.0,42031,1892845,31050,1068169,71212,2883685
107,2021-03-31 15:00:00,41071,1856028,34864.0,1025145,18.0,642,5756.0,83644.0,46827,1939672,40620,1108789,81709,2965394
108,2021-04-01 15:00:00,42751,1898779,41358.0,1066503,81.0,723,5795.0,89439.0,48546,1988218,47153,1155942,89985,3055379
109,2021-04-02 15:00:00,35073,1933852,32828.0,1099331,14.0,737,6154.0,95593.0,41227,2029445,38982,1194924,74069,3129448
110,2021-04-03 15:00:00,21240,1955092,19282.0,1118613,4.0,741,4406.0,99999.0,25646,2055091,23688,1218612,44932,3174380
111,2021-04-04 15:00:00,8329,1963421,10235.0,1128848,3.0,744,970.0,100969.0,9299,2064390,11205,1229817,19537,3193917
112,2021-04-05 15:00:00,28030,1991451,29038.0,1157886,20.0,764,6674.0,107643.0,34704,2099094,35712,1265529,63762,3257679
113,2021-04-06 15:00:00,39886,2031337,30573.0,1188459,13.0,777,10524.0,118167.0,50410,2149504,41097,1306626,80996,3338675
114,2021-04-07 15:00:00,36209,2067546,34435.0,1222894,9.0,786,13011.0,131178.0,49220,2198724,47446,1354072,83664,3422339
115,2021-04-08 15:00:00,42388,2109934,36263.0,1259157,10.0,796,13908.0,145086.0,56296,2255020,50171,1404243,92569,3514908
116,2021-04-09 15:00:00,34204,2144138,36463.0,1295620,9.0,805,14566.0,159652.0,48770,2303790,51029,1455272,85242,3600150
117,2021-04-10 15:00:00,23699,2167837,23246.0,1318866,4.0,809,7664.0,167316.0,31363,2335153,30910,1486182,54613,3654763
118,2021-04-11 15:00:00,17610,2185447,13344.0,1332210,2.0,811,10138.0,177454.0,27748,2362901,23482,1509664,41094,3695857
119,2021-04-12 15:00:00,24646,2210093,33378.0,1365588,13.0,824,10936.0,188390.0,35582,2398483,44314,1553978,68973,3764830
120,2021-04-13 15:00:00,126255,2336348,91448.0,1457036,10.0,834,3298.0,191688.0,129553,2528036,94746,1648724,221011,3985841
121,2021-04-14 15:00:00,40908,2377256,37981.0,1495017,14.0,848,208.0,191896.0,41116,2569152,38189,1686913,79111,4064952
122,2021-04-15 15:00:00,41510,2418766,39723.0,1534740,22.0,870,169.0,192065.0,41679,2610831,39892,1726805,81424,4146376
123,2021-04-16 15:00:00,37304,2456070,39030.0,1573770,10.0,880,26.0,192091.0,37330,2648161,39056,1765861,76370,4222746
124,2021-04-17 15:00:00,32915,2488985,22121.0,1595891,12.0,892,13.0,192104.0,32928,2681089,22134,1787995,55061,4277807
125,2021-04-18 15:00:00,20108,2509093,16244.0,1612135,4.0,896,5.0,192109.0,20113,2701202,16249,1804244,36361,4314168
126,2021-04-19 15:00:00,29949,2539042,36652.0,1648787,17.0,913,62.0,192171.0,30011,2731213,36714,1840958,66680,4380848
127,2021-04-20 15:00:00,33014,2572056,44642.0,1693429,12.0,925,60.0,192231.0,33074,2764287,44702,1885660,77728,4458576
128,2021-04-21 15:00:00,39965,2612021,47199.0,1740628,14.0,939,26.0,192257.0,39991,2804278,47225,1932885,87204,4545780
129,2021-04-22 15:00:00,35966,2647987,42841.0,1783469,21.0,960,17.0,192274.0,35983,2840261,42858,1975743,78845,4624625
130,2021-04-23 15:00:00,33275,2681262,40307.0,1823776,9.0,969,14.0,192288.0,33289,2873550,40321,2016064,73605,4698230
131,2021-04-24 15:00:00,26506,2707768,28045.0,1851821,6.0,975,80.0,192368.0,26586,2900136,28125,2044189,54637,4752867
132,2021-04-25 15:00:00,20256,2728024,11038.0,1862859,8.0,983,31.0,192399.0,20287,2920423,11069,2055258,31333,4784200
133,2021-04-26 15:00:00,27438,2755462,32849.0,1895708,14.0,997,198.0,192597.0,27636,2948059,33047,2088305,60499,4844699
134,2021-04-27 15:00:00,26743,2782205,33229.0,1928937,9.0,1006,1099.0,193696.0,27842,2975901,34328,2122633,61080,4905779
135,2021-04-28 15:00:00,29080,2811285,39715.0,1968652,13.0,1019,1374.0,195070.0,30454,3006355,41089,2163722,70182,4975961
136,2021-04-29 15:00:00,27151,2838436,39853.0,2008505,12.0,1031,1469.0,196539.0,28620,3034975,41322,2205044,68485,5044446
137,2021-04-30 15:00:00,28272,2866708,32439.0,2040944,40.0,1071,1652.0,198191.0,29924,3064899,34091,2239135,62403,5106849
138,2021-05-01 15:00:00,20918,2887626,27132.0,2068076,67.0,1138,1068.0,199259.0,21986,3086885,28200,2267335,49185,5156034
139,2021-05-02 15:00:00,10299,2897925,17110.0,2085186,6.0,1144,826.0,200085.0,11125,3098010,17936,2285271,28241,5184275
140,2021-05-03 15:00:00,12812,2910737,28872.0,2114058,32.0,1176,1921.0,202006.0,14733,3112743,30793,2316064,43637,5227912
141,2021-05-04 15:00:00,13688,2924425,38904.0,2152962,9.0,1185,1748.0,203754.0,15436,3128179,40652,2356716,54349,5282261
142,2021-05-05 15:00:00,19374,2943799,37936.0,2190898,22.0,1207,1947.0,205701.0,21321,3149500,39883,2396599,59279,5341540
143,2021-05-06 15:00:00,16961,2960760,40678.0,2231576,11.0,1218,1729.0,207430.0,18690,3168190,42407,2439006,59379,5400919
144,2021-05-07 15:00:00,17608,2978368,37186.0,2268762,17.0,1235,1965.0,209395.0,19573,3187763,39151,2478157,56776,5457695
145,2021-05-08 15:00:00,10803,2989171,31311.0,2300073,2.0,1237,1299.0,210694.0,12102,3199865,32610,2510767,43415,5501110
146,2021-05-09 15:00:00,5083,2994254,12277.0,2312350,9.0,1246,697.0,211391.0,5780,3205645,12974,2523741,18066,5519176
147,2021-05-10 15:00:00,8976,3003230,31139.0,2343489,14.0,1260,1374.0,212765.0,10350,3215995,32513,2556254,41503,5560679
148,2021-05-11 15:00:00,12211,3015441,30375.0,2373864,9.0,1269,1445.0,214210.0,13656,3229651,31820,2588074,44040,5604719
149,2021-05-12 15:00:00,13983,3029424,38781.0,2412645,15.0,1284,1931.0,216141.0,15914,3245565,40712,2628786,54710,5659429
150,2021-05-13 15:00:00,21868,3051292,33610.0,2446255,7.0,1291,1350.0,217491.0,23218,3268783,34960,2663746,56835,5716264
151,2021-05-14 15:00:00,24465,3075757,30202.0,2476457,11.0,1302,1778.0,219269.0,26243,3295026,31980,2695726,56456,5772720
152,2021-05-15 15:00:00,22023,3097780,25211.0,2501668,6.0,1308,1501.0,220770.0,23524,3318550,26712,2722438,48741,5821461
153,2021-05-16 15:00:00,9121,3106901,17624.0,2519292,3.0,1311,1117.0,221887.0,10238,3328788,18741,2741179,27865,5849326
154,2021-05-17 15:00:00,16914,3123815,28497.0,2547789,12.0,1323,1956.0,223843.0,18870,3347658,30453,2771632,47379,5896705
155,2021-05-18 15:00:00,21326,3145141,30814.0,2578603,4.0,1327,1956.0,225799.0,23282,3370940,32770,2804402,54100,5950805
156,2021-05-19 15:00:00,27795,3172936,32603.0,2611206,9.0,1336,1645.0,227444.0,29440,3400380,34248,2838650,62052,6012857
157,2021-05-20 15:00:00,20900,3193836,33411.0,2644617,10.0,1346,1973.0,229417.0,22873,3423253,35384,2874034,56294,6069151
158,2021-05-21 15:00:00,19229,3213065,30515.0,2675132,7.0,1353,1611.0,231028.0,20840,3444093,32126,2906160,51362,6120513
159,2021-05-22 15:00:00,17041,3230106,20806.0,2695938,6.0,1359,1272.0,232300.0,18313,3462406,22078,2928238,39125,6159638
160,2021-05-23 15:00:00,8818,3238924,11488.0,2707426,3.0,1362,963.0,233263.0,9781,3472187,12451,2940689,21272,6180910
161,2021-05-24 15:00:00,13600,3252524,17874.0,2725300,7.0,1369,1482.0,234745.0,15082,3487269,19356,2960045,32963,6213873
162,2021-05-25 15:00:00,13131,3265655,18829.0,2744129,6.0,1375,1332.0,236077.0,14463,3501732,20161,2980206,33298,6247171
163,2021-05-26 15:00:00,18503,3284158,19811.0,2763940,3.0,1378,1518.0,237595.0,20021,3521753,21329,3001535,39835,6287006
164,2021-05-27 15:00:00,11755,3295913,18840.0,2782780,4.0,1382,1131.0,238726.0,12886,3534639,19971,3021506,31730,6318736
165,2021-05-28 15:00:00,12467,3308380,19932.0,2802712,15.0,1397,1408.0,240134.0,13875,3548514,21340,3042846,33822,6352558
166,2021-05-29 15:00:00,9554,3317934,11798.0,2814510,7.0,1404,941.0,241075.0,10495,3559009,12739,3055585,22300,6374858
167,2021-05-30 15:00:00,4982,3322916,6476.0,2820986,1.0,1405,598.0,241673.0,5580,3564589,7074,3062659,12057,6386915
168,2021-05-31 15:00:00,1783,3324699,3729.0,2824715,19.0,1424,303.0,241976.0,2086,3566675,4032,3066691,5834,6392749
169,2021-06-01 15:00:00,9908,3334607,16609.0,2841324,34.0,1458,1166.0,243142.0,11074,3577749,17775,3084466,27717,6420466
170,2021-06-02 15:00:00,10345,3344952,16928.0,2858252,9.0,1467,972.0,244114.0,11317,3589066,17900,3102366,28254,6448720
171,2021-06-03 15:00:00,7933,3352885,21307.0,2879559,2.0,1469,1093.0,245207.0,9026,3598092,22400,3124766,30335,6479055
172,2021-06-04 15:00:00,8256,3361141,22485.0,2902044,7.0,1476,1123.0,246330.0,9379,3607471,23608,3148374,31871,6510926
173,2021-06-05 15:00:00,7043,3368184,19555.0,2921599,1.0,1477,722.0,247052.0,7765,3615236,20277,3168651,27321,6538247
174,2021-06-06 15:00:00,3466,3371650,7310.0,2928909,,1477,427.0,247479.0,3893,3619129,7737,3176388,11203,6549450
175,2021-06-07 15:00:00,6882,3378532,15890.0,2944799,9.0,1486,729.0,248208.0,7611,3626740,16619,3193007,23510,6572960
176,2021-06-08 15:00:00,6704,3385236,19838.0,2964637,5.0,1491,835.0,249043.0,7539,3634279,20673,3213680,27382,6600342
177,2021-06-09 15:00:00,8281,3393517,24174.0,2988811,1.0,1492,975.0,250018.0,9256,3643535,25149,3238829,33431,6633773
178,2021-06-10 15:00:00,7200,3400717,19230.0,3008041,1.0,1493,899.0,250917.0,8099,3651634,20129,3258958,27330,6661103
179,2021-06-11 15:00:00,7527,3408244,17847.0,3025888,4.0,1497,1126.0,252043.0,8653,3660287,18973,3277931,26504,6687607
180,2021-06-12 15:00:00,5268,3413512,14897.0,3040785,2.0,1499,606.0,252649.0,5874,3666161,15503,3293434,20773,6708380
181,2021-06-13 15:00:00,1953,3415465,7666.0,3048451,,1499,427.0,253076.0,2380,3668541,8093,3301527,10046,6718426
182,2021-06-14 15:00:00,5661,3421126,11908.0,3060359,7.0,1506,736.0,253812.0,6397,3674938,12644,3314171,18312,6736738
183,2021-06-15 15:00:00,5687,3426813,14429.0,3074788,3.0,1509,876.0,254688.0,6563,3681501,15305,3329476,20995,6757733
184,2021-06-16 15:00:00,8799,3435612,21795.0,3096583,3.0,1512,762.0,255450.0,9561,3691062,22557,3352033,31359,6789092
185,2021-06-17 15:00:00,6697,3442309,12477.0,3109060,2.0,1514,724.0,256174.0,7421,3698483,13201,3365234,19900,6808992
186,2021-06-18 15:00:00,6874,3449183,12892.0,3121952,4.0,1518,707.0,256881.0,7581,3706064,13599,3378833,20477,6829469
187,2021-06-19 15:00:00,4678,3453861,9466.0,3131418,2.0,1520,615.0,257496.0,5293,3711357,10081,3388914,14761,6844230
188,2021-06-20 15:00:00,2526,3456387,5085.0,3136503,1.0,1521,376.0,257872.0,2902,3714259,5461,3394375,7988,6852218
189,2021-06-21 15:00:00,5603,3461990,5388.0,3141891,5.0,1526,640.0,258512.0,6243,3720502,6028,3400403,11636,6863854
190,2021-06-22 15:00:00,5438,3467428,9145.0,3151036,1.0,1527,701.0,259213.0,6139,3726641,9846,3410249,15285,6879139
191,2021-06-23 15:00:00,6112,3473540,10460.0,3161496,5.0,1532,647.0,259860.0,6759,3733400,11107,3421356,17224,6896363
192,2021-06-24 15:00:00,5957,3479497,8283.0,3169779,3.0,1535,596.0,260456.0,6553,3739953,8879,3430235,14839,6911202
193,2021-06-25 15:00:00,5874,3485371,8755.0,3178534,4.0,1539,615.0,261071.0,6489,3746442,9370,3439605,15248,6926450
194,2021-06-26 15:00:00,3725,3489096,6345.0,3184879,,1539,399.0,261470.0,4124,3750566,6744,3446349,10469,6936919
195,2021-06-27 15:00:00,2814,3491910,3540.0,3188419,,1539,185.0,261655.0,2999,3753565,3725,3450074,6539,6943458
196,2021-06-28 15:00:00,4976,3496886,6455.0,3194874,7.0,1546,540.0,262195.0,5516,3759081,6995,3457069,11978,6955436
197,2021-06-29 15:00:00,5094,3501980,6551.0,3201425,5.0,1551,524.0,262719.0,5618,3764699,7075,3464144,12174,6967610
198,2021-06-30 15:00:00,5690,3507670,7512.0,3208937,4.0,1555,608.0,263327.0,6298,3770997,8120,3472264,13814,6981424
199,2021-07-01 15:00:00,5442,3513112,7043.0,3215980,11.0,1566,508.0,263835.0,5950,3776947,7551,3479815,13004,6994428
200,2021-07-02 15:00:00,5304,3518416,6875.0,3222855,2.0,1568,526.0,264361.0,5830,3782777,7401,3487216,12707,7007135
201,2021-07-03 15:00:00,3273,3521689,4078.0,3226933,1.0,1569,263.0,264624.0,3536,3786313,4341,3491557,7615,7014750
202,2021-07-04 15:00:00,494,3522183,548.0,3227481,,1569,70.0,264694.0,564,3786877,618,3492175,1112,7015862
203,2021-07-05 15:00:00,3770,3525953,3947.0,3231428,3.0,1572,287.0,264981.0,4057,3790934,4234,3496409,8007,7023869
204,2021-07-06 15:00:00,4478,3530431,6305.0,3237733,3.0,1575,454.0,265435.0,4932,3795866,6759,3503168,11240,7035109
205,2021-07-07 15:00:00,4462,3534893,6442.0,3244175,,1575,484.0,265919.0,4946,3800812,6926,3510094,11388,7046497
206,2021-07-08 15:00:00,4830,3539723,6196.0,3250371,3.0,1578,565.0,266484.0,5395,3806207,6761,3516855,11594,7058091
207,2021-07-09 15:00:00,5354,3545077,6717.0,3257088,1.0,1579,574.0,267058.0,5928,3812135,7291,3524146,12646,7070737
208,2021-07-10 15:00:00,3523,3548600,4436.0,3261524,,1579,305.0,267363.0,3828,3815963,4741,3528887,8264,7079001
209,2021-07-11 15:00:00,2683,3551283,2583.0,3264107,,1579,227.0,267590.0,2910,3818873,2810,3531697,5493,7084494
210,2021-07-12 15:00:00,4428,3555711,5133.0,3269240,6.0,1585,379.0,267969.0,4807,3823680,5512,3537209,9946,7094440
211,2021-07-13 15:00:00,4643,3560354,4770.0,3274010,2.0,1587,366.0,268335.0,5009,3828689,5136,3542345,9781,7104221
212,2021-07-14 15:00:00,4620,3564974,5322.0,3279332,4.0,1591,423.0,268758.0,5043,3833732,5745,3548090,10369,7114590
213,2021-07-15 15:00:00,4901,3569875,5048.0,3284380,1.0,1592,359.0,269117.0,5260,3838992,5407,3553497,10309,7124899
214,2021-07-16 15:00:00,6273,3576148,5891.0,3290271,1.0,1593,405.0,269522.0,6678,3845670,6296,3559793,12570,7137469
215,2021-07-17 15:00:00,3421,3579569,3554.0,3293825,1.0,1594,304.0,269826.0,3725,3849395,3858,3563651,7280,7144749
216,2021-07-18 15:00:00,2307,3581876,2390.0,3296215,,1594,110.0,269936.0,2417,3851812,2500,3566151,4807,7149556
217,2021-07-19 15:00:00,5148,3587024,4630.0,3300845,2.0,1596,383.0,270319.0,5531,3857343,5013,3571164,10163,7159719
218,2021-07-20 15:00:00,5337,3592361,4754.0,3305599,1.0,1597,366.0,270685.0,5703,3863046,5120,3576284,10458,7170177
