,VACCINATION_DATE,FirstDailyDose,FirstDoseCumulative,SecondDailyDose,SecondDoseCumulative,AdditionalDailyDose,AdditionalDoseCumulative,SingleDailyDose,SingleDoseCumulative,AtleastOneVaccine,AtleastOneVaccineCumulative,CompletedVax,CompletedVaxCumulative,FirstSecondSingleVaccinations,FirstSecondSingleVaccinationsCumulative
117,2021-04-10,23453,2157632,23117.0,1310049,,,7633.0,166767.0,31086,2324399,30750,1476816,54203,3634344
118,2021-04-11,17558,2175190,13272.0,1323321,,,10122.0,176889.0,27680,2352079,23394,1500210,40952,3675296
119,2021-04-12,24591,2199781,33141.0,1356462,,,10897.0,187786.0,35488,2387567,44038,1544248,68629,3743925
120,2021-04-13,126173,2325954,91214.0,1447676,,,3292.0,191078.0,129465,2517032,94506,1638754,220679,3964604
121,2021-04-14,40698,2366652,37780.0,1485456,,,211.0,191289.0,40909,2557941,37991,1676745,78689,4043293
122,2021-04-15,41406,2408058,39501.0,1524957,,,173.0,191462.0,41579,2599520,39674,1716419,81080,4124373
123,2021-04-16,37146,2445204,38816.0,1563773,,,23.0,191485.0,37169,2636689,38839,1755258,75985,4200358
124,2021-04-17,32790,2477994,22015.0,1585788,,,12.0,191497.0,32802,2669491,22027,1777285,54817,4255175
125,2021-04-18,20063,2498057,16187.0,1601975,,,5.0,191502.0,20068,2689559,16192,1793477,36255,4291430
126,2021-04-19,29865,2527922,36532.0,1638507,,,61.0,191563.0,29926,2719485,36593,1830070,66458,4357888
127,2021-04-20,32915,2560837,44414.0,1682921,,,57.0,191620.0,32972,2752457,44471,1874541,77386,4435274
128,2021-04-21,39801,2600638,47020.0,1729941,,,25.0,191645.0,39826,2792283,47045,1921586,86846,4522120
129,2021-04-22,35809,2636447,42631.0,1772572,,,16.0,191661.0,35825,2828108,42647,1964233,78456,4600576
130,2021-04-23,33123,2669570,40108.0,1812680,,,14.0,191675.0,33137,2861245,40122,2004355,73245,4673821
131,2021-04-24,26391,2695961,27867.0,1840547,,,81.0,191756.0,26472,2887717,27948,2032303,54339,4728160
132,2021-04-25,20224,2716185,10957.0,1851504,,,31.0,191787.0,20255,2907972,10988,2043291,31212,4759372
133,2021-04-26,27399,2743584,32685.0,1884189,,,202.0,191989.0,27601,2935573,32887,2076178,60286,4819658
134,2021-04-27,26694,2770278,33044.0,1917233,,,1098.0,193087.0,27792,2963365,34142,2110320,60836,4880494
135,2021-04-28,28925,2799203,39495.0,1956728,,,1362.0,194449.0,30287,2993652,40857,2151177,69782,4950276
136,2021-04-29,27076,2826279,39683.0,1996411,,,1463.0,195912.0,28539,3022191,41146,2192323,68222,5018498
137,2021-04-30,28197,2854476,32241.0,2028652,,,1646.0,197558.0,29843,3052034,33887,2226210,62084,5080582
138,2021-05-01,20607,2875083,26614.0,2055266,,,1045.0,198603.0,21652,3073686,27659,2253869,48266,5128848
139,2021-05-02,10281,2885364,17031.0,2072297,,,822.0,199425.0,11103,3084789,17853,2271722,28134,5156982
140,2021-05-03,12747,2898111,28559.0,2100856,,,1915.0,201340.0,14662,3099451,30474,2302196,43221,5200203
141,2021-05-04,13568,2911679,38566.0,2139422,,,1737.0,203077.0,15305,3114756,40303,2342499,53871,5254074
142,2021-05-05,19321,2931000,37721.0,2177143,,,1921.0,204998.0,21242,3135998,39642,2382141,58963,5313037
143,2021-05-06,16917,2947917,40568.0,2217711,,,1720.0,206718.0,18637,3154635,42288,2424429,59205,5372242
144,2021-05-07,17581,2965498,36984.0,2254695,,,1958.0,208676.0,19539,3174174,38942,2463371,56523,5428765
145,2021-05-08,10783,2976281,31213.0,2285908,,,1291.0,209967.0,12074,3186248,32504,2495875,43287,5472052
146,2021-05-09,5079,2981360,12231.0,2298139,,,695.0,210662.0,5774,3192022,12926,2508801,18005,5490057
147,2021-05-10,8955,2990315,31034.0,2329173,,,1362.0,212024.0,10317,3202339,32396,2541197,41351,5531408
148,2021-05-11,12182,3002497,30260.0,2359433,,,1440.0,213464.0,13622,3215961,31700,2572897,43882,5575290
149,2021-05-12,13945,3016442,38562.0,2397995,,,1919.0,215383.0,15864,3231825,40481,2613378,54426,5629716
150,2021-05-13,21857,3038299,33434.0,2431429,,,1345.0,216728.0,23202,3255027,34779,2648157,56636,5686352
151,2021-05-14,24369,3062668,30012.0,2461441,,,1775.0,218503.0,26144,3281171,31787,2679944,56156,5742508
152,2021-05-15,21916,3084584,25089.0,2486530,,,1490.0,219993.0,23406,3304577,26579,2706523,48495,5791003
153,2021-05-16,9082,3093666,17572.0,2504102,,,1113.0,221106.0,10195,3314772,18685,2725208,27767,5818770
154,2021-05-17,16843,3110509,28365.0,2532467,,,1949.0,223055.0,18792,3333564,30314,2755522,47157,5865927
155,2021-05-18,21243,3131752,30667.0,2563134,,,1942.0,224997.0,23185,3356749,32609,2788131,53852,5919779
156,2021-05-19,27629,3159381,32396.0,2595530,,,1628.0,226625.0,29257,3386006,34024,2822155,61653,5981432
157,2021-05-20,20802,3180183,33232.0,2628762,,,1966.0,228591.0,22768,3408774,35198,2857353,56000,6037432
158,2021-05-21,19157,3199340,30312.0,2659074,,,1607.0,230198.0,20764,3429538,31919,2889272,51076,6088508
159,2021-05-22,16922,3216262,20660.0,2679734,,,1270.0,231468.0,18192,3447730,21930,2911202,38852,6127360
160,2021-05-23,8757,3225019,11433.0,2691167,,,964.0,232432.0,9721,3457451,12397,2923599,21154,6148514
161,2021-05-24,13560,3238579,17751.0,2708918,,,1473.0,233905.0,15033,3472484,19224,2942823,32784,6181298
162,2021-05-25,13059,3251638,18704.0,2727622,,,1329.0,235234.0,14388,3486872,20033,2962856,33092,6214390
163,2021-05-26,18298,3269936,19482.0,2747104,,,1511.0,236745.0,19809,3506681,20993,2983849,39291,6253681
164,2021-05-27,11683,3281619,18637.0,2765741,,,1116.0,237861.0,12799,3519480,19753,3003602,31436,6285117
165,2021-05-28,12404,3294023,19815.0,2785556,,,1399.0,239260.0,13803,3533283,21214,3024816,33618,6318735
166,2021-05-29,9549,3303572,11658.0,2797214,,,935.0,240195.0,10484,3543767,12593,3037409,22142,6340877
167,2021-05-30,4965,3308537,6421.0,2803635,,,595.0,240790.0,5560,3549327,7016,3044425,11981,6352858
168,2021-05-31,1776,3310313,3711.0,2807346,,,305.0,241095.0,2081,3551408,4016,3048441,5792,6358650
169,2021-06-01,9824,3320137,16403.0,2823749,,,1157.0,242252.0,10981,3562389,17560,3066001,27384,6386034
170,2021-06-02,10229,3330366,16795.0,2840544,,,959.0,243211.0,11188,3573577,17754,3083755,27983,6414017
171,2021-06-03,7896,3338262,21165.0,2861709,,,1086.0,244297.0,8982,3582559,22251,3106006,30147,6444164
172,2021-06-04,8166,3346428,22321.0,2884030,,,1120.0,245417.0,9286,3591845,23441,3129447,31607,6475771
173,2021-06-05,7000,3353428,19430.0,2903460,,,720.0,246137.0,7720,3599565,20150,3149597,27150,6502921
174,2021-06-06,3458,3356886,7233.0,2910693,,,423.0,246560.0,3881,3603446,7656,3157253,11114,6514035
175,2021-06-07,6851,3363737,15747.0,2926440,,,726.0,247286.0,7577,3611023,16473,3173726,23324,6537359
176,2021-06-08,6665,3370402,19683.0,2946123,,,829.0,248115.0,7494,3618517,20512,3194238,27177,6564536
177,2021-06-09,8191,3378593,23922.0,2970045,,,970.0,249085.0,9161,3627678,24892,3219130,33083,6597619
178,2021-06-10,7143,3385736,19102.0,2989147,,,894.0,249979.0,8037,3635715,19996,3239126,27139,6624758
179,2021-06-11,7471,3393207,17699.0,3006846,,,1125.0,251104.0,8596,3644311,18824,3257950,26295,6651053
180,2021-06-12,5230,3398437,14742.0,3021588,,,605.0,251709.0,5835,3650146,15347,3273297,20577,6671630
181,2021-06-13,1931,3400368,7563.0,3029151,,,427.0,252136.0,2358,3652504,7990,3281287,9921,6681551
182,2021-06-14,5657,3406025,11801.0,3040952,,,734.0,252870.0,6391,3658895,12535,3293822,18192,6699743
183,2021-06-15,5630,3411655,14323.0,3055275,,,873.0,253743.0,6503,3665398,15196,3309018,20826,6720569
184,2021-06-16,8747,3420402,21566.0,3076841,,,757.0,254500.0,9504,3674902,22323,3331341,31070,6751639
185,2021-06-17,6683,3427085,12351.0,3089192,,,720.0,255220.0,7403,3682305,13071,3344412,19754,6771393
186,2021-06-18,6835,3433920,12721.0,3101913,,,704.0,255924.0,7539,3689844,13425,3357837,20260,6791653
187,2021-06-19,4658,3438578,9359.0,3111272,,,614.0,256538.0,5272,3695116,9973,3367810,14631,6806284
188,2021-06-20,2505,3441083,5048.0,3116320,,,377.0,256915.0,2882,3697998,5425,3373235,7930,6814214
189,2021-06-21,5556,3446639,5332.0,3121652,,,635.0,257550.0,6191,3704189,5967,3379202,11523,6825737
190,2021-06-22,5344,3451983,9036.0,3130688,,,692.0,258242.0,6036,3710225,9728,3388930,15072,6840809
191,2021-06-23,6061,3458044,10312.0,3141000,,,646.0,258888.0,6707,3716932,10958,3399888,17019,6857828
192,2021-06-24,5930,3463974,8188.0,3149188,,,594.0,259482.0,6524,3723456,8782,3408670,14712,6872540
193,2021-06-25,5804,3469778,8644.0,3157832,,,620.0,260102.0,6424,3729880,9264,3417934,15068,6887608
194,2021-06-26,3700,3473478,6296.0,3164128,,,396.0,260498.0,4096,3733976,6692,3424626,10392,6898000
195,2021-06-27,2809,3476287,3516.0,3167644,,,185.0,260683.0,2994,3736970,3701,3428327,6510,6904510
196,2021-06-28,4914,3481201,6372.0,3174016,,,539.0,261222.0,5453,3742423,6911,3435238,11825,6916335
197,2021-06-29,5059,3486260,6460.0,3180476,,,520.0,261742.0,5579,3748002,6980,3442218,12039,6928374
198,2021-06-30,5617,3491877,7375.0,3187851,,,605.0,262347.0,6222,3754224,7980,3450198,13597,6941971
199,2021-07-01,5396,3497273,6960.0,3194811,,,498.0,262845.0,5894,3760118,7458,3457656,12854,6954825
200,2021-07-02,5284,3502557,6824.0,3201635,,,523.0,263368.0,5807,3765925,7347,3465003,12631,6967456
201,2021-07-03,3265,3505822,4059.0,3205694,,,264.0,263632.0,3529,3769454,4323,3469326,7588,6975044
202,2021-07-04,492,3506314,544.0,3206238,,,67.0,263699.0,559,3770013,611,3469937,1103,6976147
203,2021-07-05,3760,3510074,3949.0,3210187,,,287.0,263986.0,4047,3774060,4236,3474173,7996,6984143
204,2021-07-06,4486,3514560,6252.0,3216439,,,452.0,264438.0,4938,3778998,6704,3480877,11190,6995333
205,2021-07-07,4458,3519018,6394.0,3222833,,,482.0,264920.0,4940,3783938,6876,3487753,11334,7006667
206,2021-07-08,4827,3523845,6147.0,3228980,,,563.0,265483.0,5390,3789328,6710,3494463,11537,7018204
207,2021-07-09,5351,3529196,6644.0,3235624,,,571.0,266054.0,5922,3795250,7215,3501678,12566,7030770
208,2021-07-10,3524,3532720,4383.0,3240007,,,302.0,266356.0,3826,3799076,4685,3506363,8209,7038979
209,2021-07-11,2672,3535392,2564.0,3242571,,,225.0,266581.0,2897,3801973,2789,3509152,5461,7044440
210,2021-07-12,4408,3539800,5104.0,3247675,,,378.0,266959.0,4786,3806759,5482,3514634,9890,7054330
211,2021-07-13,4656,3544456,4706.0,3252381,,,366.0,267325.0,5022,3811781,5072,3519706,9728,7064058
212,2021-07-14,4608,3549064,5262.0,3257643,,,421.0,267746.0,5029,3816810,5683,3525389,10291,7074349
213,2021-07-15,4885,3553949,5000.0,3262643,,,357.0,268103.0,5242,3822052,5357,3530746,10242,7084591
214,2021-07-16,6271,3560220,5824.0,3268467,,,401.0,268504.0,6672,3828724,6225,3536971,12496,7097087
215,2021-07-17,3413,3563633,3544.0,3272011,,,299.0,268803.0,3712,3832436,3843,3540814,7256,7104343
216,2021-07-18,2304,3565937,2371.0,3274382,,,110.0,268913.0,2414,3834850,2481,3543295,4785,7109128
217,2021-07-19,5130,3571067,4603.0,3278985,,,379.0,269292.0,5509,3840359,4982,3548277,10112,7119240
218,2021-07-20,5314,3576381,4703.0,3283688,,,366.0,269658.0,5680,3846039,5069,3553346,10383,7129623
219,2021-07-21,5632,3582013,4921.0,3288609,,,416.0,270074.0,6048,3852087,5337,3558683,10969,7140592
220,2021-07-22,6009,3588022,4616.0,3293225,,,469.0,270543.0,6478,3858565,5085,3563768,11094,7151686
221,2021-07-23,6828,3594850,4825.0,3298050,,,493.0,271036.0,7321,3865886,5318,3569086,12146,7163832
222,2021-07-24,4278,3599128,3195.0,3301245,,,267.0,271303.0,4545,3870431,3462,3572548,7740,7171572
223,2021-07-25,3290,3602418,1111.0,3302356,,,138.0,271441.0,3428,3873859,1249,3573797,4539,7176111
224,2021-07-26,6197,3608615,3890.0,3306246,,,418.0,271859.0,6615,3880474,4308,3578105,10505,7186616
225,2021-07-27,6582,3615197,4264.0,3310510,,,457.0,272316.0,7039,3887513,4721,3582826,11303,7197919
226,2021-07-28,7063,3622260,4127.0,3314637,,,460.0,272776.0,7523,3895036,4587,3587413,11650,7209569
227,2021-07-29,7058,3629318,4288.0,3318925,,,419.0,273195.0,7477,3902513,4707,3592120,11765,7221334
228,2021-07-30,7797,3637115,4784.0,3323709,,,525.0,273720.0,8322,3910835,5309,3597429,13106,7234440
229,2021-07-31,4791,3641906,3054.0,3326763,,,273.0,273993.0,5064,3915899,3327,3600756,8118,7242558
230,2021-08-01,3869,3645775,2151.0,3328914,139.0,139.0,161.0,274154.0,4030,3919929,2312,3603068,6320,7248878
231,2021-08-02,7228,3653003,3824.0,3332738,123.0,262.0,339.0,274493.0,7567,3927496,4163,3607231,11514,7260392
232,2021-08-03,7231,3660234,4073.0,3336811,85.0,347.0,515.0,275008.0,7746,3935242,4588,3611819,11904,7272296
233,2021-08-04,7400,3667634,4086.0,3340897,96.0,443.0,532.0,275540.0,7932,3943174,4618,3616437,12114,7284410
234,2021-08-05,7930,3675564,4269.0,3345166,95.0,538.0,537.0,276077.0,8467,3951641,4806,3621243,12831,7297241
235,2021-08-06,8292,3683856,4705.0,3349871,121.0,659.0,453.0,276530.0,8745,3960386,5158,3626401,13571,7310812
236,2021-08-07,5267,3689123,2807.0,3352678,88.0,747.0,263.0,276793.0,5530,3965916,3070,3629471,8425,7319237
237,2021-08-08,3951,3693074,2047.0,3354725,62.0,809.0,143.0,276936.0,4094,3970010,2190,3631661,6203,7325440
238,2021-08-09,6920,3699994,4517.0,3359242,91.0,900.0,368.0,277304.0,7288,3977298,4885,3636546,11896,7337336
239,2021-08-10,7130,3707124,4446.0,3363688,103.0,1003.0,338.0,277642.0,7468,3984766,4784,3641330,12017,7349353
240,2021-08-11,7050,3714174,4422.0,3368110,100.0,1103.0,441.0,278083.0,7491,3992257,4863,3646193,12013,7361366
241,2021-08-12,8598,3722772,4719.0,3372829,139.0,1242.0,444.0,278527.0,9042,4001299,5163,3651356,13900,7375266
242,2021-08-13,7136,3729908,5357.0,3378186,189.0,1431.0,396.0,278923.0,7532,4008831,5753,3657109,13078,7388344
243,2021-08-14,4911,3734819,3337.0,3381523,672.0,2103.0,285.0,279208.0,5196,4014027,3622,3660731,9205,7397549
244,2021-08-15,3324,3738143,2729.0,3384252,567.0,2670.0,163.0,279371.0,3487,4017514,2892,3663623,6783,7404332
245,2021-08-16,5428,3743571,5082.0,3389334,1238.0,3908.0,352.0,279723.0,5780,4023294,5434,3669057,12100,7416432
246,2021-08-17,6808,3750379,5345.0,3394679,1433.0,5341.0,389.0,280112.0,7197,4030491,5734,3674791,13975,7430407
247,2021-08-18,6320,3756699,5480.0,3400159,1612.0,6953.0,478.0,280590.0,6798,4037289,5958,3680749,13890,7444297
248,2021-08-19,6205,3762904,5537.0,3405696,1624.0,8577.0,416.0,281006.0,6621,4043910,5953,3686702,13782,7458079
249,2021-08-20,6831,3769735,6530.0,3412226,1704.0,10281.0,401.0,281407.0,7232,4051142,6931,3693633,15466,7473545
250,2021-08-21,4320,3774055,3913.0,3416139,865.0,11146.0,228.0,281635.0,4548,4055690,4141,3697774,9326,7482871
251,2021-08-22,3057,3777112,3167.0,3419306,798.0,11944.0,110.0,281745.0,3167,4058857,3277,3701051,7132,7490003
252,2021-08-23,5984,3783096,6080.0,3425386,1783.0,13727.0,285.0,282030.0,6269,4065126,6365,3707416,14132,7504135
253,2021-08-24,6547,3789643,6042.0,3431428,1726.0,15453.0,423.0,282453.0,6970,4072096,6465,3713881,14738,7518873
