,VACCINATION_DATE,FirstDailyDose,FirstDoseCumulative,SecondDailyDose,SecondDoseCumulative,AdditionalDailyDose,AdditionalDoseCumulative,SingleDailyDose,SingleDoseCumulative,AtleastOneVaccine,AtleastOneVaccineCumulative,CompletedVax,CompletedVaxCumulative,FirstSecondSingleVaccinations,FirstSecondSingleVaccinationsCumulative
38,2021-01-21,23717,330372,3776.0,45906,,,,,23717,330372,3776,45906,27493,376195
39,2021-01-22,28618,358990,3686.0,49592,,,,,28618,358990,3686,49592,32304,408499
40,2021-01-23,10074,369064,1910.0,51502,,,,,10074,369064,1910,51502,11984,420483
41,2021-01-24,3342,372406,1707.0,53209,,,,,3342,372406,1707,53209,5049,425532
42,2021-01-25,16264,388670,8531.0,61740,,,,,16264,388670,8531,61740,24795,450327
43,2021-01-26,17525,406195,8928.0,70668,,,,,17525,406195,8928,70668,26453,476780
44,2021-01-27,24413,430608,12492.0,83160,,,,,24413,430608,12492,83160,36905,513685
45,2021-01-28,22622,453230,9255.0,92415,,,,,22622,453230,9255,92415,31877,545562
46,2021-01-29,24727,477957,7850.0,100265,,,,,24727,477957,7850,100265,32577,578139
47,2021-01-30,17747,495704,2507.0,102772,,,,,17747,495704,2507,102772,20254,598393
48,2021-01-31,3746,499450,1323.0,104095,,,,,3746,499450,1323,104095,5069,603462
49,2021-02-01,7680,507130,5145.0,109240,,,,,7680,507130,5145,109240,12825,616287
50,2021-02-02,12423,519553,13741.0,122981,,,,,12423,519553,13741,122981,26164,642451
51,2021-02-03,18180,537733,18054.0,141035,,,,,18180,537733,18054,141035,36234,678685
52,2021-02-04,22037,559770,15688.0,156723,,,,,22037,559770,15688,156723,37725,716410
53,2021-02-05,20245,580015,17337.0,174060,,,,,20245,580015,17337,174060,37582,753992
54,2021-02-06,11270,591285,14422.0,188482,,,,,11270,591285,14422,188482,25692,779684
55,2021-02-07,5907,597192,1789.0,190271,,,,,5907,597192,1789,190271,7696,787380
56,2021-02-08,12923,610115,12868.0,203139,,,,,12923,610115,12868,203139,25791,813171
57,2021-02-09,16589,626704,13805.0,216944,,,,,16589,626704,13805,216944,30394,843565
58,2021-02-10,19223,645927,21159.0,238103,,,,,19223,645927,21159,238103,40382,883947
59,2021-02-11,22837,668764,17256.0,255359,,,,,22837,668764,17256,255359,40093,924040
60,2021-02-12,20333,689097,19563.0,274922,,,,,20333,689097,19563,274922,39896,963936
61,2021-02-13,11387,700484,6370.0,281292,,,,,11387,700484,6370,281292,17757,981693
62,2021-02-14,7093,707577,2096.0,283388,,,,,7093,707577,2096,283388,9189,990882
63,2021-02-15,11730,719307,13260.0,296648,,,,,11730,719307,13260,296648,24990,1015872
64,2021-02-16,16552,735859,20955.0,317603,,,,,16552,735859,20955,317603,37507,1053379
65,2021-02-17,20606,756465,26324.0,343927,,,,,20606,756465,26324,343927,46930,1100309
66,2021-02-18,3171,759636,4584.0,348511,,,,,3171,759636,4584,348511,7755,1108064
67,2021-02-19,10223,769859,19884.0,368395,,,,,10223,769859,19884,368395,30107,1138171
68,2021-02-20,10279,780138,20239.0,388634,,,,,10279,780138,20239,388634,30518,1168689
69,2021-02-21,6151,786289,7615.0,396249,,,,,6151,786289,7615,396249,13766,1182455
70,2021-02-22,7997,794286,15425.0,411674,,,,,7997,794286,15425,411674,23422,1205877
71,2021-02-23,15494,809780,15900.0,427574,,,,,15494,809780,15900,427574,31394,1237271
72,2021-02-24,17899,827679,24693.0,452267,,,,,17899,827679,24693,452267,42592,1279863
73,2021-02-25,20363,848042,26471.0,478738,,,,,20363,848042,26471,478738,46834,1326697
74,2021-02-26,26681,874723,26109.0,504847,,,,,26681,874723,26109,504847,52790,1379487
75,2021-02-27,15947,890670,11093.0,515940,,,,,15947,890670,11093,515940,27040,1406527
76,2021-02-28,15487,906157,4838.0,520778,,,,,15487,906157,4838,520778,20325,1426852
77,2021-03-01,26222,932379,12374.0,533152,,,,,26222,932379,12374,533152,38596,1465448
78,2021-03-02,23798,956177,13209.0,546361,,,31.0,31.0,23829,956208,13240,546392,37038,1502486
79,2021-03-03,30040,986217,18323.0,564684,,,180.0,211.0,30220,986428,18503,564895,48543,1551029
80,2021-03-04,30908,1017125,18112.0,582796,,,4064.0,4275.0,34972,1021400,22176,587071,53084,1604113
81,2021-03-05,29376,1046501,19392.0,602188,,,4911.0,9186.0,34287,1055687,24303,611374,53679,1657792
82,2021-03-06,17809,1064310,8936.0,611124,,,6001.0,15187.0,23810,1079497,14937,626311,32746,1690538
83,2021-03-07,12091,1076401,4821.0,615945,,,6610.0,21797.0,18701,1098198,11431,637742,23522,1714060
84,2021-03-08,25797,1102198,8773.0,624718,,,8276.0,30073.0,34073,1132271,17049,654791,42846,1756906
85,2021-03-09,26049,1128247,15384.0,640102,,,8342.0,38415.0,34391,1166662,23726,678517,49775,1806681
86,2021-03-10,29779,1158026,15909.0,656011,,,7935.0,46350.0,37714,1204376,23844,702361,53623,1860304
87,2021-03-11,35888,1193914,16376.0,672387,,,3981.0,50331.0,39869,1244245,20357,722718,56245,1916549
88,2021-03-12,36843,1230757,17998.0,690385,,,2922.0,53253.0,39765,1284010,20920,743638,57763,1974312
89,2021-03-13,22628,1253385,10230.0,700615,,,1605.0,54858.0,24233,1308243,11835,755473,34463,2008775
90,2021-03-14,17822,1271207,6669.0,707284,,,996.0,55854.0,18818,1327061,7665,763138,25487,2034262
91,2021-03-15,29738,1300945,11215.0,718499,,,593.0,56447.0,30331,1357392,11808,774946,41546,2075808
92,2021-03-16,33353,1334298,13503.0,732002,,,764.0,57211.0,34117,1391509,14267,789213,47620,2123428
93,2021-03-17,37505,1371803,16951.0,748953,,,1174.0,58385.0,38679,1430188,18125,807338,55630,2179058
94,2021-03-18,41344,1413147,12541.0,761494,,,1348.0,59733.0,42692,1472880,13889,821227,55233,2234291
95,2021-03-19,38235,1451382,15338.0,776832,,,1035.0,60768.0,39270,1512150,16373,837600,54608,2288899
96,2021-03-20,24637,1476019,10068.0,786900,,,694.0,61462.0,25331,1537481,10762,848362,35399,2324298
97,2021-03-21,19130,1495149,7812.0,794712,,,332.0,61794.0,19462,1556943,8144,856506,27274,2351572
98,2021-03-22,32507,1527656,11407.0,806119,,,833.0,62627.0,33340,1590283,12240,868746,44747,2396319
99,2021-03-23,37708,1565364,17261.0,823380,,,1552.0,64179.0,39260,1629543,18813,887559,56521,2452840
100,2021-03-24,41002,1606366,21106.0,844486,,,1379.0,65558.0,42381,1671924,22485,910044,63487,2516327
101,2021-03-25,42282,1648648,20942.0,865428,,,2456.0,68014.0,44738,1716662,23398,933442,65680,2582007
102,2021-03-26,36542,1685190,26202.0,891630,,,2500.0,70514.0,39042,1755704,28702,962144,65244,2647251
103,2021-03-27,26890,1712080,16730.0,908360,,,2481.0,72995.0,29371,1785075,19211,981355,46101,2693352
104,2021-03-28,16995,1729075,12593.0,920953,,,1613.0,74608.0,18608,1803683,14206,995561,31201,2724553
105,2021-03-29,29668,1758743,26173.0,947126,,,1138.0,75746.0,30806,1834489,27311,1022872,56979,2781532
106,2021-03-30,39974,1798717,28876.0,976002,,,1854.0,77600.0,41828,1876317,30730,1053602,70704,2852236
107,2021-03-31,40973,1839690,34537.0,1010539,,,5745.0,83345.0,46718,1923035,40282,1093884,81255,2933491
108,2021-04-01,40826,1880516,39699.0,1050238,,,5624.0,88969.0,46450,1969485,45323,1139207,86149,3019640
109,2021-04-02,34911,1915427,32433.0,1082671,,,6108.0,95077.0,41019,2010504,38541,1177748,73452,3093092
110,2021-04-03,21588,1937015,18639.0,1101310,,,4363.0,99440.0,25951,2036455,23002,1200750,44590,3137682
111,2021-04-04,8226,1945241,10150.0,1111460,,,961.0,100401.0,9187,2045642,11111,1211861,19337,3157019
112,2021-04-05,27845,1973086,28796.0,1140256,,,6645.0,107046.0,34490,2080132,35441,1247302,63286,3220305
113,2021-04-06,39695,2012781,30346.0,1170602,,,10481.0,117527.0,50176,2130308,40827,1288129,80522,3300827
114,2021-04-07,35978,2048759,34124.0,1204726,,,12962.0,130489.0,48940,2179248,47086,1335215,83064,3383891
115,2021-04-08,42229,2090988,35942.0,1240668,,,13845.0,144334.0,56074,2235322,49787,1385002,92016,3475907
116,2021-04-09,33966,2124954,36225.0,1276893,,,14518.0,158852.0,48484,2283806,50743,1435745,84709,3560616
117,2021-04-10,23415,2148369,23069.0,1299962,,,7618.0,166470.0,31033,2314839,30687,1466432,54102,3614718
118,2021-04-11,17540,2165909,13244.0,1313206,,,10121.0,176591.0,27661,2342500,23365,1489797,40905,3655623
119,2021-04-12,24542,2190451,33083.0,1346289,,,10886.0,187477.0,35428,2377928,43969,1533766,68511,3724134
120,2021-04-13,126732,2317183,90513.0,1436802,,,3292.0,190769.0,130024,2507952,93805,1627571,220537,3944671
121,2021-04-14,40658,2357841,37696.0,1474498,,,210.0,190979.0,40868,2548820,37906,1665477,78564,4023235
122,2021-04-15,41647,2399488,39085.0,1513583,,,173.0,191152.0,41820,2590640,39258,1704735,80905,4104140
123,2021-04-16,37164,2436652,38664.0,1552247,,,23.0,191175.0,37187,2627827,38687,1743422,75851,4179991
124,2021-04-17,32755,2469407,21943.0,1574190,,,12.0,191187.0,32767,2660594,21955,1765377,54710,4234701
125,2021-04-18,20052,2489459,16156.0,1590346,,,5.0,191192.0,20057,2680651,16161,1781538,36213,4270914
126,2021-04-19,29857,2519316,36445.0,1626791,,,61.0,191253.0,29918,2710569,36506,1818044,66363,4337277
127,2021-04-20,33068,2552384,44114.0,1670905,,,54.0,191307.0,33122,2743691,44168,1862212,77236,4414513
128,2021-04-21,39760,2592144,46848.0,1717753,,,22.0,191329.0,39782,2783473,46870,1909082,86630,4501143
129,2021-04-22,36355,2628499,41912.0,1759665,,,16.0,191345.0,36371,2819844,41928,1951010,78283,4579426
130,2021-04-23,33064,2661563,39941.0,1799606,,,13.0,191358.0,33077,2852921,39954,1990964,73018,4652444
131,2021-04-24,26383,2687946,27796.0,1827402,,,80.0,191438.0,26463,2879384,27876,2018840,54259,4706703
132,2021-04-25,20210,2708156,10908.0,1838310,,,30.0,191468.0,20240,2899624,10938,2029778,31148,4737851
133,2021-04-26,27391,2735547,32568.0,1870878,,,202.0,191670.0,27593,2927217,32770,2062548,60161,4798012
134,2021-04-27,26689,2762236,32912.0,1903790,,,1096.0,192766.0,27785,2955002,34008,2096556,60697,4858709
135,2021-04-28,28899,2791135,39382.0,1943172,,,1362.0,194128.0,30261,2985263,40744,2137300,69643,4928352
136,2021-04-29,27291,2818426,39322.0,1982494,,,1462.0,195590.0,28753,3014016,40784,2178084,68075,4996427
137,2021-04-30,28158,2846584,32079.0,2014573,,,1643.0,197233.0,29801,3043817,33722,2211806,61880,5058307
138,2021-05-01,20428,2867012,26356.0,2040929,,,1024.0,198257.0,21452,3065269,27380,2239186,47808,5106115
139,2021-05-02,10268,2877280,16995.0,2057924,,,818.0,199075.0,11086,3076355,17813,2256999,28081,5134196
140,2021-05-03,12722,2890002,28370.0,2086294,,,1909.0,200984.0,14631,3090986,30279,2287278,43001,5177197
141,2021-05-04,13524,2903526,38361.0,2124655,,,1732.0,202716.0,15256,3106242,40093,2327371,53617,5230814
142,2021-05-05,19317,2922843,37622.0,2162277,,,1921.0,204637.0,21238,3127480,39543,2366914,58860,5289674
143,2021-05-06,16918,2939761,40485.0,2202762,,,1715.0,206352.0,18633,3146113,42200,2409114,59118,5348792
144,2021-05-07,17385,2957146,35949.0,2238711,,,1954.0,208306.0,19339,3165452,37903,2447017,55288,5404080
145,2021-05-08,10772,2967918,31140.0,2269851,,,1291.0,209597.0,12063,3177515,32431,2479448,43203,5447283
146,2021-05-09,5046,2972964,11889.0,2281740,,,695.0,210292.0,5741,3183256,12584,2492032,17630,5464913
147,2021-05-10,8931,2981895,30960.0,2312700,,,1357.0,211649.0,10288,3193544,32317,2524349,41248,5506161
148,2021-05-11,12177,2994072,30196.0,2342896,,,1435.0,213084.0,13612,3207156,31631,2555980,43808,5549969
149,2021-05-12,13929,3008001,38505.0,2381401,,,1914.0,214998.0,15843,3222999,40419,2596399,54348,5604317
150,2021-05-13,21804,3029805,33369.0,2414770,,,1346.0,216344.0,23150,3246149,34715,2631114,56519,5660836
151,2021-05-14,24323,3054128,29919.0,2444689,,,1770.0,218114.0,26093,3272242,31689,2662803,56012,5716848
152,2021-05-15,21873,3076001,25025.0,2469714,,,1489.0,219603.0,23362,3295604,26514,2689317,48387,5765235
153,2021-05-16,9066,3085067,17520.0,2487234,,,1111.0,220714.0,10177,3305781,18631,2707948,27697,5792932
154,2021-05-17,16821,3101888,28278.0,2515512,,,1948.0,222662.0,18769,3324550,30226,2738174,47047,5839979
155,2021-05-18,21239,3123127,30605.0,2546117,,,1942.0,224604.0,23181,3347731,32547,2770721,53786,5893765
156,2021-05-19,27572,3150699,32325.0,2578442,,,1623.0,226227.0,29195,3376926,33948,2804669,61520,5955285
157,2021-05-20,20776,3171475,33145.0,2611587,,,1963.0,228190.0,22739,3399665,35108,2839777,55884,6011169
158,2021-05-21,19130,3190605,30195.0,2641782,,,1606.0,229796.0,20736,3420401,31801,2871578,50931,6062100
159,2021-05-22,16902,3207507,20618.0,2662400,,,1269.0,231065.0,18171,3438572,21887,2893465,38789,6100889
160,2021-05-23,8750,3216257,11416.0,2673816,,,964.0,232029.0,9714,3448286,12380,2905845,21130,6122019
161,2021-05-24,13564,3229821,17696.0,2691512,,,1476.0,233505.0,15040,3463326,19172,2925017,32736,6154755
162,2021-05-25,13007,3242828,18616.0,2710128,,,1328.0,234833.0,14335,3477661,19944,2944961,32951,6187706
163,2021-05-26,18261,3261089,19402.0,2729530,,,1508.0,236341.0,19769,3497430,20910,2965871,39171,6226877
164,2021-05-27,11675,3272764,18606.0,2748136,,,1115.0,237456.0,12790,3510220,19721,2985592,31396,6258273
165,2021-05-28,12505,3285269,19694.0,2767830,,,1396.0,238852.0,13901,3524121,21090,3006682,33595,6291868
166,2021-05-29,9550,3294819,11617.0,2779447,,,934.0,239786.0,10484,3534605,12551,3019233,22101,6313969
167,2021-05-30,4968,3299787,6408.0,2785855,,,597.0,240383.0,5565,3540170,7005,3026238,11973,6325942
168,2021-05-31,1775,3301562,3700.0,2789555,,,305.0,240688.0,2080,3542250,4005,3030243,5780,6331722
169,2021-06-01,9763,3311325,16257.0,2805812,,,1150.0,241838.0,10913,3553163,17407,3047650,27170,6358892
170,2021-06-02,10224,3321549,16759.0,2822571,,,958.0,242796.0,11182,3564345,17717,3065367,27941,6386833
171,2021-06-03,7894,3329443,21122.0,2843693,,,1085.0,243881.0,8979,3573324,22207,3087574,30101,6416934
172,2021-06-04,8217,3337660,22219.0,2865912,,,1121.0,245002.0,9338,3582662,23340,3110914,31557,6448491
173,2021-06-05,7009,3344669,19396.0,2885308,,,718.0,245720.0,7727,3590389,20114,3131028,27123,6475614
174,2021-06-06,3467,3348136,7202.0,2892510,,,422.0,246142.0,3889,3594278,7624,3138652,11091,6486705
175,2021-06-07,6848,3354984,15715.0,2908225,,,725.0,246867.0,7573,3601851,16440,3155092,23288,6509993
176,2021-06-08,6674,3361658,19647.0,2927872,,,817.0,247684.0,7491,3609342,20464,3175556,27138,6537131
177,2021-06-09,8198,3369856,23875.0,2951747,,,968.0,248652.0,9166,3618508,24843,3200399,33041,6570172
178,2021-06-10,7163,3377019,19054.0,2970801,,,894.0,249546.0,8057,3626565,19948,3220347,27111,6597283
179,2021-06-11,7447,3384466,17670.0,2988471,,,1125.0,250671.0,8572,3635137,18795,3239142,26242,6623525
180,2021-06-12,5235,3389701,14707.0,3003178,,,604.0,251275.0,5839,3640976,15311,3254453,20546,6644071
181,2021-06-13,1932,3391633,7552.0,3010730,,,425.0,251700.0,2357,3643333,7977,3262430,9909,6653980
182,2021-06-14,5653,3397286,11801.0,3022531,,,728.0,252428.0,6381,3649714,12529,3274959,18182,6672162
183,2021-06-15,5642,3402928,14278.0,3036809,,,869.0,253297.0,6511,3656225,15147,3290106,20789,6692951
184,2021-06-16,8749,3411677,21531.0,3058340,,,757.0,254054.0,9506,3665731,22288,3312394,31037,6723988
185,2021-06-17,6672,3418349,12323.0,3070663,,,718.0,254772.0,7390,3673121,13041,3325435,19713,6743701
186,2021-06-18,6830,3425179,12687.0,3083350,,,703.0,255475.0,7533,3680654,13390,3338825,20220,6763921
187,2021-06-19,4656,3429835,9349.0,3092699,,,614.0,256089.0,5270,3685924,9963,3348788,14619,6778540
188,2021-06-20,2499,3432334,5032.0,3097731,,,378.0,256467.0,2877,3688801,5410,3354198,7909,6786449
189,2021-06-21,5546,3437880,5307.0,3103038,,,636.0,257103.0,6182,3694983,5943,3360141,11489,6797938
190,2021-06-22,5189,3443069,8830.0,3111868,,,681.0,257784.0,5870,3700853,9511,3369652,14700,6812638
191,2021-06-23,6056,3449125,10285.0,3122153,,,642.0,258426.0,6698,3707551,10927,3380579,16983,6829621
192,2021-06-24,5921,3455046,8172.0,3130325,,,593.0,259019.0,6514,3714065,8765,3389344,14686,6844307
193,2021-06-25,5825,3460871,8608.0,3138933,,,620.0,259639.0,6445,3720510,9228,3398572,15053,6859360
194,2021-06-26,3698,3464569,6284.0,3145217,,,396.0,260035.0,4094,3724604,6680,3405252,10378,6869738
195,2021-06-27,2802,3467371,3510.0,3148727,,,183.0,260218.0,2985,3727589,3693,3408945,6495,6876233
196,2021-06-28,4726,3472097,6077.0,3154804,,,521.0,260739.0,5247,3732836,6598,3415543,11324,6887557
197,2021-06-29,5054,3477151,6429.0,3161233,,,517.0,261256.0,5571,3738407,6946,3422489,12000,6899557
198,2021-06-30,5599,3482750,7356.0,3168589,,,602.0,261858.0,6201,3744608,7958,3430447,13557,6913114
199,2021-07-01,5328,3488078,6901.0,3175490,,,489.0,262347.0,5817,3750425,7390,3437837,12718,6925832
200,2021-07-02,5282,3493360,6797.0,3182287,,,519.0,262866.0,5801,3756226,7316,3445153,12598,6938430
201,2021-07-03,3259,3496619,4045.0,3186332,,,260.0,263126.0,3519,3759745,4305,3449458,7564,6945994
202,2021-07-04,493,3497112,542.0,3186874,,,66.0,263192.0,559,3760304,608,3450066,1101,6947095
203,2021-07-05,3749,3500861,3939.0,3190813,,,282.0,263474.0,4031,3764335,4221,3454287,7970,6955065
204,2021-07-06,4476,3505337,6221.0,3197034,,,450.0,263924.0,4926,3769261,6671,3460958,11147,6966212
205,2021-07-07,4453,3509790,6367.0,3203401,,,483.0,264407.0,4936,3774197,6850,3467808,11303,6977515
206,2021-07-08,4829,3514619,6122.0,3209523,,,563.0,264970.0,5392,3779589,6685,3474493,11514,6989029
207,2021-07-09,5346,3519965,6606.0,3216129,,,572.0,265542.0,5918,3785507,7178,3481671,12524,7001553
208,2021-07-10,3519,3523484,4372.0,3220501,,,301.0,265843.0,3820,3789327,4673,3486344,8192,7009745
209,2021-07-11,2663,3526147,2552.0,3223053,,,222.0,266065.0,2885,3792212,2774,3489118,5437,7015182
210,2021-07-12,4408,3530555,5088.0,3228141,,,374.0,266439.0,4782,3796994,5462,3494580,9870,7025052
211,2021-07-13,4744,3535299,4581.0,3232722,,,365.0,266804.0,5109,3802103,4946,3499526,9690,7034742
212,2021-07-14,4600,3539899,5242.0,3237964,,,422.0,267226.0,5022,3807125,5664,3505190,10264,7045006
213,2021-07-15,4870,3544769,4965.0,3242929,,,356.0,267582.0,5226,3812351,5321,3510511,10191,7055197
214,2021-07-16,6271,3551040,5799.0,3248728,,,401.0,267983.0,6672,3819023,6200,3516711,12471,7067668
215,2021-07-17,3403,3554443,3537.0,3252265,,,299.0,268282.0,3702,3822725,3836,3520547,7239,7074907
216,2021-07-18,2301,3556744,2363.0,3254628,,,110.0,268392.0,2411,3825136,2473,3523020,4774,7079681
217,2021-07-19,5245,3561989,4457.0,3259085,,,376.0,268768.0,5621,3830757,4833,3527853,10078,7089759
218,2021-07-20,5328,3567317,4679.0,3263764,,,366.0,269134.0,5694,3836451,5045,3532898,10373,7100132
219,2021-07-21,5629,3572946,4895.0,3268659,,,415.0,269549.0,6044,3842495,5310,3538208,10939,7111071
220,2021-07-22,6009,3578955,4596.0,3273255,,,469.0,270018.0,6478,3848973,5065,3543273,11074,7122145
221,2021-07-23,6821,3585776,4809.0,3278064,,,489.0,270507.0,7310,3856283,5298,3548571,12119,7134264
222,2021-07-24,4277,3590053,3186.0,3281250,,,267.0,270774.0,4544,3860827,3453,3552024,7730,7141994
223,2021-07-25,3289,3593342,1107.0,3282357,,,138.0,270912.0,3427,3864254,1245,3553269,4534,7146528
224,2021-07-26,6196,3599538,3876.0,3286233,,,414.0,271326.0,6610,3870864,4290,3557559,10486,7157014
225,2021-07-27,6342,3605880,4034.0,3290267,,,453.0,271779.0,6795,3877659,4487,3562046,10829,7167843
226,2021-07-28,6796,3612676,3988.0,3294255,,,458.0,272237.0,7254,3884913,4446,3566492,11242,7179085
227,2021-07-29,6804,3619480,4127.0,3298382,,,415.0,272652.0,7219,3892132,4542,3571034,11346,7190431
228,2021-07-30,7520,3627000,4497.0,3302879,,,521.0,273173.0,8041,3900173,5018,3576052,12538,7202969
229,2021-07-31,4778,3631778,3029.0,3305908,,,272.0,273445.0,5050,3905223,3301,3579353,8079,7211048
230,2021-08-01,3803,3635581,2095.0,3308003,105.0,105.0,158.0,273603.0,3961,3909184,2253,3581606,6161,7217209
231,2021-08-02,7006,3642587,3623.0,3311626,116.0,221.0,335.0,273938.0,7341,3916525,3958,3585564,11080,7228289
232,2021-08-03,6989,3649576,3889.0,3315515,79.0,300.0,508.0,274446.0,7497,3924022,4397,3589961,11465,7239754
233,2021-08-04,7154,3656730,3881.0,3319396,90.0,390.0,528.0,274974.0,7682,3931704,4409,3594370,11653,7251407
234,2021-08-05,7662,3664392,4093.0,3323489,88.0,478.0,535.0,275509.0,8197,3939901,4628,3598998,12378,7263785
235,2021-08-06,8280,3672672,4676.0,3328165,119.0,597.0,449.0,275958.0,8729,3948630,5125,3604123,13524,7277309
236,2021-08-07,5243,3677915,2786.0,3330951,85.0,682.0,264.0,276222.0,5507,3954137,3050,3607173,8378,7285687
237,2021-08-08,3949,3681864,2035.0,3332986,52.0,734.0,141.0,276363.0,4090,3958227,2176,3609349,6177,7291864
238,2021-08-09,6910,3688774,4492.0,3337478,85.0,819.0,364.0,276727.0,7274,3965501,4856,3614205,11851,7303715
239,2021-08-10,7115,3695889,4426.0,3341904,96.0,915.0,336.0,277063.0,7451,3972952,4762,3618967,11973,7315688
240,2021-08-11,7024,3702913,4415.0,3346319,92.0,1007.0,438.0,277501.0,7462,3980414,4853,3623820,11969,7327657
241,2021-08-12,8560,3711473,4695.0,3351014,134.0,1141.0,441.0,277942.0,9001,3989415,5136,3628956,13830,7341487
242,2021-08-13,7104,3718577,5322.0,3356336,189.0,1330.0,390.0,278332.0,7494,3996909,5712,3634668,13005,7354492
243,2021-08-14,4913,3723490,3327.0,3359663,664.0,1994.0,285.0,278617.0,5198,4002107,3612,3638280,9189,7363681
244,2021-08-15,3314,3726804,2722.0,3362385,558.0,2552.0,163.0,278780.0,3477,4005584,2885,3641165,6757,7370438
245,2021-08-16,5411,3732215,5062.0,3367447,1219.0,3771.0,349.0,279129.0,5760,4011344,5411,3646576,12041,7382479
246,2021-08-17,6936,3739151,5163.0,3372610,1425.0,5196.0,387.0,279516.0,7323,4018667,5550,3652126,13911,7396390
247,2021-08-18,6502,3745653,5270.0,3377880,1596.0,6792.0,472.0,279988.0,6974,4025641,5742,3657868,13840,7410230
248,2021-08-19,5972,3751625,5304.0,3383184,1612.0,8404.0,410.0,280398.0,6382,4032023,5714,3663582,13298,7423528
249,2021-08-20,7022,3758647,6296.0,3389480,1679.0,10083.0,401.0,280799.0,7423,4039446,6697,3670279,15398,7438926
250,2021-08-21,4309,3762956,3900.0,3393380,856.0,10939.0,225.0,281024.0,4534,4043980,4125,3674404,9290,7448216
251,2021-08-22,3061,3766017,3153.0,3396533,789.0,11728.0,109.0,281133.0,3170,4047150,3262,3677666,7112,7455328
252,2021-08-23,6152,3772169,5898.0,3402431,1752.0,13480.0,285.0,281418.0,6437,4053587,6183,3683849,14087,7469415
253,2021-08-24,6631,3778800,5854.0,3408285,1670.0,15150.0,423.0,281841.0,7054,4060641,6277,3690126,14578,7483993
