,VACCINATION_DATE,5-11 percent,12-17 percent,18-49 percent,50-64 percent,65 and Older percent,5-11 total,12-17 total,18-49 total,50-64 total,65 and Older total
50,2021-02-02 15:00:00,,0.118,7.95,9.758,20.162,,531.0,200618,119844,193435
51,2021-02-03 15:00:00,,0.123,8.137,10.016,21.244,,556.0,205321,123016,203817
52,2021-02-04 15:00:00,,0.127,8.341,10.343,22.595,,572.0,210481,127037,216774
53,2021-02-05 15:00:00,,0.13,8.549,10.635,23.803,,587.0,215713,130621,228369
54,2021-02-06 15:00:00,,0.133,8.684,10.802,24.419,,600.0,219136,132669,234273
55,2021-02-07 15:00:00,,0.134,8.743,10.889,24.776,,607.0,220620,133746,237699
56,2021-02-08 15:00:00,,0.138,8.87,11.063,25.574,,622.0,223832,135881,245360
57,2021-02-09 15:00:00,,0.141,9.03,11.283,26.609,,637.0,227864,138585,255283
58,2021-02-10 15:00:00,,0.146,9.198,11.537,27.856,,662.0,232089,141704,267252
59,2021-02-11 15:00:00,,0.152,9.424,11.863,29.234,,688.0,237799,145700,280471
60,2021-02-12 15:00:00,,0.154,9.656,12.195,30.33,,698.0,243648,149779,290984
61,2021-02-13 15:00:00,,0.158,9.768,12.362,31.015,,716.0,246476,151834,297559
62,2021-02-14 15:00:00,,0.163,9.852,12.475,31.39,,735.0,248597,153218,301157
63,2021-02-15 15:00:00,,0.165,9.964,12.626,32.126,,747.0,251439,155076,308218
64,2021-02-16 15:00:00,,0.171,10.136,12.892,33.069,,773.0,255766,158340,317259
65,2021-02-17 15:00:00,,0.172,10.385,13.239,34.125,,779.0,262057,162598,327396
66,2021-02-18 15:00:00,,0.173,10.425,13.297,34.28,,783.0,263062,163311,328881
67,2021-02-19 15:00:00,,0.176,10.534,13.448,34.868,,795.0,265816,165176,334519
68,2021-02-20 15:00:00,,0.181,10.646,13.606,35.445,,820.0,268638,167111,340060
69,2021-02-21 15:00:00,,0.185,10.702,13.688,35.838,,835.0,270044,168116,343829
70,2021-02-22 15:00:00,,0.188,10.783,13.806,36.31,,848.0,272104,169568,348355
71,2021-02-23 15:00:00,,0.196,10.948,14.046,37.185,,885.0,276262,172519,356753
72,2021-02-24 15:00:00,,0.203,11.143,14.356,38.15,,918.0,281175,176328,366006
73,2021-02-25 15:00:00,,0.211,11.339,14.656,39.373,,954.0,286129,180006,377747
74,2021-02-26 15:00:00,,0.218,11.602,15.029,40.985,,984.0,292756,184593,393204
75,2021-02-27 15:00:00,,0.228,11.786,15.305,41.815,,1032.0,297398,187974,401167
76,2021-02-28 15:00:00,,0.236,11.955,15.574,42.64,,1066.0,301664,191278,409091
77,2021-03-01 15:00:00,,0.251,12.272,16.092,43.981,,1132.0,309675,197650,421950
78,2021-03-02 15:00:00,,0.258,12.524,16.503,45.295,,1168.0,316033,202695,434562
79,2021-03-03 15:00:00,,0.269,12.878,17.052,46.833,,1214.0,324954,209434,449311
80,2021-03-04 15:00:00,,0.276,13.27,17.67,48.663,,1246.0,334862,217023,466873
81,2021-03-05 15:00:00,,0.285,13.619,18.265,50.631,,1288.0,343662,224327,485747
82,2021-03-06 15:00:00,,0.304,13.924,18.756,51.798,,1372.0,351356,230366,496949
83,2021-03-07 15:00:00,,0.313,14.172,19.123,52.627,,1416.0,357615,234873,504901
84,2021-03-08 15:00:00,,0.331,14.554,19.759,54.366,,1498.0,367250,242678,521590
85,2021-03-09 15:00:00,,0.353,14.958,20.419,56.045,,1595.0,377441,250791,537693
86,2021-03-10 15:00:00,,0.377,15.423,21.198,57.756,,1705.0,389179,260361,554113
87,2021-03-11 15:00:00,,0.412,15.939,22.057,59.453,,1863.0,402202,270910,570393
88,2021-03-12 15:00:00,,0.443,16.446,22.908,61.169,,2001.0,415008,281359,586857
89,2021-03-13 15:00:00,,0.479,16.81,23.5,61.971,,2165.0,424186,288633,594547
90,2021-03-14 15:00:00,,0.514,17.124,23.972,62.492,,2321.0,432098,294426,599541
91,2021-03-15 15:00:00,,0.551,17.617,24.723,63.395,,2490.0,444535,303652,608212
92,2021-03-16 15:00:00,,0.598,18.125,25.542,64.559,,2703.0,457367,313708,619376
93,2021-03-17 15:00:00,,0.655,18.685,26.452,65.941,,2961.0,471497,324892,632636
94,2021-03-18 15:00:00,,0.707,19.365,27.53,67.214,,3195.0,488650,338126,644851
95,2021-03-19 15:00:00,,0.753,19.968,28.556,68.404,,3402.0,503867,350723,656269
96,2021-03-20 15:00:00,,0.81,20.416,29.267,68.941,,3661.0,515171,359463,661416
97,2021-03-21 15:00:00,,0.861,20.775,29.837,69.28,,3889.0,524231,366467,664674
98,2021-03-22 15:00:00,,0.92,21.335,30.844,69.975,,4158.0,538376,378833,671342
99,2021-03-23 15:00:00,,0.989,21.972,32.114,70.81,,4467.0,554440,394424,679353
100,2021-03-24 15:00:00,,1.06,22.663,33.504,71.609,,4789.0,571870,411495,687011
101,2021-03-25 15:00:00,,1.137,23.438,35.02,72.323,,5138.0,591435,430114,693867
102,2021-03-26 15:00:00,,1.194,24.101,36.364,72.888,,5396.0,608151,446622,699283
103,2021-03-27 15:00:00,,1.25,24.602,37.35,73.298,,5647.0,620815,458737,703220
104,2021-03-28 15:00:00,,1.295,24.923,38.062,73.465,,5852.0,628901,467476,704820
105,2021-03-29 15:00:00,,1.367,25.455,39.175,73.824,,6179.0,642331,481147,708261
106,2021-03-30 15:00:00,,1.483,26.2,40.654,74.287,,6701.0,661136,499321,712709
107,2021-03-31 15:00:00,,1.636,27.066,42.165,74.881,,7393.0,682976,517875,718404
108,2021-04-01 15:00:00,,1.771,27.944,43.834,75.404,,8005.0,705144,538377,723419
109,2021-04-02 15:00:00,,1.935,28.721,45.154,75.877,,8743.0,724752,554582,727959
110,2021-04-03 15:00:00,,2.068,29.284,45.875,76.077,,9343.0,738946,563446,729882
111,2021-04-04 15:00:00,,2.115,29.493,46.129,76.147,,9559.0,744221,566560,730551
112,2021-04-05 15:00:00,,2.302,30.236,47.091,76.482,,10403.0,762980,578378,733761
113,2021-04-06 15:00:00,,2.558,31.319,48.489,76.969,,11558.0,790302,595543,738436
114,2021-04-07 15:00:00,,2.823,32.381,49.833,77.45,,12759.0,817097,612055,743049
115,2021-04-08 15:00:00,,3.093,33.598,51.372,78.014,,13977.0,847799,630962,748466
116,2021-04-09 15:00:00,,3.332,34.686,52.653,78.469,,15057.0,875255,646693,752830
117,2021-04-10 15:00:00,,3.644,35.386,53.464,78.689,,16468.0,892932,656647,754940
118,2021-04-11 15:00:00,,3.88,36.075,54.105,78.834,,17532.0,910313,664522,756329
119,2021-04-12 15:00:00,,4.095,36.909,54.978,79.122,,18504.0,931368,675250,759093
120,2021-04-13 15:00:00,,4.497,37.911,56.012,79.379,,20323.0,956635,687947,761561
121,2021-04-14 15:00:00,,5.029,38.877,56.913,79.647,,22724.0,981012,699007,764129
122,2021-04-15 15:00:00,,5.376,39.888,57.842,79.904,,24295.0,1006524,710421,766595
123,2021-04-16 15:00:00,,5.808,40.754,58.661,80.168,,26246.0,1028371,720482,769125
124,2021-04-17 15:00:00,,6.369,41.529,59.319,80.323,,28781.0,1047946,728567,770620
125,2021-04-18 15:00:00,,6.829,42.01,59.72,80.42,,30862.0,1060084,733492,771545
126,2021-04-19 15:00:00,,7.125,42.701,60.366,80.616,,32198.0,1077514,741421,773424
127,2021-04-20 15:00:00,,7.463,43.408,61.03,80.846,,33727.0,1095359,749581,775629
128,2021-04-21 15:00:00,,8.123,44.352,61.825,81.095,,36708.0,1119183,759342,778026
129,2021-04-22 15:00:00,,8.515,45.2,62.588,81.341,,38479.0,1140558,768711,780381
130,2021-04-23 15:00:00,,8.945,45.971,63.302,81.573,,40422.0,1160036,777477,782606
131,2021-04-24 15:00:00,,9.424,46.613,63.839,81.735,,42586.0,1176230,784081,784164
132,2021-04-25 15:00:00,,9.823,47.079,64.218,81.844,,44390.0,1187985,788732,785207
133,2021-04-26 15:00:00,,10.142,47.71,64.768,82.051,,45832.0,1203915,795488,787190
134,2021-04-27 15:00:00,,10.475,48.36,65.373,82.306,,47336.0,1220310,802913,789636
135,2021-04-28 15:00:00,,11.084,49.057,65.98,82.565,,50087.0,1237907,810376,792126
136,2021-04-29 15:00:00,,11.447,49.715,66.607,82.813,,51730.0,1254513,818071,794503
137,2021-04-30 15:00:00,,11.817,50.429,67.242,83.062,,53399.0,1272506,825871,796898
138,2021-05-01 15:00:00,,12.165,50.915,67.649,83.209,,54972.0,1284793,830875,798308
139,2021-05-02 15:00:00,,12.323,51.164,67.843,83.277,,55689.0,1291074,833253,798954
140,2021-05-03 15:00:00,,12.492,51.498,68.146,83.415,,56452.0,1299492,836982,800283
141,2021-05-04 15:00:00,,12.717,51.841,68.475,83.579,,57468.0,1308151,841013,801854
142,2021-05-05 15:00:00,,13.146,52.308,68.909,83.768,,59405.0,1319939,846347,803670
143,2021-05-06 15:00:00,,13.344,52.735,69.303,83.963,,60300.0,1330707,851192,805537
144,2021-05-07 15:00:00,,13.554,53.209,69.686,84.136,,61248.0,1342673,855886,807199
145,2021-05-08 15:00:00,,13.743,53.498,69.914,84.222,,62105.0,1349970,858698,808024
146,2021-05-09 15:00:00,,13.851,53.644,70.015,84.261,,62594.0,1353648,859929,808398
147,2021-05-10 15:00:00,,13.962,53.88,70.225,84.359,,63095.0,1359611,862513,809334
148,2021-05-11 15:00:00,,14.142,54.211,70.484,84.49,,63906.0,1367964,865698,810594
149,2021-05-12 15:00:00,,14.571,54.563,70.767,84.629,,65845.0,1376846,869169,811925
150,2021-05-13 15:00:00,,16.991,54.875,71.022,84.76,,76781.0,1384718,872296,813184
151,2021-05-14 15:00:00,,19.336,55.272,71.339,84.904,,87377.0,1394719,876192,814567
152,2021-05-15 15:00:00,,21.954,55.571,71.554,84.99,,99209.0,1402258,878831,815386
153,2021-05-16 15:00:00,,22.911,55.731,71.669,85.033,,103534.0,1406305,880247,815806
154,2021-05-17 15:00:00,,24.464,56.018,71.902,85.147,,110551.0,1413550,883113,816894
155,2021-05-18 15:00:00,,26.377,56.396,72.187,85.288,,119195.0,1423099,886607,818249
156,2021-05-19 15:00:00,,29.443,56.817,72.478,85.42,,133049.0,1433713,890182,819515
157,2021-05-20 15:00:00,,30.95,57.22,72.762,85.569,,139859.0,1443876,893673,820946
158,2021-05-21 15:00:00,,32.433,57.591,73.045,85.697,,146563.0,1453244,897151,822172
159,2021-05-22 15:00:00,,33.904,57.89,73.242,85.769,,153211.0,1460791,899571,822861
160,2021-05-23 15:00:00,,34.656,58.075,73.352,85.807,,156607.0,1465461,900917,823226
161,2021-05-24 15:00:00,,35.543,58.354,73.558,85.905,,160615.0,1472505,903444,824172
162,2021-05-25 15:00:00,,36.283,58.645,73.773,86.017,,163959.0,1479845,906090,825241
163,2021-05-26 15:00:00,,38.17,58.954,73.987,86.115,,172490.0,1487630,908715,826182
164,2021-05-27 15:00:00,,38.73,59.213,74.176,86.218,,175020.0,1494172,911044,827174
165,2021-05-28 15:00:00,,39.382,59.493,74.376,86.316,,177964.0,1501248,913489,828111
166,2021-05-29 15:00:00,,40.037,59.7,74.503,86.361,,180924.0,1506463,915055,828548
167,2021-05-30 15:00:00,,40.349,59.822,74.569,86.388,,182335.0,1509550,915867,828801
168,2021-05-31 15:00:00,,40.41,59.864,74.6,86.404,,182612.0,1510600,916248,828960
169,2021-06-01 15:00:00,,40.853,60.103,74.766,86.503,,184611.0,1516628,918291,829910
170,2021-06-02 15:00:00,,41.598,60.311,74.913,86.585,,187978.0,1521875,920088,830696
171,2021-06-03 15:00:00,,41.974,60.5,75.055,86.667,,189680.0,1526636,921829,831480
172,2021-06-04 15:00:00,,42.367,60.695,75.204,86.748,,191454.0,1531561,923668,832260
173,2021-06-05 15:00:00,,42.848,60.847,75.307,86.794,,193629.0,1535416,924924,832695
174,2021-06-06 15:00:00,,43.09,60.927,75.354,86.814,,194721.0,1537434,925503,832889
175,2021-06-07 15:00:00,,43.467,61.086,75.46,86.874,,196425.0,1541433,926814,833465
176,2021-06-08 15:00:00,,43.826,61.24,75.572,86.938,,198048.0,1545322,928188,834082
177,2021-06-09 15:00:00,,44.413,61.415,75.689,87.007,,200700.0,1549746,929620,834741
178,2021-06-10 15:00:00,,44.797,61.58,75.812,87.074,,202433.0,1553903,931135,835388
179,2021-06-11 15:00:00,,45.24,61.756,75.942,87.136,,204435.0,1558334,932727,835982
180,2021-06-12 15:00:00,,45.567,61.879,76.02,87.167,,205914.0,1561445,933687,836281
181,2021-06-13 15:00:00,,45.656,61.937,76.051,87.182,,206316.0,1562901,934062,836422
182,2021-06-14 15:00:00,,45.981,62.07,76.137,87.232,,207786.0,1566272,935128,836905
183,2021-06-15 15:00:00,,46.286,62.206,76.235,87.287,,209165.0,1569690,936332,837429
184,2021-06-16 15:00:00,,46.754,62.349,76.33,87.342,,211279.0,1573293,937495,837960
185,2021-06-17 15:00:00,,47.128,62.499,76.437,87.403,,212969.0,1577096,938804,838542
186,2021-06-18 15:00:00,,47.476,62.648,76.549,87.461,,214543.0,1580857,940186,839093
187,2021-06-19 15:00:00,,47.734,62.759,76.618,87.49,,215708.0,1583657,941037,839379
188,2021-06-20 15:00:00,,47.867,62.823,76.651,87.503,,216309.0,1585266,941434,839500
189,2021-06-21 15:00:00,,48.185,62.95,76.735,87.552,,217747.0,1588474,942464,839971
190,2021-06-22 15:00:00,,48.462,63.079,76.822,87.599,,218997.0,1591731,943539,840425
191,2021-06-23 15:00:00,,48.839,63.211,76.918,87.652,,220700.0,1595059,944711,840931
192,2021-06-24 15:00:00,,49.135,63.341,77.006,87.706,,222039.0,1598327,945801,841452
193,2021-06-25 15:00:00,,49.425,63.474,77.103,87.755,,223347.0,1601692,946988,841917
194,2021-06-26 15:00:00,,49.616,63.565,77.16,87.781,,224211.0,1603987,947685,842166
195,2021-06-27 15:00:00,,49.758,63.631,77.195,87.794,,224853.0,1605656,948115,842294
196,2021-06-28 15:00:00,,50.023,63.746,77.264,87.832,,226049.0,1608564,948967,842655
197,2021-06-29 15:00:00,,50.279,63.868,77.34,87.876,,227208.0,1611634,949899,843079
198,2021-06-30 15:00:00,,50.605,63.998,77.424,87.922,,228682.0,1614928,950936,843520
199,2021-07-01 15:00:00,,50.879,64.12,77.499,87.967,,229918.0,1617986,951848,843950
200,2021-07-02 15:00:00,,51.127,64.24,77.585,88.009,,231039.0,1621020,952906,844355
201,2021-07-03 15:00:00,,51.276,64.318,77.633,88.031,,231713.0,1622980,953497,844569
202,2021-07-04 15:00:00,,51.294,64.329,77.64,88.035,,231796.0,1623258,953586,844601
203,2021-07-05 15:00:00,,51.493,64.42,77.691,88.058,,232696.0,1625562,954210,844826
204,2021-07-06 15:00:00,,51.711,64.526,77.761,88.101,,233678.0,1628236,955070,845236
205,2021-07-07 15:00:00,,51.941,64.634,77.829,88.137,,234719.0,1630963,955910,845580
206,2021-07-08 15:00:00,,52.176,64.75,77.905,88.175,,235782.0,1633889,956842,845950
207,2021-07-09 15:00:00,,52.424,64.876,77.991,88.221,,236902.0,1637075,957894,846388
208,2021-07-10 15:00:00,,52.606,64.958,78.042,88.241,,237722.0,1639129,958523,846584
209,2021-07-11 15:00:00,,52.75,65.021,78.075,88.252,,238373.0,1640735,958926,846685
210,2021-07-12 15:00:00,,52.98,65.124,78.142,88.289,,239414.0,1643325,959750,847040
211,2021-07-13 15:00:00,,53.241,65.23,78.207,88.328,,240593.0,1646003,960548,847420
212,2021-07-14 15:00:00,,53.51,65.334,78.272,88.366,,241810.0,1648620,961349,847780
213,2021-07-15 15:00:00,,53.796,65.439,78.342,88.407,,243102.0,1651290,962201,848177
214,2021-07-16 15:00:00,,54.068,65.56,78.421,88.451,,244331.0,1654324,963177,848591
215,2021-07-17 15:00:00,,54.241,65.641,78.472,88.47,,245112.0,1656364,963805,848778
216,2021-07-18 15:00:00,,54.347,65.692,78.503,88.481,,245591.0,1657661,964180,848887
217,2021-07-19 15:00:00,,54.614,65.808,78.581,88.526,,246799.0,1660582,965146,849311
218,2021-07-20 15:00:00,,54.899,65.926,78.664,88.572,,248087.0,1663555,966157,849755
219,2021-07-21 15:00:00,,55.22,66.051,78.747,88.618,,249535.0,1666715,967185,850197
220,2021-07-22 15:00:00,,55.557,66.178,78.845,88.675,,251060.0,1669920,968383,850748
221,2021-07-23 15:00:00,,55.898,66.329,78.962,88.731,,252600.0,1673748,969817,851282
222,2021-07-24 15:00:00,,56.108,66.43,79.026,88.761,,253547.0,1676274,970609,851570
223,2021-07-25 15:00:00,,56.279,66.507,79.07,88.778,,254321.0,1678226,971147,851729
224,2021-07-26 15:00:00,,56.607,66.648,79.161,88.827,,255803.0,1681790,972271,852202
225,2021-07-27 15:00:00,,56.937,66.8,79.262,88.88,,257296.0,1685633,973503,852709
226,2021-07-28 15:00:00,,57.312,66.959,79.368,88.938,,258991.0,1689635,974804,853268
227,2021-07-29 15:00:00,,57.675,67.119,79.472,88.993,,260632.0,1693667,976085,853794
228,2021-07-30 15:00:00,,58.085,67.295,79.597,89.046,,262483.0,1698123,977626,854307
229,2021-07-31 15:00:00,,58.309,67.408,79.669,89.074,,263493.0,1700964,978508,854576
230,2021-08-01 15:00:00,,58.497,67.505,79.719,89.093,,264345.0,1703409,979115,854754
231,2021-08-02 15:00:00,,58.85,67.671,79.827,89.146,,265940.0,1707606,980443,855259
232,2021-08-03 15:00:00,,59.233,67.837,79.938,89.2,,267671.0,1711782,981807,855783
233,2021-08-04 15:00:00,,59.612,68.007,80.055,89.256,,269382.0,1716077,983247,856315
234,2021-08-05 15:00:00,,60.021,68.19,80.171,89.314,,271233.0,1720707,984672,856877
235,2021-08-06 15:00:00,,60.413,68.384,80.298,89.374,,273001.0,1725587,986235,857455
236,2021-08-07 15:00:00,,60.664,68.514,80.371,89.4,,274136.0,1728876,987132,857703
237,2021-08-08 15:00:00,,60.857,68.611,80.42,89.417,,275010.0,1731309,987723,857864
238,2021-08-09 15:00:00,,61.224,68.771,80.517,89.462,,276669.0,1735364,988916,858291
239,2021-08-10 15:00:00,,61.597,68.936,80.616,89.509,,278351.0,1739523,990139,858742
240,2021-08-11 15:00:00,,61.973,69.1,80.714,89.562,,280053.0,1743650,991343,859256
241,2021-08-12 15:00:00,,62.327,69.254,80.812,89.612,,281650.0,1747546,992544,859731
242,2021-08-13 15:00:00,,62.709,69.419,80.915,89.657,,283377.0,1751707,993806,860161
243,2021-08-14 15:00:00,,62.977,69.532,80.984,89.684,,284588.0,1754565,994655,860422
244,2021-08-15 15:00:00,,63.144,69.613,81.025,89.705,,285345.0,1756593,995160,860627
245,2021-08-16 15:00:00,,63.426,69.739,81.102,89.748,,286619.0,1759779,996103,861040
246,2021-08-17 15:00:00,,63.825,69.888,81.193,89.803,,288420.0,1763549,997223,861563
247,2021-08-18 15:00:00,,64.15,70.037,81.28,89.859,,289892.0,1767300,998296,862099
248,2021-08-19 15:00:00,,64.48,70.177,81.37,89.911,,291379.0,1770848,999391,862601
249,2021-08-20 15:00:00,,64.812,70.336,81.47,89.963,,292883.0,1774837,1000630,863103
250,2021-08-21 15:00:00,,65.069,70.429,81.526,89.995,,294042.0,1777194,1001312,863411
251,2021-08-22 15:00:00,,65.23,70.501,81.562,90.013,,294769.0,1779024,1001759,863578
252,2021-08-23 15:00:00,,65.547,70.634,81.646,90.064,,296205.0,1782363,1002784,864070
253,2021-08-24 15:00:00,,65.884,70.786,81.735,90.119,,297726.0,1786203,1003882,864597
254,2021-08-25 15:00:00,,66.252,70.939,81.828,90.172,,299390.0,1790075,1005017,865106
255,2021-08-26 15:00:00,,66.602,71.102,81.922,90.23,,300971.0,1794186,1006170,865662
256,2021-08-27 15:00:00,,66.957,71.259,82.011,90.281,,302575.0,1798130,1007273,866152
257,2021-08-28 15:00:00,,67.218,71.37,82.074,90.308,,303752.0,1800931,1008040,866408
258,2021-08-29 15:00:00,,67.387,71.451,82.112,90.33,,304518.0,1802992,1008512,866622
259,2021-08-30 15:00:00,,67.626,71.596,82.192,90.383,,305599.0,1806643,1009490,867132
260,2021-08-31 15:00:00,,67.851,71.742,82.272,90.439,,306614.0,1810331,1010471,867667
261,2021-09-01 15:00:00,,68.059,71.881,82.356,90.482,,307555.0,1813822,1011506,868084
262,2021-09-02 15:00:00,,68.273,72.014,82.433,90.524,,308521.0,1817182,1012456,868481
263,2021-09-03 15:00:00,,68.551,72.146,82.514,90.57,,309779.0,1820528,1013452,868923
264,2021-09-04 15:00:00,,68.766,72.225,82.556,90.588,,310751.0,1822515,1013966,869099
265,2021-09-05 15:00:00,,68.922,72.296,82.588,90.606,,311454.0,1824319,1014354,869271
266,2021-09-06 15:00:00,,68.978,72.321,82.602,90.614,,311708.0,1824937,1014533,869350
267,2021-09-07 15:00:00,,69.216,72.44,82.668,90.657,,312784.0,1827948,1015343,869764
268,2021-09-08 15:00:00,,69.376,72.564,82.733,90.698,,313506.0,1831076,1016136,870150
269,2021-09-09 15:00:00,,69.526,72.694,82.805,90.749,,314185.0,1834350,1017027,870642
270,2021-09-10 15:00:00,,69.721,72.84,82.893,90.798,,315066.0,1838035,1018103,871111
271,2021-09-11 15:00:00,,69.922,72.93,82.945,90.818,,315972.0,1840309,1018743,871302
272,2021-09-12 15:00:00,,70.037,72.999,82.979,90.834,,316495.0,1842054,1019163,871459
273,2021-09-13 15:00:00,,70.163,73.122,83.052,90.876,,317063.0,1845141,1020054,871864
274,2021-09-14 15:00:00,,70.3,73.244,83.118,90.919,,317681.0,1848226,1020871,872276
275,2021-09-15 15:00:00,,70.485,73.364,83.184,90.96,,318518.0,1851264,1021676,872671
276,2021-09-16 15:00:00,,70.677,73.473,83.246,91.001,,319386.0,1854014,1022439,873062
277,2021-09-17 15:00:00,,70.857,73.6,83.315,91.043,,320197.0,1857217,1023279,873466
278,2021-09-18 15:00:00,,71.008,73.685,83.358,91.066,,320881.0,1859361,1023818,873683
279,2021-09-19 15:00:00,,71.103,73.743,83.386,91.082,,321310.0,1860826,1024155,873841
280,2021-09-20 15:00:00,,71.213,73.838,83.443,91.123,,321808.0,1863223,1024863,874226
281,2021-09-21 15:00:00,,71.333,73.945,83.497,91.159,,322349.0,1865928,1025518,874580
282,2021-09-22 15:00:00,,71.455,74.045,83.555,91.201,,322903.0,1868447,1026234,874979
283,2021-09-23 15:00:00,,71.577,74.141,83.613,91.244,,323451.0,1870870,1026949,875389
284,2021-09-24 15:00:00,,71.746,74.253,83.676,91.311,,324217.0,1873696,1027724,876034
285,2021-09-25 15:00:00,,71.864,74.32,83.722,91.368,,324749.0,1875378,1028281,876580
286,2021-09-26 15:00:00,,71.937,74.368,83.749,91.399,,325078.0,1876596,1028611,876878
287,2021-09-27 15:00:00,,72.068,74.466,83.81,91.497,,325670.0,1879054,1029364,877819
288,2021-09-28 15:00:00,,72.181,74.564,83.87,91.59,,326180.0,1881544,1030099,878711
289,2021-09-29 15:00:00,,72.278,74.67,83.931,91.68,,326620.0,1884199,1030847,879575
290,2021-09-30 15:00:00,,72.386,74.777,83.996,91.767,,327109.0,1886917,1031643,880407
291,2021-10-01 15:00:00,,72.539,74.898,84.072,91.861,,327800.0,1889972,1032578,881310
292,2021-10-02 15:00:00,,72.64,74.964,84.113,91.902,,328258.0,1891630,1033090,881708
