,Region,County,First Dose,Series Complete,Report as of
6309,Southern Tier,Schuyler,5361,2895,03/25/2021
6310,Finger Lakes,Seneca,9323,4313,03/25/2021
6311,North Country,St. Lawrence,36294,24526,03/25/2021
6312,Southern Tier,Steuben,22723,10642,03/25/2021
6313,Long Island,Suffolk,399424,220213,03/25/2021
6314,Mid-Hudson,Sullivan,18532,8371,03/25/2021
6315,Southern Tier,Tioga,10783,5960,03/25/2021
6316,Southern Tier,Tompkins,34923,16195,03/25/2021
6317,Mid-Hudson,Ulster,55628,25808,03/25/2021
6318,Capital Region,Warren,23098,12670,03/25/2021
6319,Capital Region,Washington,15436,7782,03/25/2021
6320,Finger Lakes,Wayne,26065,12465,03/25/2021
6321,Mid-Hudson,Westchester,302563,166058,03/25/2021
6322,Finger Lakes,Wyoming,9712,5016,03/25/2021
6323,Finger Lakes,Yates,7511,4308,03/25/2021
6324,Capital Region,Albany,104116,56977,03/26/2021
6325,Western New York,Allegany,10422,5844,03/26/2021
6326,New York City,Bronx,238961,132527,03/26/2021
6327,Southern Tier,Broome,60518,37693,03/26/2021
6328,Western New York,Cattaraugus,18900,10824,03/26/2021
6329,Central New York,Cayuga,22817,13806,03/26/2021
6330,Western New York,Chautauqua,36414,17884,03/26/2021
6331,Southern Tier,Chemung,22959,13140,03/26/2021
6332,Southern Tier,Chenango,12959,6977,03/26/2021
6333,North Country,Clinton,31346,20466,03/26/2021
6334,Capital Region,Columbia,19164,9832,03/26/2021
6335,Central New York,Cortland,13351,6995,03/26/2021
6336,Southern Tier,Delaware,10836,5233,03/26/2021
6337,Mid-Hudson,Dutchess,84600,40957,03/26/2021
6338,Western New York,Erie,276661,148843,03/26/2021
6339,North Country,Essex,14601,8965,03/26/2021
6340,North Country,Franklin,17255,11395,03/26/2021
6341,Mohawk Valley,Fulton,12103,6815,03/26/2021
6342,Finger Lakes,Genesee,15207,8494,03/26/2021
6343,Capital Region,Greene,13214,6017,03/26/2021
6344,North Country,Hamilton,2427,1731,03/26/2021
6345,Mohawk Valley,Herkimer,17227,11016,03/26/2021
6346,North Country,Jefferson,29718,18157,03/26/2021
6347,New York City,Kings,533976,278522,03/26/2021
6348,North Country,Lewis,7118,4293,03/26/2021
6349,Finger Lakes,Livingston,17299,9837,03/26/2021
6350,Central New York,Madison,24651,13999,03/26/2021
6351,Finger Lakes,Monroe,235926,126521,03/26/2021
6352,Mohawk Valley,Montgomery,14886,7643,03/26/2021
6353,Long Island,Nassau,461104,274379,03/26/2021
6354,New York City,New York,533800,308988,03/26/2021
6355,Western New York,Niagara,57303,30165,03/26/2021
6356,Mohawk Valley,Oneida,71492,45169,03/26/2021
6357,Central New York,Onondaga,156716,100655,03/26/2021
6358,Finger Lakes,Ontario,38760,21085,03/26/2021
6359,Mid-Hudson,Orange,88055,44783,03/26/2021
6360,Finger Lakes,Orleans,8607,4624,03/26/2021
6361,Central New York,Oswego,32865,18591,03/26/2021
6362,Mohawk Valley,Otsego,18686,9796,03/26/2021
6363,Mid-Hudson,Putnam,31104,16472,03/26/2021
6364,New York City,Queens,598944,313581,03/26/2021
6365,Capital Region,Rensselaer,49822,26395,03/26/2021
6366,New York City,Richmond,129934,73576,03/26/2021
6367,Mid-Hudson,Rockland,89257,49002,03/26/2021
6368,Capital Region,Saratoga,78713,44049,03/26/2021
6369,Capital Region,Schenectady,54896,28674,03/26/2021
6370,Mohawk Valley,Schoharie,8027,3960,03/26/2021
6371,Southern Tier,Schuyler,5431,2968,03/26/2021
6372,Finger Lakes,Seneca,9413,4686,03/26/2021
6373,North Country,St. Lawrence,36644,25664,03/26/2021
6374,Southern Tier,Steuben,23249,11284,03/26/2021
6375,Long Island,Suffolk,407218,226536,03/26/2021
6376,Mid-Hudson,Sullivan,18842,8595,03/26/2021
6377,Southern Tier,Tioga,10941,6106,03/26/2021
6378,Southern Tier,Tompkins,36138,16630,03/26/2021
6379,Mid-Hudson,Ulster,57916,26858,03/26/2021
6380,Capital Region,Warren,23365,13113,03/26/2021
6381,Capital Region,Washington,15592,8062,03/26/2021
6382,Finger Lakes,Wayne,26365,13255,03/26/2021
6383,Mid-Hudson,Westchester,307755,172514,03/26/2021
6384,Finger Lakes,Wyoming,9902,5158,03/26/2021
6385,Finger Lakes,Yates,7571,4475,03/26/2021
6386,Capital Region,Albany,105142,59769,03/27/2021
6387,Western New York,Allegany,10793,5965,03/27/2021
6388,New York City,Bronx,243472,136892,03/27/2021
6389,Southern Tier,Broome,61058,38434,03/27/2021
6390,Western New York,Cattaraugus,19162,11126,03/27/2021
6391,Central New York,Cayuga,23083,14074,03/27/2021
6392,Western New York,Chautauqua,36937,19363,03/27/2021
6393,Southern Tier,Chemung,23094,13285,03/27/2021
6394,Southern Tier,Chenango,13062,7286,03/27/2021
6395,North Country,Clinton,31691,20845,03/27/2021
6396,Capital Region,Columbia,19354,10337,03/27/2021
6397,Central New York,Cortland,13518,7612,03/27/2021
6398,Southern Tier,Delaware,11001,5385,03/27/2021
6399,Mid-Hudson,Dutchess,86062,43233,03/27/2021
6400,Western New York,Erie,282055,155246,03/27/2021
6401,North Country,Essex,14711,9135,03/27/2021
6402,North Country,Franklin,17390,11621,03/27/2021
6403,Mohawk Valley,Fulton,12569,7037,03/27/2021
6404,Finger Lakes,Genesee,15318,8916,03/27/2021
6405,Capital Region,Greene,13285,6227,03/27/2021
6406,North Country,Hamilton,2430,1741,03/27/2021
6407,Mohawk Valley,Herkimer,17475,11464,03/27/2021
6408,North Country,Jefferson,30037,18448,03/27/2021
6409,New York City,Kings,545584,289319,03/27/2021
6410,North Country,Lewis,7184,4317,03/27/2021
6411,Finger Lakes,Livingston,17442,10069,03/27/2021
6412,Central New York,Madison,24853,14429,03/27/2021
6413,Finger Lakes,Monroe,239126,132351,03/27/2021
6414,Mohawk Valley,Montgomery,15091,7869,03/27/2021
6415,Long Island,Nassau,469659,284627,03/27/2021
6416,New York City,New York,543640,319613,03/27/2021
6417,Western New York,Niagara,58029,31049,03/27/2021
6418,Mohawk Valley,Oneida,72283,47835,03/27/2021
6419,Central New York,Onondaga,158292,103046,03/27/2021
6420,Finger Lakes,Ontario,39083,21687,03/27/2021
6421,Mid-Hudson,Orange,89364,46143,03/27/2021
6422,Finger Lakes,Orleans,8659,4792,03/27/2021
6423,Central New York,Oswego,33371,19687,03/27/2021
6424,Mohawk Valley,Otsego,18940,10033,03/27/2021
6425,Mid-Hudson,Putnam,31466,16927,03/27/2021
6426,New York City,Queens,610938,326571,03/27/2021
6427,Capital Region,Rensselaer,50252,27616,03/27/2021
6428,New York City,Richmond,132558,76269,03/27/2021
6429,Mid-Hudson,Rockland,90320,50211,03/27/2021
6430,Capital Region,Saratoga,79746,45912,03/27/2021
6431,Capital Region,Schenectady,55587,29869,03/27/2021
6432,Mohawk Valley,Schoharie,8141,4047,03/27/2021
6433,Southern Tier,Schuyler,5463,3074,03/27/2021
6434,Finger Lakes,Seneca,9450,4783,03/27/2021
6435,North Country,St. Lawrence,36945,26454,03/27/2021
6436,Southern Tier,Steuben,23553,11637,03/27/2021
6437,Long Island,Suffolk,415053,232889,03/27/2021
6438,Mid-Hudson,Sullivan,19164,9074,03/27/2021
6439,Southern Tier,Tioga,11059,6360,03/27/2021
6440,Southern Tier,Tompkins,37492,17202,03/27/2021
6441,Mid-Hudson,Ulster,59105,28539,03/27/2021
6442,Capital Region,Warren,23598,13700,03/27/2021
6443,Capital Region,Washington,15875,8555,03/27/2021
6444,Finger Lakes,Wayne,26536,13761,03/27/2021
6445,Mid-Hudson,Westchester,312434,178650,03/27/2021
6446,Finger Lakes,Wyoming,9943,5259,03/27/2021
6447,Finger Lakes,Yates,7585,4572,03/27/2021
6448,Capital Region,Albany,106680,62077,03/28/2021
6449,Western New York,Allegany,11143,6059,03/28/2021
6450,New York City,Bronx,246395,139467,03/28/2021
6451,Southern Tier,Broome,61524,39122,03/28/2021
6452,Western New York,Cattaraugus,19317,11268,03/28/2021
6453,Central New York,Cayuga,23355,14291,03/28/2021
6454,Western New York,Chautauqua,37185,19586,03/28/2021
6455,Southern Tier,Chemung,23368,13409,03/28/2021
6456,Southern Tier,Chenango,13146,7363,03/28/2021
6457,North Country,Clinton,32022,21296,03/28/2021
6458,Capital Region,Columbia,19510,10634,03/28/2021
6459,Central New York,Cortland,14497,7782,03/28/2021
6460,Southern Tier,Delaware,11128,5583,03/28/2021
6461,Mid-Hudson,Dutchess,86850,44128,03/28/2021
6462,Western New York,Erie,284657,159109,03/28/2021
6463,North Country,Essex,14895,9337,03/28/2021
6464,North Country,Franklin,17554,11840,03/28/2021
6465,Mohawk Valley,Fulton,12757,7256,03/28/2021
6466,Finger Lakes,Genesee,15402,9124,03/28/2021
6467,Capital Region,Greene,13362,6407,03/28/2021
6468,North Country,Hamilton,2436,1746,03/28/2021
6469,Mohawk Valley,Herkimer,17655,11601,03/28/2021
6470,North Country,Jefferson,30306,18580,03/28/2021
6471,New York City,Kings,553269,298409,03/28/2021
6472,North Country,Lewis,7214,4332,03/28/2021
6473,Finger Lakes,Livingston,17542,10202,03/28/2021
6474,Central New York,Madison,25120,14688,03/28/2021
6475,Finger Lakes,Monroe,241416,137375,03/28/2021
6476,Mohawk Valley,Montgomery,15295,8093,03/28/2021
6477,Long Island,Nassau,475614,292724,03/28/2021
6478,New York City,New York,549686,328184,03/28/2021
6479,Western New York,Niagara,58565,31742,03/28/2021
6480,Mohawk Valley,Oneida,72638,48763,03/28/2021
6481,Central New York,Onondaga,160071,105064,03/28/2021
6482,Finger Lakes,Ontario,39366,22231,03/28/2021
6483,Mid-Hudson,Orange,90717,47539,03/28/2021
6484,Finger Lakes,Orleans,8697,4869,03/28/2021
6485,Central New York,Oswego,33603,19927,03/28/2021
6486,Mohawk Valley,Otsego,19238,10930,03/28/2021
6487,Mid-Hudson,Putnam,31684,17273,03/28/2021
6488,New York City,Queens,619950,339736,03/28/2021
6489,Capital Region,Rensselaer,50658,28667,03/28/2021
6490,New York City,Richmond,134089,78563,03/28/2021
6491,Mid-Hudson,Rockland,91033,51793,03/28/2021
6492,Capital Region,Saratoga,80652,47695,03/28/2021
6493,Capital Region,Schenectady,56208,30969,03/28/2021
6494,Mohawk Valley,Schoharie,8241,4183,03/28/2021
6495,Southern Tier,Schuyler,5511,3188,03/28/2021
6496,Finger Lakes,Seneca,9506,4865,03/28/2021
6497,North Country,St. Lawrence,37316,26896,03/28/2021
6498,Southern Tier,Steuben,23773,11775,03/28/2021
6499,Long Island,Suffolk,421023,238227,03/28/2021
6500,Mid-Hudson,Sullivan,19329,9338,03/28/2021
6501,Southern Tier,Tioga,11136,6576,03/28/2021
6502,Southern Tier,Tompkins,38208,18228,03/28/2021
6503,Mid-Hudson,Ulster,59641,29286,03/28/2021
6504,Capital Region,Warren,23786,14555,03/28/2021
6505,Capital Region,Washington,15987,9316,03/28/2021
6506,Finger Lakes,Wayne,26728,14162,03/28/2021
6507,Mid-Hudson,Westchester,316136,183691,03/28/2021
6508,Finger Lakes,Wyoming,9985,5315,03/28/2021
6509,Finger Lakes,Yates,7611,4669,03/28/2021
6510,Capital Region,Albany,107679,64682,03/29/2021
6511,Western New York,Allegany,11339,6183,03/29/2021
6512,New York City,Bronx,250490,143680,03/29/2021
6513,Southern Tier,Broome,62218,40581,03/29/2021
6514,Western New York,Cattaraugus,19471,11491,03/29/2021
6515,Central New York,Cayuga,23472,14710,03/29/2021
6516,Western New York,Chautauqua,37601,19984,03/29/2021
6517,Southern Tier,Chemung,23455,13551,03/29/2021
6518,Southern Tier,Chenango,13226,7501,03/29/2021
6519,North Country,Clinton,32274,21991,03/29/2021
6520,Capital Region,Columbia,19701,10929,03/29/2021
6521,Central New York,Cortland,14603,7969,03/29/2021
6522,Southern Tier,Delaware,11242,5768,03/29/2021
6523,Mid-Hudson,Dutchess,88287,45497,03/29/2021
6524,Western New York,Erie,288679,164675,03/29/2021
6525,North Country,Essex,15002,9754,03/29/2021
6526,North Country,Franklin,17701,12227,03/29/2021
6527,Mohawk Valley,Fulton,12861,7508,03/29/2021
6528,Finger Lakes,Genesee,15960,9380,03/29/2021
6529,Capital Region,Greene,13539,6560,03/29/2021
6530,North Country,Hamilton,2440,1754,03/29/2021
6531,Mohawk Valley,Herkimer,17768,11814,03/29/2021
6532,North Country,Jefferson,30471,19300,03/29/2021
6533,New York City,Kings,561350,307889,03/29/2021
6534,North Country,Lewis,7543,4443,03/29/2021
6535,Finger Lakes,Livingston,17833,10532,03/29/2021
6536,Central New York,Madison,25281,15035,03/29/2021
6537,Finger Lakes,Monroe,243411,143300,03/29/2021
6538,Mohawk Valley,Montgomery,15496,8651,03/29/2021
6539,Long Island,Nassau,483013,301400,03/29/2021
6540,New York City,New York,555975,336639,03/29/2021
6541,Western New York,Niagara,59180,32475,03/29/2021
6542,Mohawk Valley,Oneida,73311,50053,03/29/2021
6543,Central New York,Onondaga,161725,107956,03/29/2021
6544,Finger Lakes,Ontario,39662,22896,03/29/2021
6545,Mid-Hudson,Orange,91833,48667,03/29/2021
6546,Finger Lakes,Orleans,8782,5052,03/29/2021
6547,Central New York,Oswego,33836,21498,03/29/2021
6548,Mohawk Valley,Otsego,19530,11846,03/29/2021
6549,Mid-Hudson,Putnam,32076,17797,03/29/2021
6550,New York City,Queens,628922,351139,03/29/2021
6551,Capital Region,Rensselaer,51092,29743,03/29/2021
6552,New York City,Richmond,136838,80775,03/29/2021
6553,Mid-Hudson,Rockland,91783,52746,03/29/2021
6554,Capital Region,Saratoga,81672,49981,03/29/2021
6555,Capital Region,Schenectady,56959,32242,03/29/2021
6556,Mohawk Valley,Schoharie,8334,4338,03/29/2021
6557,Southern Tier,Schuyler,5529,3270,03/29/2021
6558,Finger Lakes,Seneca,9559,5147,03/29/2021
6559,North Country,St. Lawrence,37647,27676,03/29/2021
6560,Southern Tier,Steuben,23968,12258,03/29/2021
6561,Long Island,Suffolk,430671,245232,03/29/2021
6562,Mid-Hudson,Sullivan,19501,9429,03/29/2021
6563,Southern Tier,Tioga,11248,6796,03/29/2021
6564,Southern Tier,Tompkins,38612,18799,03/29/2021
6565,Mid-Hudson,Ulster,60385,30122,03/29/2021
6566,Capital Region,Warren,24000,15002,03/29/2021
6567,Capital Region,Washington,16122,9637,03/29/2021
6568,Finger Lakes,Wayne,26911,14554,03/29/2021
6569,Mid-Hudson,Westchester,320800,190134,03/29/2021
6570,Finger Lakes,Wyoming,10072,5392,03/29/2021
6571,Finger Lakes,Yates,7642,4773,03/29/2021
6572,Capital Region,Albany,108672,67064,03/30/2021
6573,Western New York,Allegany,11361,6221,03/30/2021
6574,New York City,Bronx,255301,147675,03/30/2021
6575,Southern Tier,Broome,62988,42069,03/30/2021
6576,Western New York,Cattaraugus,19564,11706,03/30/2021
6577,Central New York,Cayuga,23703,15035,03/30/2021
6578,Western New York,Chautauqua,38101,20998,03/30/2021
6579,Southern Tier,Chemung,24001,14407,03/30/2021
6580,Southern Tier,Chenango,13512,7647,03/30/2021
6581,North Country,Clinton,32619,22637,03/30/2021
6582,Capital Region,Columbia,19920,11185,03/30/2021
6583,Central New York,Cortland,14681,8146,03/30/2021
6584,Southern Tier,Delaware,11489,6094,03/30/2021
6585,Mid-Hudson,Dutchess,90719,46897,03/30/2021
6586,Western New York,Erie,292723,169981,03/30/2021
6587,North Country,Essex,15146,10130,03/30/2021
6588,North Country,Franklin,17797,12615,03/30/2021
6589,Mohawk Valley,Fulton,12929,7682,03/30/2021
6590,Finger Lakes,Genesee,16053,9585,03/30/2021
6591,Capital Region,Greene,14119,6703,03/30/2021
6592,North Country,Hamilton,2442,1767,03/30/2021
6593,Mohawk Valley,Herkimer,17893,12154,03/30/2021
6594,North Country,Jefferson,30666,20185,03/30/2021
6595,New York City,Kings,569611,317130,03/30/2021
6596,North Country,Lewis,7571,4525,03/30/2021
6597,Finger Lakes,Livingston,18096,10766,03/30/2021
6598,Central New York,Madison,25494,15394,03/30/2021
6599,Finger Lakes,Monroe,246549,148825,03/30/2021
6600,Mohawk Valley,Montgomery,15641,8942,03/30/2021
6601,Long Island,Nassau,491021,310000,03/30/2021
6602,New York City,New York,563551,344757,03/30/2021
6603,Western New York,Niagara,60036,33356,03/30/2021
6604,Mohawk Valley,Oneida,74130,51522,03/30/2021
6605,Central New York,Onondaga,163626,110416,03/30/2021
6606,Finger Lakes,Ontario,40694,23543,03/30/2021
6607,Mid-Hudson,Orange,93002,51262,03/30/2021
6608,Finger Lakes,Orleans,9099,5328,03/30/2021
6609,Central New York,Oswego,34138,21986,03/30/2021
6610,Mohawk Valley,Otsego,19779,12157,03/30/2021
6611,Mid-Hudson,Putnam,32898,18923,03/30/2021
6612,New York City,Queens,638394,360865,03/30/2021
6613,Capital Region,Rensselaer,51528,30653,03/30/2021
6614,New York City,Richmond,138179,81832,03/30/2021
6615,Mid-Hudson,Rockland,93293,54468,03/30/2021
6616,Capital Region,Saratoga,82691,51548,03/30/2021
6617,Capital Region,Schenectady,57569,33545,03/30/2021
6618,Mohawk Valley,Schoharie,8469,4612,03/30/2021
6619,Southern Tier,Schuyler,5584,3363,03/30/2021
6620,Finger Lakes,Seneca,9613,5682,03/30/2021
6621,North Country,St. Lawrence,38018,28268,03/30/2021
6622,Southern Tier,Steuben,24333,13078,03/30/2021
6623,Long Island,Suffolk,440852,250873,03/30/2021
6624,Mid-Hudson,Sullivan,19624,9758,03/30/2021
6625,Southern Tier,Tioga,11378,6966,03/30/2021
6626,Southern Tier,Tompkins,38986,19258,03/30/2021
6627,Mid-Hudson,Ulster,61177,30925,03/30/2021
6628,Capital Region,Warren,24279,15596,03/30/2021
6629,Capital Region,Washington,16282,10052,03/30/2021
6630,Finger Lakes,Wayne,27129,15555,03/30/2021
6631,Mid-Hudson,Westchester,325732,196490,03/30/2021
6632,Finger Lakes,Wyoming,10142,5918,03/30/2021
6633,Finger Lakes,Yates,7828,4865,03/30/2021
6634,Capital Region,Albany,110655,69384,03/31/2021
6635,Western New York,Allegany,11584,6346,03/31/2021
6636,New York City,Bronx,261423,152469,03/31/2021
6637,Southern Tier,Broome,63824,43749,03/31/2021
6638,Western New York,Cattaraugus,20081,12304,03/31/2021
6639,Central New York,Cayuga,24224,15448,03/31/2021
6640,Western New York,Chautauqua,39912,21428,03/31/2021
6641,Southern Tier,Chemung,24303,14668,03/31/2021
6642,Southern Tier,Chenango,13864,8167,03/31/2021
6643,North Country,Clinton,32897,23280,03/31/2021
6644,Capital Region,Columbia,20695,11596,03/31/2021
6645,Central New York,Cortland,15021,8504,03/31/2021
6646,Southern Tier,Delaware,11625,6314,03/31/2021
6647,Mid-Hudson,Dutchess,92624,49112,03/31/2021
6648,Western New York,Erie,298812,177659,03/31/2021
6649,North Country,Essex,15300,10442,03/31/2021
6650,North Country,Franklin,17896,12925,03/31/2021
6651,Mohawk Valley,Fulton,13061,8170,03/31/2021
6652,Finger Lakes,Genesee,16834,9829,03/31/2021
6653,Capital Region,Greene,14304,7065,03/31/2021
6654,North Country,Hamilton,2445,1792,03/31/2021
6655,Mohawk Valley,Herkimer,18038,12727,03/31/2021
6656,North Country,Jefferson,30872,21776,03/31/2021
6657,New York City,Kings,582407,329118,03/31/2021
6658,North Country,Lewis,7594,4635,03/31/2021
6659,Finger Lakes,Livingston,18407,11153,03/31/2021
6660,Central New York,Madison,25746,16194,03/31/2021
6661,Finger Lakes,Monroe,251709,155356,03/31/2021
6662,Mohawk Valley,Montgomery,15849,9297,03/31/2021
6663,Long Island,Nassau,501212,319836,03/31/2021
6664,New York City,New York,576559,356084,03/31/2021
6665,Western New York,Niagara,61361,35809,03/31/2021
6666,Mohawk Valley,Oneida,74700,52820,03/31/2021
6667,Central New York,Onondaga,166123,113464,03/31/2021
6668,Finger Lakes,Ontario,41340,24648,03/31/2021
6669,Mid-Hudson,Orange,94500,53446,03/31/2021
6670,Finger Lakes,Orleans,9310,5474,03/31/2021
6671,Central New York,Oswego,34423,22533,03/31/2021
6672,Mohawk Valley,Otsego,19993,12559,03/31/2021
6673,Mid-Hudson,Putnam,33420,19624,03/31/2021
6674,New York City,Queens,651581,373938,03/31/2021
6675,Capital Region,Rensselaer,52537,32001,03/31/2021
6676,New York City,Richmond,139709,84298,03/31/2021
6677,Mid-Hudson,Rockland,95329,56520,03/31/2021
6678,Capital Region,Saratoga,84386,53671,03/31/2021
6679,Capital Region,Schenectady,58742,35757,03/31/2021
6680,Mohawk Valley,Schoharie,8541,4811,03/31/2021
6681,Southern Tier,Schuyler,5829,3642,03/31/2021
6682,Finger Lakes,Seneca,9705,6046,03/31/2021
6683,North Country,St. Lawrence,38434,28876,03/31/2021
6684,Southern Tier,Steuben,24676,13858,03/31/2021
6685,Long Island,Suffolk,452294,258355,03/31/2021
6686,Mid-Hudson,Sullivan,20246,10604,03/31/2021
6687,Southern Tier,Tioga,11546,7280,03/31/2021
6688,Southern Tier,Tompkins,39486,20870,03/31/2021
6689,Mid-Hudson,Ulster,63083,33080,03/31/2021
6690,Capital Region,Warren,24697,16250,03/31/2021
6691,Capital Region,Washington,16540,10528,03/31/2021
6692,Finger Lakes,Wayne,27484,16764,03/31/2021
6693,Mid-Hudson,Westchester,333154,204504,03/31/2021
6694,Finger Lakes,Wyoming,10306,6247,03/31/2021
6695,Finger Lakes,Yates,8010,5036,03/31/2021
6696,Capital Region,Albany,113097,72839,04/01/2021
6697,Western New York,Allegany,11766,6522,04/01/2021
6698,New York City,Bronx,268600,158359,04/01/2021
6699,Southern Tier,Broome,64663,44996,04/01/2021
6700,Western New York,Cattaraugus,20689,12797,04/01/2021
6701,Central New York,Cayuga,24607,16017,04/01/2021
6702,Western New York,Chautauqua,40508,22070,04/01/2021
6703,Southern Tier,Chemung,24935,15285,04/01/2021
6704,Southern Tier,Chenango,14178,8298,04/01/2021
6705,North Country,Clinton,33567,23671,04/01/2021
6706,Capital Region,Columbia,21027,12234,04/01/2021
6707,Central New York,Cortland,15431,8682,04/01/2021
6708,Southern Tier,Delaware,11922,6451,04/01/2021
6709,Mid-Hudson,Dutchess,95488,51584,04/01/2021
6710,Western New York,Erie,305780,185062,04/01/2021
6711,North Country,Essex,15460,10697,04/01/2021
6712,North Country,Franklin,18048,13283,04/01/2021
6713,Mohawk Valley,Fulton,13305,8795,04/01/2021
6714,Finger Lakes,Genesee,17059,10064,04/01/2021
6715,Capital Region,Greene,14472,7335,04/01/2021
6716,North Country,Hamilton,2494,1862,04/01/2021
6717,Mohawk Valley,Herkimer,18289,13095,04/01/2021
6718,North Country,Jefferson,31479,22262,04/01/2021
6719,New York City,Kings,598344,344038,04/01/2021
6720,North Country,Lewis,7703,5031,04/01/2021
6721,Finger Lakes,Livingston,18760,11429,04/01/2021
6722,Central New York,Madison,26432,16502,04/01/2021
6723,Finger Lakes,Monroe,257547,160764,04/01/2021
6724,Mohawk Valley,Montgomery,16116,9959,04/01/2021
6725,Long Island,Nassau,511601,329505,04/01/2021
6726,New York City,New York,592394,369283,04/01/2021
6727,Western New York,Niagara,63518,37228,04/01/2021
6728,Mohawk Valley,Oneida,75708,53826,04/01/2021
6729,Central New York,Onondaga,169191,115555,04/01/2021
6730,Finger Lakes,Ontario,42879,25459,04/01/2021
6731,Mid-Hudson,Orange,98267,55055,04/01/2021
6732,Finger Lakes,Orleans,9691,5837,04/01/2021
6733,Central New York,Oswego,35526,23334,04/01/2021
6734,Mohawk Valley,Otsego,20251,12861,04/01/2021
6735,Mid-Hudson,Putnam,34057,20986,04/01/2021
6736,New York City,Queens,667467,390759,04/01/2021
6737,Capital Region,Rensselaer,53464,33516,04/01/2021
6738,New York City,Richmond,141841,88147,04/01/2021
6739,Mid-Hudson,Rockland,97431,58397,04/01/2021
6740,Capital Region,Saratoga,86387,56065,04/01/2021
6741,Capital Region,Schenectady,59734,36937,04/01/2021
6742,Mohawk Valley,Schoharie,8640,4956,04/01/2021
6743,Southern Tier,Schuyler,5928,3892,04/01/2021
6744,Finger Lakes,Seneca,10034,6401,04/01/2021
6745,North Country,St. Lawrence,38898,29505,04/01/2021
6746,Southern Tier,Steuben,25145,14103,04/01/2021
6747,Long Island,Suffolk,462695,266273,04/01/2021
6748,Mid-Hudson,Sullivan,20688,11459,04/01/2021
6749,Southern Tier,Tioga,11715,7514,04/01/2021
6750,Southern Tier,Tompkins,40265,21981,04/01/2021
6751,Mid-Hudson,Ulster,64053,34129,04/01/2021
6752,Capital Region,Warren,25170,16928,04/01/2021
6753,Capital Region,Washington,16757,11078,04/01/2021
6754,Finger Lakes,Wayne,27948,17166,04/01/2021
6755,Mid-Hudson,Westchester,340554,211962,04/01/2021
6756,Finger Lakes,Wyoming,10783,6388,04/01/2021
6757,Finger Lakes,Yates,8088,5405,04/01/2021
6758,Capital Region,Albany,115957,75817,04/02/2021
6759,Western New York,Allegany,11895,7115,04/02/2021
6760,New York City,Bronx,275778,165358,04/02/2021
6761,Southern Tier,Broome,66136,45807,04/02/2021
6762,Western New York,Cattaraugus,20895,13034,04/02/2021
6763,Central New York,Cayuga,25061,16353,04/02/2021
6764,Western New York,Chautauqua,40962,22780,04/02/2021
6765,Southern Tier,Chemung,25257,16458,04/02/2021
6766,Southern Tier,Chenango,14330,8508,04/02/2021
6767,North Country,Clinton,33908,24276,04/02/2021
6768,Capital Region,Columbia,21414,12725,04/02/2021
6769,Central New York,Cortland,15587,8819,04/02/2021
6770,Southern Tier,Delaware,12036,6751,04/02/2021
6771,Mid-Hudson,Dutchess,97798,53991,04/02/2021
6772,Western New York,Erie,313193,191953,04/02/2021
6773,North Country,Essex,15602,10919,04/02/2021
6774,North Country,Franklin,18258,13484,04/02/2021
6775,Mohawk Valley,Fulton,13441,9045,04/02/2021
6776,Finger Lakes,Genesee,17485,10741,04/02/2021
6777,Capital Region,Greene,15321,7802,04/02/2021
6778,North Country,Hamilton,2503,1870,04/02/2021
6779,Mohawk Valley,Herkimer,18541,13347,04/02/2021
6780,North Country,Jefferson,32135,23770,04/02/2021
6781,New York City,Kings,614670,358272,04/02/2021
6782,North Country,Lewis,7799,5151,04/02/2021
6783,Finger Lakes,Livingston,19140,11859,04/02/2021
6784,Central New York,Madison,26974,17009,04/02/2021
6785,Finger Lakes,Monroe,262958,167618,04/02/2021
6786,Mohawk Valley,Montgomery,16435,10260,04/02/2021
6787,Long Island,Nassau,520578,338978,04/02/2021
6788,New York City,New York,606709,381098,04/02/2021
6789,Western New York,Niagara,64866,38638,04/02/2021
6790,Mohawk Valley,Oneida,76779,54522,04/02/2021
6791,Central New York,Onondaga,171761,117500,04/02/2021
6792,Finger Lakes,Ontario,43442,26862,04/02/2021
6793,Mid-Hudson,Orange,101012,56996,04/02/2021
6794,Finger Lakes,Orleans,9873,5984,04/02/2021
6795,Central New York,Oswego,36053,23766,04/02/2021
6796,Mohawk Valley,Otsego,20590,13068,04/02/2021
6797,Mid-Hudson,Putnam,34569,21904,04/02/2021
6798,New York City,Queens,683937,407899,04/02/2021
6799,Capital Region,Rensselaer,54580,35130,04/02/2021
6800,New York City,Richmond,144014,90993,04/02/2021
6801,Mid-Hudson,Rockland,98872,60278,04/02/2021
6802,Capital Region,Saratoga,88233,58089,04/02/2021
6803,Capital Region,Schenectady,60767,38505,04/02/2021
6804,Mohawk Valley,Schoharie,8905,5109,04/02/2021
6805,Southern Tier,Schuyler,6007,3985,04/02/2021
6806,Finger Lakes,Seneca,10159,6524,04/02/2021
6807,North Country,St. Lawrence,39657,29839,04/02/2021
6808,Southern Tier,Steuben,25795,14510,04/02/2021
6809,Long Island,Suffolk,474177,273766,04/02/2021
6810,Mid-Hudson,Sullivan,21079,12288,04/02/2021
6811,Southern Tier,Tioga,12050,7955,04/02/2021
6812,Southern Tier,Tompkins,41031,23385,04/02/2021
6813,Mid-Hudson,Ulster,65954,36025,04/02/2021
