,VACCINATION_DATE,FirstDailyDose,FirstDoseCumulative,SecondDailyDose,SecondDoseCumulative,AdditionalDailyDose,AdditionalDoseCumulative,SingleDailyDose,SingleDoseCumulative,AtleastOneVaccine,AtleastOneVaccineCumulative,CompletedVax,CompletedVaxCumulative,FirstSecondSingleVaccinations,FirstSecondSingleVaccinationsCumulative
254,2021-08-25,6849,3798078,5977.0,3427971,1461.0,14925.0,432.0,283410.0,7281,4081488,6409,3711381,14719,7524294
255,2021-08-26,7141,3805219,6376.0,3434347,1620.0,16545.0,425.0,283835.0,7566,4089054,6801,3718182,15562,7539856
256,2021-08-27,6812,3812031,6973.0,3441320,1869.0,18414.0,314.0,284149.0,7126,4096180,7287,3725469,15968,7555824
257,2021-08-28,6901,3818932,6458.0,3447778,940.0,19354.0,324.0,284473.0,7225,4103405,6782,3732251,14623,7570447
258,2021-08-29,3746,3822678,3669.0,3451447,623.0,19977.0,611.0,285084.0,4357,4107762,4280,3736531,8649,7579096
259,2021-08-30,5913,3828591,6065.0,3457512,1415.0,21392.0,946.0,286030.0,6859,4114621,7011,3743542,14339,7593435
260,2021-08-31,5661,3834252,5905.0,3463417,1494.0,22886.0,945.0,286975.0,6606,4121227,6850,3750392,14005,7607440
261,2021-09-01,5478,3839730,5544.0,3468961,1415.0,24301.0,894.0,287869.0,6372,4127599,6438,3756830,13331,7620771
262,2021-09-02,5513,3845243,5846.0,3474807,1707.0,26008.0,698.0,288567.0,6211,4133810,6544,3763374,13764,7634535
263,2021-09-03,5950,3851193,6848.0,3481655,1686.0,27694.0,967.0,289534.0,6917,4140727,7815,3771189,15451,7649986
264,2021-09-04,3718,3854911,4294.0,3485949,816.0,28510.0,875.0,290409.0,4593,4145320,5169,3776358,9703,7659689
265,2021-09-05,2879,3857790,2787.0,3488736,605.0,29115.0,105.0,290514.0,2984,4148304,2892,3779250,6376,7666065
266,2021-09-06,1041,3858831,1140.0,3489876,180.0,29295.0,62.0,290576.0,1103,4149407,1202,3780452,2423,7668488
267,2021-09-07,5267,3864098,7205.0,3497081,1282.0,30577.0,2299.0,292875.0,7566,4156973,9504,3789956,16053,7684541
268,2021-09-08,4643,3868741,5416.0,3502497,1463.0,32040.0,365.0,293240.0,5008,4161981,5781,3795737,11887,7696428
269,2021-09-09,5032,3873773,5307.0,3507804,2116.0,34156.0,321.0,293561.0,5353,4167334,5628,3801365,12776,7709204
270,2021-09-10,6486,3880259,6529.0,3514333,2290.0,36446.0,1707.0,295268.0,8193,4175527,8236,3809601,17012,7726216
271,2021-09-11,4025,3884284,4312.0,3518645,936.0,37382.0,661.0,295929.0,4686,4180213,4973,3814574,9934,7736150
272,2021-09-12,3052,3887336,3220.0,3521865,668.0,38050.0,433.0,296362.0,3485,4183698,3653,3818227,7373,7743523
273,2021-09-13,4640,3891976,4802.0,3526667,1414.0,39464.0,346.0,296708.0,4986,4188684,5148,3823375,11202,7754725
274,2021-09-14,4543,3896519,5180.0,3531847,1455.0,40919.0,431.0,297139.0,4974,4193658,5611,3828986,11609,7766334
275,2021-09-15,4664,3901183,5548.0,3537395,1317.0,42236.0,383.0,297522.0,5047,4198705,5931,3834917,11912,7778246
276,2021-09-16,4543,3905726,5541.0,3542936,1461.0,43697.0,326.0,297848.0,4869,4203574,5867,3840784,11871,7790117
277,2021-09-17,4957,3910683,6255.0,3549191,1728.0,45425.0,333.0,298181.0,5290,4208864,6588,3847372,13273,7803390
278,2021-09-18,3732,3914415,4542.0,3553733,857.0,46282.0,183.0,298364.0,3915,4212779,4725,3852097,9314,7812704
279,2021-09-19,2707,3917122,3142.0,3556875,628.0,46910.0,75.0,298439.0,2782,4215561,3217,3855314,6552,7819256
280,2021-09-20,3493,3920615,4418.0,3561293,1567.0,48477.0,426.0,298865.0,3919,4219480,4844,3860158,9904,7829160
281,2021-09-21,3743,3924358,4739.0,3566032,1663.0,50140.0,319.0,299184.0,4062,4223542,5058,3865216,10464,7839624
282,2021-09-22,4108,3928466,4669.0,3570701,1566.0,51706.0,451.0,299635.0,4559,4228101,5120,3870336,10794,7850418
283,2021-09-23,4133,3932599,4651.0,3575352,2029.0,53735.0,486.0,300121.0,4619,4232720,5137,3875473,11299,7861717
284,2021-09-24,4999,3937598,5467.0,3580819,4523.0,58258.0,414.0,300535.0,5413,4238133,5881,3881354,15403,7877120
285,2021-09-25,3566,3941164,3607.0,3584426,4712.0,62970.0,384.0,300919.0,3950,4242083,3991,3885345,12269,7889389
286,2021-09-26,2310,3943474,2588.0,3587014,2928.0,65898.0,421.0,301340.0,2731,4244814,3009,3888354,8247,7897636
287,2021-09-27,4244,3947718,2497.0,3589511,8047.0,73945.0,505.0,301845.0,4749,4249563,3002,3891356,15293,7912929
288,2021-09-28,4294,3952012,4276.0,3593787,8924.0,82869.0,210.0,302055.0,4504,4254067,4486,3895842,17704,7930633
289,2021-09-29,4423,3956435,4257.0,3598044,8738.0,91607.0,901.0,302956.0,5324,4259391,5158,3901000,18319,7948952
290,2021-09-30,4545,3960980,4199.0,3602243,8569.0,100176.0,771.0,303727.0,5316,4264707,4970,3905970,18084,7967036
291,2021-10-01,4895,3965875,4807.0,3607050,9991.0,110167.0,734.0,304461.0,5629,4270336,5541,3911511,20427,7987463
292,2021-10-02,2572,3968447,2588.0,3609638,4800.0,114967.0,166.0,304627.0,2738,4273074,2754,3914265,10126,7997589
293,2021-10-03,1767,3970214,1914.0,3611552,2909.0,117876.0,57.0,304684.0,1824,4274898,1971,3916236,6647,8004236
294,2021-10-04,2911,3973125,2252.0,3613804,6158.0,124034.0,187.0,304871.0,3098,4277996,2439,3918675,11508,8015744
295,2021-10-05,1169,3974294,911.0,3614715,2649.0,126683.0,140.0,305011.0,1309,4279305,1051,3919726,4869,8020613
