,VACCINATION_DATE,FirstDailyDose,FirstDoseCumulative,SecondDailyDose,SecondDoseCumulative,AdditionalDailyDose,AdditionalDoseCumulative,SingleDailyDose,SingleDoseCumulative,AtleastOneVaccine,AtleastOneVaccineCumulative,CompletedVax,CompletedVaxCumulative,FirstSecondSingleVaccinations,FirstSecondSingleVaccinationsCumulative
19,2021-01-02 15:00:00,3325,79866,38.0,1236,,11,,,3325,79866,38,1236,3363,81049
20,2021-01-03 15:00:00,3462,83328,86.0,1322,,11,,,3462,83328,86,1322,3548,84597
21,2021-01-04 15:00:00,13491,96819,368.0,1690,2.0,13,,,13491,96819,368,1690,13861,98458
22,2021-01-05 15:00:00,12645,109464,595.0,2285,1.0,14,,,12645,109464,595,2285,13241,111699
23,2021-01-06 15:00:00,15426,124890,977.0,3262,1.0,15,,,15426,124890,977,3262,16404,128103
24,2021-01-07 15:00:00,15245,140135,1899.0,5161,,15,,,15245,140135,1899,5161,17144,145247
25,2021-01-08 15:00:00,24212,164347,2935.0,8096,,15,,,24212,164347,2935,8096,27147,172394
26,2021-01-09 15:00:00,5437,169784,1034.0,9130,1.0,16,,,5437,169784,1034,9130,6472,178866
27,2021-01-10 15:00:00,3056,172840,402.0,9532,,16,,,3056,172840,402,9532,3458,182324
28,2021-01-11 15:00:00,13873,186713,3529.0,13061,2.0,18,,,13873,186713,3529,13061,17404,199728
29,2021-01-12 15:00:00,17646,204359,5648.0,18709,,18,,,17646,204359,5648,18709,23294,223022
30,2021-01-13 15:00:00,18868,223227,3985.0,22694,,18,,,18868,223227,3985,22694,22853,245875
31,2021-01-14 15:00:00,18197,241424,2007.0,24701,1.0,19,,,18197,241424,2007,24701,20205,266080
32,2021-01-15 15:00:00,19840,261264,2083.0,26784,3.0,22,,,19840,261264,2083,26784,21926,288006
33,2021-01-16 15:00:00,6115,267379,1660.0,28444,,22,,,6115,267379,1660,28444,7775,295781
34,2021-01-17 15:00:00,2183,269562,1491.0,29935,1.0,23,,,2183,269562,1491,29935,3675,299456
35,2021-01-18 15:00:00,7258,276820,3333.0,33268,3.0,26,,,7258,276820,3333,33268,10594,310050
36,2021-01-19 15:00:00,17203,294023,5508.0,38776,1.0,27,,,17203,294023,5508,38776,22712,332762
37,2021-01-20 15:00:00,21189,315212,5412.0,44188,2.0,29,,,21189,315212,5412,44188,26603,359365
38,2021-01-21 15:00:00,24146,339358,3934.0,48122,2.0,31,,,24146,339358,3934,48122,28082,387447
39,2021-01-22 15:00:00,28867,368225,3833.0,51955,,31,,,28867,368225,3833,51955,32700,420147
40,2021-01-23 15:00:00,10293,378518,2021.0,53976,1.0,32,,,10293,378518,2021,53976,12315,432462
41,2021-01-24 15:00:00,3423,381941,1765.0,55741,2.0,34,,,3423,381941,1765,55741,5190,437652
42,2021-01-25 15:00:00,16478,398419,8807.0,64548,2.0,36,,,16478,398419,8807,64548,25287,462939
43,2021-01-26 15:00:00,17762,416181,9171.0,73719,2.0,38,,,17762,416181,9171,73719,26935,489874
44,2021-01-27 15:00:00,24628,440809,12817.0,86536,2.0,40,,,24628,440809,12817,86536,37447,527321
45,2021-01-28 15:00:00,22978,463787,9479.0,96015,3.0,43,,,22978,463787,9479,96015,32460,559781
46,2021-01-29 15:00:00,25111,488898,8147.0,104162,9.0,52,,,25111,488898,8147,104162,33267,593048
47,2021-01-30 15:00:00,17996,506894,2757.0,106919,5.0,57,,,17996,506894,2757,106919,20758,613806
48,2021-01-31 15:00:00,3817,510711,1475.0,108394,5.0,62,,,3817,510711,1475,108394,5297,619103
49,2021-02-01 15:00:00,8391,519102,5607.0,114001,59.0,121,,,8391,519102,5607,114001,14057,633160
50,2021-02-02 15:00:00,12684,531786,14033.0,128034,6.0,127,,,12684,531786,14033,128034,26723,659883
51,2021-02-03 15:00:00,18470,550256,18360.0,146394,2.0,129,,,18470,550256,18360,146394,36832,696715
52,2021-02-04 15:00:00,22406,572662,16091.0,162485,3.0,132,,,22406,572662,16091,162485,38500,735215
53,2021-02-05 15:00:00,20643,593305,17791.0,180276,6.0,138,,,20643,593305,17791,180276,38440,773655
54,2021-02-06 15:00:00,11625,604930,14830.0,195106,7.0,145,,,11625,604930,14830,195106,26462,800117
55,2021-02-07 15:00:00,6045,610975,2009.0,197115,2.0,147,,,6045,610975,2009,197115,8056,808173
56,2021-02-08 15:00:00,13152,624127,13123.0,210238,12.0,159,,,13152,624127,13123,210238,26287,834460
57,2021-02-09 15:00:00,16945,641072,14114.0,224352,,159,,,16945,641072,14114,224352,31059,865519
58,2021-02-10 15:00:00,19534,660606,21582.0,245934,5.0,164,,,19534,660606,21582,245934,41121,906640
59,2021-02-11 15:00:00,23078,683684,17689.0,263623,8.0,172,,,23078,683684,17689,263623,40775,947415
60,2021-02-12 15:00:00,20657,704341,19938.0,283561,10.0,182,,,20657,704341,19938,283561,40605,988020
61,2021-02-13 15:00:00,11589,715930,6514.0,290075,1.0,183,,,11589,715930,6514,290075,18104,1006124
62,2021-02-14 15:00:00,7219,723149,2208.0,292283,3.0,186,,,7219,723149,2208,292283,9430,1015554
63,2021-02-15 15:00:00,11942,735091,13482.0,305765,16.0,202,,,11942,735091,13482,305765,25440,1040994
64,2021-02-16 15:00:00,16920,752011,21219.0,326984,7.0,209,,,16920,752011,21219,326984,38146,1079140
65,2021-02-17 15:00:00,20827,772838,26614.0,353598,8.0,217,,,20827,772838,26614,353598,47449,1126589
66,2021-02-18 15:00:00,3267,776105,4668.0,358266,5.0,222,,,3267,776105,4668,358266,7940,1134529
67,2021-02-19 15:00:00,10404,786509,20148.0,378414,8.0,230,,,10404,786509,20148,378414,30560,1165089
68,2021-02-20 15:00:00,10405,796914,20506.0,398920,4.0,234,,,10405,796914,20506,398920,30915,1196004
69,2021-02-21 15:00:00,6375,803289,7849.0,406769,8.0,242,,,6375,803289,7849,406769,14232,1210236
70,2021-02-22 15:00:00,8122,811411,15650.0,422419,14.0,256,,,8122,811411,15650,422419,23786,1234022
71,2021-02-23 15:00:00,15633,827044,16209.0,438628,6.0,262,,,15633,827044,16209,438628,31848,1265870
72,2021-02-24 15:00:00,18124,845168,25096.0,463724,8.0,270,,,18124,845168,25096,463724,43228,1309098
73,2021-02-25 15:00:00,20587,865755,26932.0,490656,8.0,278,,,20587,865755,26932,490656,47527,1356625
74,2021-02-26 15:00:00,26829,892584,26551.0,517207,14.0,292,,,26829,892584,26551,517207,53394,1410019
75,2021-02-27 15:00:00,16182,908766,11422.0,528629,8.0,300,,,16182,908766,11422,528629,27612,1437631
76,2021-02-28 15:00:00,15594,924360,4989.0,533618,22.0,322,,,15594,924360,4989,533618,20605,1458236
77,2021-03-01 15:00:00,27766,952126,12898.0,546516,64.0,386,,,27766,952126,12898,546516,40728,1498964
78,2021-03-02 15:00:00,24267,976393,13468.0,559984,9.0,395,39.0,39.0,24306,976432,13507,560023,37783,1536747
79,2021-03-03 15:00:00,30494,1006887,18629.0,578613,11.0,406,201.0,240.0,30695,1007127,18830,578853,49335,1586082
80,2021-03-04 15:00:00,31241,1038128,18491.0,597104,5.0,411,4073.0,4313.0,35314,1042441,22564,601417,53810,1639892
81,2021-03-05 15:00:00,30384,1068512,19996.0,617100,7.0,418,4950.0,9263.0,35334,1077775,24946,626363,55337,1695229
82,2021-03-06 15:00:00,19191,1087703,9713.0,626813,2.0,420,6118.0,15381.0,25309,1103084,15831,642194,35024,1730253
83,2021-03-07 15:00:00,12240,1099943,4999.0,631812,1.0,421,6668.0,22049.0,18908,1121992,11667,653861,23908,1754161
84,2021-03-08 15:00:00,26080,1126023,8990.0,640802,12.0,433,8370.0,30419.0,34450,1156442,17360,671221,43452,1797613
85,2021-03-09 15:00:00,26298,1152321,15663.0,656465,2.0,435,8434.0,38853.0,34732,1191174,24097,695318,50397,1848010
86,2021-03-10 15:00:00,30103,1182424,16264.0,672729,12.0,447,7983.0,46836.0,38086,1229260,24247,719565,54362,1902372
87,2021-03-11 15:00:00,36249,1218673,16558.0,689287,6.0,453,4026.0,50862.0,40275,1269535,20584,740149,56839,1959211
88,2021-03-12 15:00:00,37176,1255849,18380.0,707667,8.0,461,2979.0,53841.0,40155,1309690,21359,761508,58543,2017754
89,2021-03-13 15:00:00,22875,1278724,10481.0,718148,1.0,462,1670.0,55511.0,24545,1334235,12151,773659,35027,2052781
90,2021-03-14 15:00:00,17989,1296713,6879.0,725027,4.0,466,1032.0,56543.0,19021,1353256,7911,781570,25904,2078685
91,2021-03-15 15:00:00,30237,1326950,11535.0,736562,14.0,480,620.0,57163.0,30857,1384113,12155,793725,42406,2121091
92,2021-03-16 15:00:00,33758,1360708,13709.0,750271,14.0,494,799.0,57962.0,34557,1418670,14508,808233,48280,2169371
93,2021-03-17 15:00:00,37986,1398694,17284.0,767555,10.0,504,1200.0,59162.0,39186,1457856,18484,826717,56480,2225851
94,2021-03-18 15:00:00,41940,1440634,12892.0,780447,8.0,512,1365.0,60527.0,43305,1501161,14257,840974,56205,2282056
95,2021-03-19 15:00:00,38809,1479443,15605.0,796052,10.0,522,1063.0,61590.0,39872,1541033,16668,857642,55487,2337543
96,2021-03-20 15:00:00,25084,1504527,10378.0,806430,7.0,529,711.0,62301.0,25795,1566828,11089,868731,36180,2373723
97,2021-03-21 15:00:00,19378,1523905,7960.0,814390,10.0,539,347.0,62648.0,19725,1586553,8307,877038,27695,2401418
98,2021-03-22 15:00:00,32887,1556792,11623.0,826013,23.0,562,836.0,63484.0,33723,1620276,12459,889497,45369,2446787
99,2021-03-23 15:00:00,38742,1595534,18024.0,844037,5.0,567,1568.0,65052.0,40310,1660586,19592,909089,58339,2505126
100,2021-03-24 15:00:00,41491,1637025,21448.0,865485,13.0,580,1399.0,66451.0,42890,1703476,22847,931936,64351,2569477
101,2021-03-25 15:00:00,43283,1680308,21972.0,887457,6.0,586,2473.0,68924.0,45756,1749232,24445,956381,67734,2637211
102,2021-03-26 15:00:00,36822,1717130,26890.0,914347,7.0,593,2513.0,71437.0,39335,1788567,29403,985784,66232,2703443
103,2021-03-27 15:00:00,26822,1743952,17528.0,931875,8.0,601,2515.0,73952.0,29337,1817904,20043,1005827,46873,2750316
104,2021-03-28 15:00:00,17225,1761177,12783.0,944658,10.0,611,1618.0,75570.0,18843,1836747,14401,1020228,31636,2781952
105,2021-03-29 15:00:00,30043,1791220,26632.0,971290,16.0,627,1155.0,76725.0,31198,1867945,27787,1048015,57846,2839798
106,2021-03-30 15:00:00,40534,1831754,29316.0,1000606,6.0,633,1887.0,78612.0,42421,1910366,31203,1079218,71743,2911541
107,2021-03-31 15:00:00,41471,1873225,35085.0,1035691,18.0,651,5779.0,84391.0,47250,1957616,40864,1120082,82353,2993894
108,2021-04-01 15:00:00,43229,1916454,41625.0,1077316,81.0,732,5943.0,90334.0,49172,2006788,47568,1167650,90878,3084772
109,2021-04-02 15:00:00,35599,1952053,33045.0,1110361,14.0,746,6271.0,96605.0,41870,2048658,39316,1206966,74929,3159701
110,2021-04-03 15:00:00,21586,1973639,19504.0,1129865,4.0,750,4446.0,101051.0,26032,2074690,23950,1230916,45540,3205241
111,2021-04-04 15:00:00,8533,1982172,10315.0,1140180,3.0,753,991.0,102042.0,9524,2084214,11306,1242222,19842,3225083
112,2021-04-05 15:00:00,28237,2010409,29195.0,1169375,22.0,775,6753.0,108795.0,34990,2119204,35948,1278170,64207,3289290
113,2021-04-06 15:00:00,40124,2050533,30744.0,1200119,15.0,790,10597.0,119392.0,50721,2169925,41341,1319511,81480,3370770
114,2021-04-07 15:00:00,36549,2087082,34624.0,1234743,8.0,798,13147.0,132539.0,49696,2219621,47771,1367282,84328,3455098
115,2021-04-08 15:00:00,42669,2129751,36499.0,1271242,10.0,808,14021.0,146560.0,56690,2276311,50520,1417802,93199,3548297
116,2021-04-09 15:00:00,34513,2164264,36688.0,1307930,9.0,817,14649.0,161209.0,49162,2325473,51337,1469139,85859,3634156
117,2021-04-10 15:00:00,23891,2188155,23505.0,1331435,4.0,821,7797.0,169006.0,31688,2357161,31302,1500441,55197,3689353
118,2021-04-11 15:00:00,17706,2205861,13428.0,1344863,2.0,823,10246.0,179252.0,27952,2385113,23674,1524115,41382,3730735
119,2021-04-12 15:00:00,24879,2230740,33575.0,1378438,13.0,836,11119.0,190371.0,35998,2421111,44694,1568809,69586,3800321
120,2021-04-13 15:00:00,126529,2357269,91703.0,1470141,10.0,846,3308.0,193679.0,129837,2550948,95011,1663820,221550,4021871
121,2021-04-14 15:00:00,41341,2398610,38306.0,1508447,14.0,860,208.0,193887.0,41549,2592497,38514,1702334,79869,4101740
122,2021-04-15 15:00:00,41867,2440477,40035.0,1548482,22.0,882,169.0,194056.0,42036,2634533,40204,1742538,82093,4183833
123,2021-04-16 15:00:00,37598,2478075,39361.0,1587843,11.0,893,27.0,194083.0,37625,2672158,39388,1781926,76997,4260830
124,2021-04-17 15:00:00,33196,2511271,22428.0,1610271,13.0,906,13.0,194096.0,33209,2705367,22441,1804367,55650,4316480
125,2021-04-18 15:00:00,20180,2531451,16373.0,1626644,4.0,910,5.0,194101.0,20185,2725552,16378,1820745,36562,4353042
126,2021-04-19 15:00:00,30136,2561587,36906.0,1663550,16.0,926,62.0,194163.0,30198,2755750,36968,1857713,67120,4420162
127,2021-04-20 15:00:00,33217,2594804,44974.0,1708524,12.0,938,60.0,194223.0,33277,2789027,45034,1902747,78263,4498425
128,2021-04-21 15:00:00,40347,2635151,47552.0,1756076,14.0,952,24.0,194247.0,40371,2829398,47576,1950323,87937,4586362
129,2021-04-22 15:00:00,36237,2671388,43264.0,1799340,21.0,973,17.0,194264.0,36254,2865652,43281,1993604,79539,4665901
130,2021-04-23 15:00:00,33539,2704927,40755.0,1840095,9.0,982,14.0,194278.0,33553,2899205,40769,2034373,74317,4740218
131,2021-04-24 15:00:00,26701,2731628,28342.0,1868437,6.0,988,80.0,194358.0,26781,2925986,28422,2062795,55129,4795347
132,2021-04-25 15:00:00,20364,2751992,11306.0,1879743,8.0,996,32.0,194390.0,20396,2946382,11338,2074133,31710,4827057
133,2021-04-26 15:00:00,27593,2779585,33154.0,1912897,14.0,1010,199.0,194589.0,27792,2974174,33353,2107486,60960,4888017
134,2021-04-27 15:00:00,26987,2806572,33554.0,1946451,9.0,1019,1107.0,195696.0,28094,3002268,34661,2142147,61657,4949674
135,2021-04-28 15:00:00,29389,2835961,40153.0,1986604,15.0,1034,1384.0,197080.0,30773,3033041,41537,2183684,70941,5020615
136,2021-04-29 15:00:00,27426,2863387,40260.0,2026864,12.0,1046,1483.0,198563.0,28909,3061950,41743,2225427,69181,5089796
137,2021-04-30 15:00:00,28523,2891910,32861.0,2059725,40.0,1086,1664.0,200227.0,30187,3092137,34525,2259952,63088,5152884
138,2021-05-01 15:00:00,21130,2913040,27471.0,2087196,68.0,1154,1085.0,201312.0,22215,3114352,28556,2288508,49754,5202638
139,2021-05-02 15:00:00,10414,2923454,17240.0,2104436,6.0,1160,845.0,202157.0,11259,3125611,18085,2306593,28505,5231143
140,2021-05-03 15:00:00,12960,2936414,29163.0,2133599,32.0,1192,1939.0,204096.0,14899,3140510,31102,2337695,44094,5275237
141,2021-05-04 15:00:00,13809,2950223,39173.0,2172772,9.0,1201,1774.0,205870.0,15583,3156093,40947,2378642,54765,5330002
142,2021-05-05 15:00:00,19512,2969735,38390.0,2211162,22.0,1223,1977.0,207847.0,21489,3177582,40367,2419009,59901,5389903
143,2021-05-06 15:00:00,17117,2986852,40979.0,2252141,11.0,1234,1761.0,209608.0,18878,3196460,42740,2461749,59868,5449771
144,2021-05-07 15:00:00,17753,3004605,37507.0,2289648,17.0,1251,1985.0,211593.0,19738,3216198,39492,2501241,57262,5507033
145,2021-05-08 15:00:00,10923,3015528,31533.0,2321181,2.0,1253,1319.0,212912.0,12242,3228440,32852,2534093,43777,5550810
146,2021-05-09 15:00:00,5126,3020654,12367.0,2333548,9.0,1262,712.0,213624.0,5838,3234278,13079,2547172,18214,5569024
147,2021-05-10 15:00:00,9065,3029719,31336.0,2364884,13.0,1275,1398.0,215022.0,10463,3244741,32734,2579906,41812,5610836
148,2021-05-11 15:00:00,12340,3042059,30573.0,2395457,9.0,1284,1468.0,216490.0,13808,3258549,32041,2611947,44390,5655226
149,2021-05-12 15:00:00,14108,3056167,39118.0,2434575,15.0,1299,1959.0,218449.0,16067,3274616,41077,2653024,55200,5710426
150,2021-05-13 15:00:00,22018,3078185,33855.0,2468430,8.0,1307,1363.0,219812.0,23381,3297997,35218,2688242,57244,5767670
151,2021-05-14 15:00:00,24609,3102794,30435.0,2498865,11.0,1318,1797.0,221609.0,26406,3324403,32232,2720474,56852,5824522
152,2021-05-15 15:00:00,22248,3125042,25437.0,2524302,6.0,1324,1514.0,223123.0,23762,3348165,26951,2747425,49205,5873727
153,2021-05-16 15:00:00,9186,3134228,17707.0,2542009,5.0,1329,1128.0,224251.0,10314,3358479,18835,2766260,28026,5901753
154,2021-05-17 15:00:00,17047,3151275,28695.0,2570704,12.0,1341,1984.0,226235.0,19031,3377510,30679,2796939,47738,5949491
155,2021-05-18 15:00:00,21525,3172800,31068.0,2601772,4.0,1345,1969.0,228204.0,23494,3401004,33037,2829976,54566,6004057
156,2021-05-19 15:00:00,28040,3200840,32963.0,2634735,9.0,1354,1671.0,229875.0,29711,3430715,34634,2864610,62683,6066740
157,2021-05-20 15:00:00,21030,3221870,33739.0,2668474,10.0,1364,1982.0,231857.0,23012,3453727,35721,2900331,56761,6123501
158,2021-05-21 15:00:00,19392,3241262,30857.0,2699331,7.0,1371,1627.0,233484.0,21019,3474746,32484,2932815,51883,6175384
159,2021-05-22 15:00:00,17229,3258491,21059.0,2720390,7.0,1378,1278.0,234762.0,18507,3493253,22337,2955152,39573,6214957
160,2021-05-23 15:00:00,8894,3267385,11629.0,2732019,3.0,1381,984.0,235746.0,9878,3503131,12613,2967765,21510,6236467
161,2021-05-24 15:00:00,13730,3281115,18105.0,2750124,7.0,1388,1499.0,237245.0,15229,3518360,19604,2987369,33341,6269808
162,2021-05-25 15:00:00,13270,3294385,19010.0,2769134,6.0,1394,1344.0,238589.0,14614,3532974,20354,3007723,33630,6303438
163,2021-05-26 15:00:00,18621,3313006,20005.0,2789139,3.0,1397,1533.0,240122.0,20154,3553128,21538,3029261,40162,6343600
164,2021-05-27 15:00:00,11866,3324872,19023.0,2808162,4.0,1401,1146.0,241268.0,13012,3566140,20169,3049430,32039,6375639
165,2021-05-28 15:00:00,12567,3337439,20130.0,2828292,15.0,1416,1416.0,242684.0,13983,3580123,21546,3070976,34128,6409767
166,2021-05-29 15:00:00,9640,3347079,11903.0,2840195,7.0,1423,953.0,243637.0,10593,3590716,12856,3083832,22503,6432270
167,2021-05-30 15:00:00,5022,3352101,6538.0,2846733,1.0,1424,605.0,244242.0,5627,3596343,7143,3090975,12166,6444436
168,2021-05-31 15:00:00,1805,3353906,3772.0,2850505,20.0,1444,306.0,244548.0,2111,3598454,4078,3095053,5903,6450339
169,2021-06-01 15:00:00,10006,3363912,16814.0,2867319,34.0,1478,1177.0,245725.0,11183,3609637,17991,3113044,28031,6478370
170,2021-06-02 15:00:00,10424,3374336,17135.0,2884454,9.0,1487,986.0,246711.0,11410,3621047,18121,3131165,28554,6506924
171,2021-06-03 15:00:00,7997,3382333,21500.0,2905954,2.0,1489,1109.0,247820.0,9106,3630153,22609,3153774,30608,6537532
172,2021-06-04 15:00:00,8344,3390677,22659.0,2928613,7.0,1496,1137.0,248957.0,9481,3639634,23796,3177570,32147,6569679
173,2021-06-05 15:00:00,7117,3397794,19759.0,2948372,1.0,1497,736.0,249693.0,7853,3647487,20495,3198065,27613,6597292
174,2021-06-06 15:00:00,3485,3401279,7381.0,2955753,,1497,432.0,250125.0,3917,3651404,7813,3205878,11298,6608590
175,2021-06-07 15:00:00,6960,3408239,16035.0,2971788,9.0,1506,747.0,250872.0,7707,3659111,16782,3222660,23751,6632341
176,2021-06-08 15:00:00,6760,3414999,20023.0,2991811,5.0,1511,848.0,251720.0,7608,3666719,20871,3243531,27636,6659977
177,2021-06-09 15:00:00,8338,3423337,24399.0,3016210,1.0,1512,988.0,252708.0,9326,3676045,25387,3268918,33726,6693703
178,2021-06-10 15:00:00,7249,3430586,19401.0,3035611,1.0,1513,910.0,253618.0,8159,3684204,20311,3289229,27561,6721264
179,2021-06-11 15:00:00,7610,3438196,18020.0,3053631,4.0,1517,1137.0,254755.0,8747,3692951,19157,3308386,26771,6748035
180,2021-06-12 15:00:00,5336,3443532,15108.0,3068739,3.0,1520,617.0,255372.0,5953,3698904,15725,3324111,21064,6769099
181,2021-06-13 15:00:00,1977,3445509,7740.0,3076479,,1520,430.0,255802.0,2407,3701311,8170,3332281,10147,6779246
182,2021-06-14 15:00:00,5717,3451226,12067.0,3088546,8.0,1528,745.0,256547.0,6462,3707773,12812,3345093,18537,6797783
183,2021-06-15 15:00:00,5747,3456973,14590.0,3103136,3.0,1531,885.0,257432.0,6632,3714405,15475,3360568,21225,6819008
184,2021-06-16 15:00:00,8863,3465836,21922.0,3125058,3.0,1534,771.0,258203.0,9634,3724039,22693,3383261,31559,6850567
185,2021-06-17 15:00:00,6769,3472605,12614.0,3137672,2.0,1536,731.0,258934.0,7500,3731539,13345,3396606,20116,6870683
186,2021-06-18 15:00:00,6929,3479534,12997.0,3150669,4.0,1540,718.0,259652.0,7647,3739186,13715,3410321,20648,6891331
187,2021-06-19 15:00:00,4735,3484269,9574.0,3160243,2.0,1542,622.0,260274.0,5357,3744543,10196,3420517,14933,6906264
188,2021-06-20 15:00:00,2550,3486819,5130.0,3165373,1.0,1543,381.0,260655.0,2931,3747474,5511,3426028,8062,6914326
189,2021-06-21 15:00:00,5677,3492496,5453.0,3170826,5.0,1548,646.0,261301.0,6323,3753797,6099,3432127,11781,6926107
190,2021-06-22 15:00:00,5497,3497993,9256.0,3180082,1.0,1549,709.0,262010.0,6206,3760003,9965,3442092,15463,6941570
191,2021-06-23 15:00:00,6178,3504171,10554.0,3190636,5.0,1554,653.0,262663.0,6831,3766834,11207,3453299,17390,6958960
192,2021-06-24 15:00:00,6012,3510183,8353.0,3198989,3.0,1557,602.0,263265.0,6614,3773448,8955,3462254,14970,6973930
193,2021-06-25 15:00:00,5942,3516125,8861.0,3207850,4.0,1561,623.0,263888.0,6565,3780013,9484,3471738,15430,6989360
194,2021-06-26 15:00:00,3759,3519884,6410.0,3214260,,1561,407.0,264295.0,4166,3784179,6817,3478555,10576,6999936
195,2021-06-27 15:00:00,2833,3522717,3579.0,3217839,,1561,186.0,264481.0,3019,3787198,3765,3482320,6598,7006534
196,2021-06-28 15:00:00,5038,3527755,6532.0,3224371,7.0,1568,547.0,265028.0,5585,3792783,7079,3489399,12124,7018658
197,2021-06-29 15:00:00,5144,3532899,6619.0,3230990,5.0,1573,535.0,265563.0,5679,3798462,7154,3496553,12303,7030961
198,2021-06-30 15:00:00,5748,3538647,7608.0,3238598,4.0,1577,617.0,266180.0,6365,3804827,8225,3504778,13977,7044938
199,2021-07-01 15:00:00,5525,3544172,7154.0,3245752,11.0,1588,519.0,266699.0,6044,3810871,7673,3512451,13209,7058147
200,2021-07-02 15:00:00,5421,3549593,7010.0,3252762,2.0,1590,537.0,267236.0,5958,3816829,7547,3519998,12970,7071117
201,2021-07-03 15:00:00,3356,3552949,4157.0,3256919,1.0,1591,273.0,267509.0,3629,3820458,4430,3524428,7787,7078904
202,2021-07-04 15:00:00,509,3553458,557.0,3257476,,1591,72.0,267581.0,581,3821039,629,3525057,1138,7080042
203,2021-07-05 15:00:00,3836,3557294,3999.0,3261475,3.0,1594,297.0,267878.0,4133,3825172,4296,3529353,8135,7088177
204,2021-07-06 15:00:00,4547,3561841,6418.0,3267893,3.0,1597,465.0,268343.0,5012,3830184,6883,3536236,11433,7099610
205,2021-07-07 15:00:00,4552,3566393,6603.0,3274496,,1597,500.0,268843.0,5052,3835236,7103,3543339,11655,7111265
206,2021-07-08 15:00:00,4919,3571312,6300.0,3280796,3.0,1600,575.0,269418.0,5494,3840730,6875,3550214,11797,7123062
207,2021-07-09 15:00:00,5467,3576779,6858.0,3287654,1.0,1601,585.0,270003.0,6052,3846782,7443,3557657,12911,7135973
208,2021-07-10 15:00:00,3590,3580369,4508.0,3292162,,1601,319.0,270322.0,3909,3850691,4827,3562484,8417,7144390
209,2021-07-11 15:00:00,2727,3583096,2621.0,3294783,,1601,233.0,270555.0,2960,3853651,2854,3565338,5581,7149971
210,2021-07-12 15:00:00,4511,3587607,5229.0,3300012,6.0,1607,388.0,270943.0,4899,3858550,5617,3570955,10134,7160105
211,2021-07-13 15:00:00,4725,3592332,4885.0,3304897,3.0,1610,368.0,271311.0,5093,3863643,5253,3576208,9981,7170086
212,2021-07-14 15:00:00,4729,3597061,5430.0,3310327,4.0,1614,430.0,271741.0,5159,3868802,5860,3582068,10593,7180679
213,2021-07-15 15:00:00,4992,3602053,5142.0,3315469,1.0,1615,370.0,272111.0,5362,3874164,5512,3587580,10505,7191184
214,2021-07-16 15:00:00,6362,3608415,6005.0,3321474,1.0,1616,409.0,272520.0,6771,3880935,6414,3593994,12777,7203961
215,2021-07-17 15:00:00,3496,3611911,3610.0,3325084,1.0,1617,319.0,272839.0,3815,3884750,3929,3597923,7426,7211387
216,2021-07-18 15:00:00,2360,3614271,2419.0,3327503,,1617,119.0,272958.0,2479,3887229,2538,3600461,4898,7216285
217,2021-07-19 15:00:00,5246,3619517,4729.0,3332232,2.0,1619,395.0,273353.0,5641,3892870,5124,3605585,10372,7226657
218,2021-07-20 15:00:00,5435,3624952,4852.0,3337084,1.0,1620,371.0,273724.0,5806,3898676,5223,3610808,10659,7237316
