,VACCINATION_DATE,5-11 percent,12-17 percent,18-49 percent,50-64 percent,65 and Older percent,5-11 total,12-17 total,18-49 total,50-64 total,65 and Older total
0,2020-12-14 15:00:00,,,0.001,0.0,0.0,,,14,5,2
1,2020-12-15 15:00:00,,,0.002,0.003,0.001,,,50,34,6
2,2020-12-16 15:00:00,,,0.022,0.015,0.004,,,559,188,38
3,2020-12-17 15:00:00,,,0.056,0.044,0.011,,,1423,537,109
4,2020-12-18 15:00:00,,,0.134,0.123,0.032,,,3393,1508,309
5,2020-12-19 15:00:00,,,0.159,0.148,0.04,,,4012,1823,379
6,2020-12-20 15:00:00,,,0.169,0.157,0.043,,,4275,1928,408
7,2020-12-21 15:00:00,,,0.272,0.249,0.067,,,6875,3058,639
8,2020-12-22 15:00:00,,0.002,0.401,0.398,0.202,,8.0,10109,4894,1942
9,2020-12-23 15:00:00,,0.002,0.531,0.548,0.277,,9.0,13406,6733,2653
10,2020-12-24 15:00:00,,,0.596,0.622,0.301,,,15036,7640,2892
11,2020-12-25 15:00:00,,0.004,0.608,0.65,0.342,,18.0,15332,7978,3285
12,2020-12-26 15:00:00,,,0.637,0.701,0.398,,,16085,8612,3815
13,2020-12-27 15:00:00,,0.004,0.668,0.745,0.451,,20.0,16865,9148,4324
14,2020-12-28 15:00:00,,0.005,0.873,0.976,0.576,,24.0,22023,11988,5529
15,2020-12-29 15:00:00,,0.006,1.105,1.271,0.757,,25.0,27895,15611,7267
16,2020-12-30 15:00:00,,0.006,1.396,1.602,0.9,,27.0,35227,19682,8634
17,2020-12-31 15:00:00,,0.006,1.571,1.797,0.991,,29.0,39646,22066,9511
18,2021-01-01 15:00:00,,0.009,1.63,1.873,1.121,,41.0,41125,23004,10751
19,2021-01-02 15:00:00,,0.01,1.694,1.941,1.21,,45.0,42750,23843,11608
20,2021-01-03 15:00:00,,0.01,1.759,2.025,1.293,,46.0,44386,24867,12409
21,2021-01-04 15:00:00,,0.012,2.031,2.37,1.542,,53.0,51240,29109,14797
22,2021-01-05 15:00:00,,0.015,2.28,2.688,1.796,,66.0,57524,33019,17235
23,2021-01-06 15:00:00,,0.018,2.585,3.091,2.085,,83.0,65218,37967,20002
24,2021-01-07 15:00:00,,0.021,2.907,3.481,2.326,,95.0,73359,42752,22311
25,2021-01-08 15:00:00,,0.029,3.242,3.886,2.614,,129.0,81799,47727,25074
26,2021-01-09 15:00:00,,0.03,3.347,4.012,2.741,,135.0,84459,49276,26296
27,2021-01-10 15:00:00,,0.031,3.401,4.084,2.824,,140.0,85826,50165,27091
28,2021-01-11 15:00:00,,0.035,3.664,4.419,3.148,,157.0,92457,54275,30206
29,2021-01-12 15:00:00,,0.04,3.993,4.822,3.604,,183.0,100751,59228,34579
30,2021-01-13 15:00:00,,0.044,4.372,5.283,3.981,,200.0,110333,64882,38194
31,2021-01-14 15:00:00,,0.047,4.728,5.72,4.381,,212.0,119303,70256,42035
32,2021-01-15 15:00:00,,0.051,5.11,6.164,4.874,,229.0,128942,75712,46763
33,2021-01-16 15:00:00,,0.051,5.216,6.268,5.099,,231.0,131619,76989,48922
34,2021-01-17 15:00:00,,0.052,5.251,6.315,5.174,,235.0,132514,77559,49636
35,2021-01-18 15:00:00,,0.053,5.339,6.431,5.55,,241.0,134730,78981,53250
36,2021-01-19 15:00:00,,0.056,5.536,6.668,6.523,,251.0,139683,81892,62579
37,2021-01-20 15:00:00,,0.058,5.763,6.954,7.765,,261.0,145429,85410,74494
38,2021-01-21 15:00:00,,0.061,6.057,7.309,9.054,,277.0,152832,89773,86860
39,2021-01-22 15:00:00,,0.065,6.437,7.79,10.444,,293.0,162436,95676,100204
40,2021-01-23 15:00:00,,0.067,6.567,7.938,10.984,,305.0,165720,97495,105382
41,2021-01-24 15:00:00,,0.071,6.599,7.986,11.196,,319.0,166510,98084,107412
42,2021-01-25 15:00:00,,0.073,6.771,8.196,12.189,,329.0,170863,100668,116943
43,2021-01-26 15:00:00,,0.076,6.967,8.424,13.234,,342.0,175793,103468,126964
44,2021-01-27 15:00:00,,0.08,7.206,8.72,14.79,,363.0,181840,107094,141898
45,2021-01-28 15:00:00,,0.084,7.442,9.022,16.177,,379.0,187790,110807,155197
46,2021-01-29 15:00:00,,0.097,7.685,9.349,17.729,,437.0,193932,114826,170091
47,2021-01-30 15:00:00,,0.101,7.864,9.568,18.853,,456.0,198440,117513,180873
48,2021-01-31 15:00:00,,0.103,7.918,9.632,19.024,,467.0,199811,118305,182516
49,2021-02-01 15:00:00,,0.114,7.998,9.753,19.53,,515.0,201821,119785,187369
50,2021-02-02 15:00:00,,0.121,8.118,9.927,20.311,,545.0,204842,121928,194859
51,2021-02-03 15:00:00,,0.126,8.307,10.191,21.396,,570.0,209629,125171,205274
52,2021-02-04 15:00:00,,0.13,8.516,10.525,22.753,,586.0,214901,129273,218290
53,2021-02-05 15:00:00,,0.133,8.728,10.822,23.967,,601.0,220242,132913,229937
54,2021-02-06 15:00:00,,0.136,8.869,10.993,24.588,,614.0,223790,135016,235898
55,2021-02-07 15:00:00,,0.137,8.929,11.082,24.946,,621.0,225306,136107,239329
56,2021-02-08 15:00:00,,0.141,9.058,11.259,25.748,,636.0,228569,138285,247025
57,2021-02-09 15:00:00,,0.145,9.223,11.485,26.787,,654.0,232744,141066,256996
58,2021-02-10 15:00:00,,0.15,9.395,11.743,28.04,,679.0,237062,144235,269018
59,2021-02-11 15:00:00,,0.156,9.623,12.072,29.421,,705.0,242830,148272,282265
60,2021-02-12 15:00:00,,0.158,9.859,12.409,30.522,,715.0,248771,152414,292831
61,2021-02-13 15:00:00,,0.162,9.973,12.58,31.21,,733.0,251654,154506,299427
62,2021-02-14 15:00:00,,0.167,10.059,12.694,31.587,,753.0,253834,155910,303042
63,2021-02-15 15:00:00,,0.17,10.176,12.848,32.327,,766.0,256770,157805,310140
64,2021-02-16 15:00:00,,0.175,10.352,13.12,33.277,,792.0,261210,161142,319257
65,2021-02-17 15:00:00,,0.177,10.603,13.47,34.336,,799.0,267565,165442,329422
66,2021-02-18 15:00:00,,0.178,10.644,13.53,34.493,,804.0,268588,166177,330926
67,2021-02-19 15:00:00,,0.181,10.756,13.685,35.083,,816.0,271419,168077,336587
68,2021-02-20 15:00:00,,0.186,10.87,13.844,35.663,,841.0,274282,170029,342152
69,2021-02-21 15:00:00,,0.189,10.93,13.93,36.058,,856.0,275798,171086,345939
70,2021-02-22 15:00:00,,0.192,11.013,14.05,36.531,,869.0,277892,172560,350480
71,2021-02-23 15:00:00,,0.201,11.179,14.292,37.409,,907.0,282086,175539,358902
72,2021-02-24 15:00:00,,0.208,11.375,14.605,38.377,,940.0,287045,179386,368187
73,2021-02-25 15:00:00,,0.216,11.576,14.908,39.604,,977.0,292106,183103,379961
74,2021-02-26 15:00:00,,0.223,11.841,15.285,41.218,,1007.0,298798,187729,395442
75,2021-02-27 15:00:00,,0.234,12.026,15.564,42.055,,1058.0,303467,191158,403475
76,2021-02-28 15:00:00,,0.242,12.196,15.834,42.885,,1092.0,307745,194474,411441
77,2021-03-01 15:00:00,,0.257,12.52,16.365,44.24,,1161.0,315923,200996,424438
78,2021-03-02 15:00:00,,0.265,12.776,16.782,45.561,,1197.0,322400,206117,437112
79,2021-03-03 15:00:00,,0.275,13.134,17.337,47.105,,1244.0,331425,212931,451921
80,2021-03-04 15:00:00,,0.282,13.531,17.96,48.941,,1276.0,341428,220592,469539
81,2021-03-05 15:00:00,,0.293,13.886,18.561,50.915,,1323.0,350409,227964,488473
82,2021-03-06 15:00:00,,0.312,14.195,19.059,52.092,,1410.0,358207,234088,499773
83,2021-03-07 15:00:00,,0.322,14.446,19.43,52.925,,1454.0,364534,238636,507762
84,2021-03-08 15:00:00,,0.341,14.833,20.07,54.671,,1539.0,374287,246503,524507
85,2021-03-09 15:00:00,,0.362,15.241,20.736,56.353,,1636.0,384600,254688,540644
86,2021-03-10 15:00:00,,0.387,15.712,21.523,58.068,,1748.0,396465,264343,557100
87,2021-03-11 15:00:00,,0.422,16.233,22.389,59.769,,1909.0,409619,274979,573424
88,2021-03-12 15:00:00,,0.454,16.747,23.247,61.489,,2050.0,422584,285528,589924
89,2021-03-13 15:00:00,,0.491,17.116,23.845,62.293,,2217.0,431901,292872,597641
90,2021-03-14 15:00:00,,0.525,17.434,24.321,62.815,,2374.0,439923,298711,602644
91,2021-03-15 15:00:00,,0.563,17.935,25.082,63.722,,2544.0,452560,308055,611350
92,2021-03-16 15:00:00,,0.611,18.45,25.908,64.888,,2759.0,465565,318206,622536
93,2021-03-17 15:00:00,,0.668,19.019,26.827,66.274,,3020.0,479915,329490,635827
94,2021-03-18 15:00:00,,0.721,19.71,27.916,67.551,,3257.0,497360,342863,648077
95,2021-03-19 15:00:00,,0.767,20.324,28.953,68.743,,3467.0,512845,355601,659516
96,2021-03-20 15:00:00,,0.824,20.779,29.675,69.282,,3725.0,524342,364469,664688
97,2021-03-21 15:00:00,,0.875,21.143,30.249,69.623,,3952.0,533517,371524,667956
98,2021-03-22 15:00:00,,0.934,21.711,31.262,70.319,,4222.0,547854,383960,674636
99,2021-03-23 15:00:00,,1.003,22.356,32.54,71.155,,4531.0,564139,399660,682654
100,2021-03-24 15:00:00,,1.075,23.058,33.94,71.953,,4856.0,581849,416854,690315
101,2021-03-25 15:00:00,,1.152,23.843,35.466,72.669,,5205.0,601649,435598,697180
102,2021-03-26 15:00:00,,1.21,24.517,36.821,73.234,,5467.0,618662,452237,702607
103,2021-03-27 15:00:00,,1.266,25.029,37.815,73.646,,5721.0,631586,464443,706560
104,2021-03-28 15:00:00,,1.311,25.356,38.53,73.813,,5926.0,639833,473233,708161
105,2021-03-29 15:00:00,,1.384,25.898,39.649,74.173,,6254.0,653511,486978,711608
106,2021-03-30 15:00:00,,1.5,26.656,41.14,74.637,,6780.0,672642,505284,716066
107,2021-03-31 15:00:00,,1.655,27.536,42.659,75.231,,7479.0,694836,523942,721765
108,2021-04-01 15:00:00,,1.792,28.438,44.348,75.758,,8100.0,717592,544687,726815
109,2021-04-02 15:00:00,,1.959,29.235,45.684,76.234,,8851.0,737724,561099,731390
110,2021-04-03 15:00:00,,2.093,29.81,46.415,76.437,,9459.0,752233,570073,733331
111,2021-04-04 15:00:00,,2.143,30.027,46.673,76.507,,9685.0,757688,573238,734009
112,2021-04-05 15:00:00,,2.331,30.78,47.642,76.842,,10533.0,776704,585150,737223
113,2021-04-06 15:00:00,,2.587,31.875,49.048,77.33,,11692.0,804328,602409,741902
114,2021-04-07 15:00:00,,2.854,32.954,50.402,77.813,,12899.0,831548,619046,746534
115,2021-04-08 15:00:00,,3.126,34.183,51.951,78.378,,14127.0,862560,638070,751960
116,2021-04-09 15:00:00,,3.366,35.287,53.241,78.835,,15211.0,890418,653913,756337
117,2021-04-10 15:00:00,,3.681,36.001,54.064,79.058,,16634.0,908433,664025,758475
118,2021-04-11 15:00:00,,3.917,36.697,54.709,79.203,,17700.0,926005,671947,759867
119,2021-04-12 15:00:00,,4.133,37.547,55.59,79.491,,18675.0,947444,682761,762637
120,2021-04-13 15:00:00,,4.537,38.56,56.628,79.749,,20501.0,973011,695507,765106
121,2021-04-14 15:00:00,,5.072,39.544,57.536,80.017,,22919.0,997848,706665,767684
122,2021-04-15 15:00:00,,5.422,40.569,58.471,80.275,,24500.0,1023701,718151,770158
123,2021-04-16 15:00:00,,5.858,41.447,59.298,80.54,,26470.0,1045868,728305,772702
124,2021-04-17 15:00:00,,6.424,42.234,59.962,80.697,,29031.0,1065715,736463,774205
125,2021-04-18 15:00:00,,6.887,42.718,60.365,80.794,,31121.0,1077935,741410,775133
126,2021-04-19 15:00:00,,7.184,43.416,61.015,80.99,,32464.0,1095544,749395,777016
127,2021-04-20 15:00:00,,7.525,44.131,61.684,81.22,,34006.0,1113593,757613,779222
128,2021-04-21 15:00:00,,8.191,45.09,62.487,81.47,,37015.0,1137787,767473,781620
129,2021-04-22 15:00:00,,8.586,45.947,63.257,81.716,,38798.0,1159424,776932,783981
130,2021-04-23 15:00:00,,9.02,46.73,63.977,81.949,,40759.0,1179188,785770,786217
131,2021-04-24 15:00:00,,9.503,47.379,64.519,82.112,,42942.0,1195566,792435,787780
132,2021-04-25 15:00:00,,9.904,47.849,64.9,82.221,,44754.0,1207424,797115,788829
133,2021-04-26 15:00:00,,10.225,48.487,65.453,82.428,,46208.0,1223508,803904,790814
134,2021-04-27 15:00:00,,10.561,49.146,66.063,82.684,,47724.0,1240147,811390,793267
135,2021-04-28 15:00:00,,11.178,49.856,66.679,82.945,,50511.0,1258063,818955,795772
136,2021-04-29 15:00:00,,11.542,50.525,67.312,83.194,,52159.0,1274943,826733,798162
137,2021-04-30 15:00:00,,11.915,51.247,67.953,83.445,,53841.0,1293165,834613,800565
138,2021-05-01 15:00:00,,12.267,51.744,68.368,83.594,,55436.0,1305698,839701,801994
139,2021-05-02 15:00:00,,12.428,51.997,68.564,83.661,,56160.0,1312097,842114,802642
140,2021-05-03 15:00:00,,12.599,52.338,68.872,83.801,,56934.0,1320693,845895,803983
141,2021-05-04 15:00:00,,12.825,52.688,69.207,83.966,,57957.0,1329529,850009,805565
142,2021-05-05 15:00:00,,13.256,53.162,69.646,84.156,,59904.0,1341483,855404,807393
143,2021-05-06 15:00:00,,13.456,53.595,70.045,84.352,,60806.0,1352401,860303,809274
144,2021-05-07 15:00:00,,13.667,54.073,70.431,84.528,,61761.0,1364479,865048,810954
145,2021-05-08 15:00:00,,13.858,54.367,70.663,84.614,,62623.0,1371883,867890,811785
146,2021-05-09 15:00:00,,13.966,54.515,70.764,84.653,,63113.0,1375616,869131,812159
147,2021-05-10 15:00:00,,14.079,54.755,70.977,84.751,,63622.0,1381675,871750,813096
148,2021-05-11 15:00:00,,14.259,55.091,71.24,84.883,,64436.0,1390156,874973,814368
149,2021-05-12 15:00:00,,14.69,55.449,71.525,85.023,,66382.0,1399182,878484,815709
150,2021-05-13 15:00:00,,17.123,55.764,71.783,85.155,,77377.0,1407143,881645,816975
151,2021-05-14 15:00:00,,19.481,56.165,72.104,85.3,,88033.0,1417266,885590,818365
152,2021-05-15 15:00:00,,22.119,56.471,72.323,85.386,,99954.0,1424983,888274,819190
153,2021-05-16 15:00:00,,23.085,56.634,72.439,85.43,,104318.0,1429087,889701,819609
154,2021-05-17 15:00:00,,24.648,56.926,72.676,85.544,,111384.0,1436469,892612,820705
155,2021-05-18 15:00:00,,26.576,57.312,72.964,85.686,,120095.0,1446191,896148,822066
156,2021-05-19 15:00:00,,29.674,57.74,73.259,85.819,,134095.0,1456995,899778,823345
157,2021-05-20 15:00:00,,31.196,58.147,73.547,85.968,,140973.0,1467279,903310,824778
158,2021-05-21 15:00:00,,32.693,58.524,73.832,86.097,,147737.0,1476796,906819,826007
159,2021-05-22 15:00:00,,34.193,58.828,74.032,86.169,,154516.0,1484460,909271,826699
160,2021-05-23 15:00:00,,34.949,59.016,74.143,86.207,,157933.0,1489192,910634,827065
161,2021-05-24 15:00:00,,35.846,59.299,74.35,86.306,,161987.0,1496354,913174,828016
162,2021-05-25 15:00:00,,36.593,59.596,74.567,86.419,,165361.0,1503842,915837,829098
163,2021-05-26 15:00:00,,38.499,59.911,74.784,86.517,,173975.0,1511775,918504,830040
164,2021-05-27 15:00:00,,39.069,60.174,74.976,86.621,,176550.0,1518433,920860,831037
165,2021-05-28 15:00:00,,39.731,60.458,75.177,86.719,,179542.0,1525590,923333,831980
166,2021-05-29 15:00:00,,40.392,60.668,75.306,86.765,,182530.0,1530894,924919,832420
167,2021-05-30 15:00:00,,40.707,60.792,75.373,86.791,,183953.0,1534026,925737,832674
168,2021-05-31 15:00:00,,40.77,60.835,75.404,86.808,,184237.0,1535094,926119,832834
169,2021-06-01 15:00:00,,41.219,61.077,75.571,86.909,,186268.0,1541201,928168,833800
170,2021-06-02 15:00:00,,41.978,61.29,75.719,86.991,,189694.0,1546574,929989,834590
171,2021-06-03 15:00:00,,42.358,61.482,75.862,87.073,,191412.0,1551417,931746,835378
172,2021-06-04 15:00:00,,42.756,61.681,76.014,87.155,,193212.0,1556440,933618,836164
173,2021-06-05 15:00:00,,43.245,61.836,76.119,87.201,,195422.0,1560365,934901,836601
174,2021-06-06 15:00:00,,43.487,61.917,76.166,87.221,,196516.0,1562408,935486,836796
175,2021-06-07 15:00:00,,43.868,62.079,76.275,87.281,,198235.0,1566492,936813,837375
176,2021-06-08 15:00:00,,44.229,62.236,76.388,87.346,,199867.0,1570450,938208,837998
177,2021-06-09 15:00:00,,44.825,62.415,76.507,87.416,,202562.0,1574962,939663,838662
178,2021-06-10 15:00:00,,45.212,62.582,76.632,87.484,,204312.0,1579183,941199,839314
179,2021-06-11 15:00:00,,45.662,62.761,76.762,87.545,,206345.0,1583700,942802,839908
180,2021-06-12 15:00:00,,45.994,62.887,76.842,87.577,,207843.0,1586875,943779,840211
181,2021-06-13 15:00:00,,46.084,62.945,76.872,87.592,,208251.0,1588357,944156,840351
182,2021-06-14 15:00:00,,46.411,63.081,76.96,87.642,,209729.0,1591781,945232,840835
183,2021-06-15 15:00:00,,46.72,63.22,77.059,87.697,,211124.0,1595278,946445,841362
184,2021-06-16 15:00:00,,47.192,63.367,77.155,87.753,,213257.0,1598988,947621,841898
185,2021-06-17 15:00:00,,47.57,63.52,77.263,87.814,,214968.0,1602842,948950,842482
186,2021-06-18 15:00:00,,47.921,63.672,77.376,87.872,,216552.0,1606680,950345,843039
187,2021-06-19 15:00:00,,48.182,63.785,77.447,87.902,,217730.0,1609539,951209,843328
188,2021-06-20 15:00:00,,48.316,63.85,77.479,87.915,,218335.0,1611180,951611,843449
189,2021-06-21 15:00:00,,48.639,63.98,77.564,87.964,,219796.0,1614462,952656,843927
190,2021-06-22 15:00:00,,48.93,64.112,77.653,88.012,,221110.0,1617789,953749,844385
191,2021-06-23 15:00:00,,49.313,64.246,77.75,88.065,,222844.0,1621186,954939,844893
192,2021-06-24 15:00:00,,49.614,64.378,77.84,88.119,,224203.0,1624510,956040,845414
193,2021-06-25 15:00:00,,49.912,64.514,77.937,88.168,,225550.0,1627942,957230,845885
194,2021-06-26 15:00:00,,50.105,64.607,77.994,88.195,,226421.0,1630280,957937,846135
195,2021-06-27 15:00:00,,50.248,64.674,78.03,88.208,,227066.0,1631969,958368,846263
196,2021-06-28 15:00:00,,50.519,64.792,78.101,88.246,,228291.0,1634941,959241,846628
197,2021-06-29 15:00:00,,50.779,64.916,78.177,88.29,,229467.0,1638076,960181,847053
198,2021-06-30 15:00:00,,51.108,65.05,78.263,88.336,,230954.0,1641457,961236,847495
199,2021-07-01 15:00:00,,51.385,65.173,78.338,88.382,,232207.0,1644565,962159,847934
200,2021-07-02 15:00:00,,51.64,65.296,78.425,88.425,,233359.0,1647678,963229,848342
201,2021-07-03 15:00:00,,51.793,65.376,78.474,88.447,,234050.0,1649697,963830,848559
202,2021-07-04 15:00:00,,51.812,65.388,78.482,88.451,,234134.0,1649987,963923,848592
203,2021-07-05 15:00:00,,52.014,65.481,78.534,88.475,,235046.0,1652328,964565,848823
204,2021-07-06 15:00:00,,52.233,65.588,78.605,88.518,,236040.0,1655036,965442,849234
205,2021-07-07 15:00:00,,52.468,65.698,78.675,88.554,,237099.0,1657825,966298,849582
206,2021-07-08 15:00:00,,52.706,65.817,78.752,88.593,,238176.0,1660820,967239,849953
207,2021-07-09 15:00:00,,52.959,65.946,78.839,88.638,,239319.0,1664076,968309,850391
208,2021-07-10 15:00:00,,53.142,66.03,78.892,88.659,,240147.0,1666181,968955,850587
209,2021-07-11 15:00:00,,53.288,66.094,78.925,88.669,,240805.0,1667817,969370,850689
210,2021-07-12 15:00:00,,53.524,66.199,78.993,88.706,,241873.0,1670463,970203,851043
211,2021-07-13 15:00:00,,53.784,66.307,79.059,88.746,,243046.0,1673189,971011,851426
212,2021-07-14 15:00:00,,54.055,66.414,79.125,88.784,,244273.0,1675888,971821,851789
213,2021-07-15 15:00:00,,54.345,66.523,79.195,88.826,,245581.0,1678624,972679,852189
214,2021-07-16 15:00:00,,54.621,66.645,79.275,88.869,,246830.0,1681713,973662,852603
215,2021-07-17 15:00:00,,54.798,66.728,79.327,88.888,,247630.0,1683813,974298,852792
216,2021-07-18 15:00:00,,54.906,66.781,79.358,88.9,,248118.0,1685150,974681,852901
