,VACCINATION_DATE,5-11 percent,12-17 percent,18-49 percent,50-64 percent,65 and Older percent,5-11 total,12-17 total,18-49 total,50-64 total,65 and Older total
47,2021-01-30 15:00:00,,0.101,7.868,9.573,18.862,,458.0,198529,117578,180964
48,2021-01-31 15:00:00,,0.104,7.922,9.638,19.034,,469.0,199899,118371,182607
49,2021-02-01 15:00:00,,0.114,8.002,9.758,19.54,,517.0,201914,119855,187470
50,2021-02-02 15:00:00,,0.121,8.121,9.933,20.321,,547.0,204935,122001,194962
51,2021-02-03 15:00:00,,0.127,8.311,10.197,21.407,,572.0,209726,125243,205382
52,2021-02-04 15:00:00,,0.13,8.52,10.531,22.764,,588.0,215000,129345,218401
53,2021-02-05 15:00:00,,0.133,8.732,10.828,23.979,,603.0,220341,132985,230053
54,2021-02-06 15:00:00,,0.136,8.873,10.999,24.601,,616.0,223891,135089,236020
55,2021-02-07 15:00:00,,0.138,8.933,11.088,24.959,,623.0,225407,136181,239452
56,2021-02-08 15:00:00,,0.141,9.062,11.265,25.761,,638.0,228673,138362,247152
57,2021-02-09 15:00:00,,0.145,9.228,11.492,26.801,,656.0,232851,141146,257125
58,2021-02-10 15:00:00,,0.151,9.399,11.75,28.054,,681.0,237168,144319,269150
59,2021-02-11 15:00:00,,0.156,9.628,12.079,29.435,,707.0,242940,148355,282399
60,2021-02-12 15:00:00,,0.159,9.863,12.416,30.536,,717.0,248881,152495,292964
61,2021-02-13 15:00:00,,0.163,9.977,12.586,31.224,,735.0,251765,154586,299563
62,2021-02-14 15:00:00,,0.167,10.064,12.701,31.601,,755.0,253945,155991,303178
63,2021-02-15 15:00:00,,0.17,10.18,12.855,32.341,,768.0,256881,157889,310278
64,2021-02-16 15:00:00,,0.176,10.356,13.127,33.291,,794.0,261321,161225,319395
65,2021-02-17 15:00:00,,0.177,10.608,13.477,34.351,,801.0,267677,165528,329561
66,2021-02-18 15:00:00,,0.178,10.648,13.537,34.508,,806.0,268702,166264,331067
67,2021-02-19 15:00:00,,0.181,10.761,13.692,35.098,,818.0,271535,168166,336732
68,2021-02-20 15:00:00,,0.187,10.874,13.851,35.678,,843.0,274398,170118,342295
69,2021-02-21 15:00:00,,0.19,10.934,13.937,36.073,,858.0,275916,171175,346086
70,2021-02-22 15:00:00,,0.193,11.017,14.057,36.547,,871.0,278011,172649,350629
71,2021-02-23 15:00:00,,0.201,11.184,14.3,37.425,,909.0,282206,175629,359052
72,2021-02-24 15:00:00,,0.208,11.38,14.613,38.393,,942.0,287163,179476,368339
73,2021-02-25 15:00:00,,0.217,11.581,14.915,39.62,,979.0,292226,183193,380115
74,2021-02-26 15:00:00,,0.223,11.846,15.292,41.234,,1009.0,298920,187822,395599
75,2021-02-27 15:00:00,,0.235,12.031,15.572,42.071,,1060.0,303586,191253,403632
76,2021-02-28 15:00:00,,0.242,12.2,15.841,42.902,,1094.0,307862,194567,411604
77,2021-03-01 15:00:00,,0.257,12.525,16.373,44.258,,1163.0,316061,201099,424613
78,2021-03-02 15:00:00,,0.266,12.782,16.79,45.58,,1200.0,322547,206222,437288
79,2021-03-03 15:00:00,,0.276,13.14,17.345,47.123,,1247.0,331575,213034,452098
80,2021-03-04 15:00:00,,0.283,13.537,17.969,48.959,,1279.0,341585,220701,469715
81,2021-03-05 15:00:00,,0.293,13.893,18.57,50.933,,1326.0,350579,228076,488646
82,2021-03-06 15:00:00,,0.313,14.202,19.069,52.11,,1415.0,358374,234203,499945
83,2021-03-07 15:00:00,,0.323,14.453,19.439,52.943,,1459.0,364699,238749,507935
84,2021-03-08 15:00:00,,0.342,14.839,20.08,54.689,,1544.0,374453,246622,524680
85,2021-03-09 15:00:00,,0.363,15.248,20.746,56.371,,1641.0,384766,254811,540817
86,2021-03-10 15:00:00,,0.388,15.718,21.533,58.086,,1753.0,396633,264467,557274
87,2021-03-11 15:00:00,,0.424,16.24,22.399,59.787,,1914.0,409794,275108,573595
88,2021-03-12 15:00:00,,0.455,16.754,23.258,61.507,,2055.0,422762,285656,590092
89,2021-03-13 15:00:00,,0.492,17.123,23.856,62.311,,2222.0,432083,293003,597809
90,2021-03-14 15:00:00,,0.526,17.441,24.332,62.833,,2379.0,440107,298843,602813
91,2021-03-15 15:00:00,,0.564,17.942,25.092,63.74,,2549.0,452747,308186,611521
92,2021-03-16 15:00:00,,0.612,18.457,25.919,64.906,,2764.0,465751,318345,622708
93,2021-03-17 15:00:00,,0.669,19.026,26.839,66.292,,3025.0,480102,329636,635998
94,2021-03-18 15:00:00,,0.722,19.718,27.928,67.568,,3262.0,497553,343009,648248
95,2021-03-19 15:00:00,,0.768,20.331,28.965,68.761,,3472.0,513040,355749,659688
96,2021-03-20 15:00:00,,0.825,20.787,29.687,69.3,,3730.0,524539,364618,664860
97,2021-03-21 15:00:00,,0.876,21.151,30.261,69.641,,3957.0,533716,371675,668129
98,2021-03-22 15:00:00,,0.935,21.719,31.274,70.337,,4227.0,548058,384112,674810
99,2021-03-23 15:00:00,,1.004,22.365,32.553,71.173,,4537.0,564346,399820,682827
100,2021-03-24 15:00:00,,1.076,23.067,33.953,71.971,,4862.0,582063,417016,690487
101,2021-03-25 15:00:00,,1.153,23.851,35.479,72.686,,5211.0,601864,435761,697351
102,2021-03-26 15:00:00,,1.211,24.526,36.834,73.252,,5473.0,618891,452404,702777
103,2021-03-27 15:00:00,,1.267,25.039,37.829,73.664,,5727.0,631820,464616,706730
104,2021-03-28 15:00:00,,1.313,25.366,38.544,73.831,,5932.0,640072,473408,708332
105,2021-03-29 15:00:00,,1.385,25.908,39.664,74.19,,6260.0,653757,487157,711779
106,2021-03-30 15:00:00,,1.502,26.666,41.154,74.655,,6786.0,672894,505461,716237
107,2021-03-31 15:00:00,,1.656,27.546,42.673,75.249,,7485.0,695094,524121,721936
108,2021-04-01 15:00:00,,1.794,28.449,44.363,75.776,,8109.0,717873,544873,726988
109,2021-04-02 15:00:00,,1.961,29.247,45.7,76.252,,8860.0,738010,561287,731563
110,2021-04-03 15:00:00,,2.095,29.822,46.431,76.455,,9469.0,752525,570265,733505
111,2021-04-04 15:00:00,,2.145,30.038,46.688,76.526,,9695.0,757981,573432,734183
112,2021-04-05 15:00:00,,2.333,30.792,47.658,76.86,,10543.0,776997,585343,737396
113,2021-04-06 15:00:00,,2.59,31.887,49.064,77.348,,11702.0,804625,602604,742075
114,2021-04-07 15:00:00,,2.857,32.966,50.418,77.831,,12909.0,831850,619242,746706
115,2021-04-08 15:00:00,,3.128,34.195,51.967,78.397,,14137.0,862867,638267,752133
116,2021-04-09 15:00:00,,3.368,35.299,53.257,78.853,,15222.0,890734,654111,756511
117,2021-04-10 15:00:00,,3.684,36.013,54.08,79.076,,16646.0,908753,664222,758650
118,2021-04-11 15:00:00,,3.92,36.71,54.725,79.221,,17713.0,926328,672144,760042
119,2021-04-12 15:00:00,,4.135,37.56,55.606,79.51,,18688.0,947771,682959,762812
120,2021-04-13 15:00:00,,4.54,38.573,56.644,79.767,,20514.0,973339,695705,765283
121,2021-04-14 15:00:00,,5.075,39.557,57.552,80.036,,22932.0,998183,706865,767860
122,2021-04-15 15:00:00,,5.425,40.582,58.488,80.294,,24513.0,1024041,718352,770333
123,2021-04-16 15:00:00,,5.861,41.461,59.314,80.559,,26485.0,1046209,728506,772877
124,2021-04-17 15:00:00,,6.428,42.247,59.978,80.715,,29046.0,1066059,736663,774380
125,2021-04-18 15:00:00,,6.89,42.731,60.381,80.812,,31136.0,1078280,741609,775308
126,2021-04-19 15:00:00,,7.188,43.429,61.031,81.008,,32480.0,1095893,749596,777191
127,2021-04-20 15:00:00,,7.529,44.145,61.701,81.238,,34023.0,1113943,757814,779396
128,2021-04-21 15:00:00,,8.195,45.104,62.503,81.488,,37033.0,1138137,767673,781794
129,2021-04-22 15:00:00,,8.59,45.961,63.274,81.734,,38816.0,1159777,777134,784155
130,2021-04-23 15:00:00,,9.024,46.744,63.993,81.967,,40777.0,1179540,785972,786391
131,2021-04-24 15:00:00,,9.507,47.393,64.536,82.13,,42960.0,1195920,792638,787954
132,2021-04-25 15:00:00,,9.908,47.863,64.917,82.24,,44772.0,1207778,797318,789003
133,2021-04-26 15:00:00,,10.23,48.501,65.47,82.446,,46227.0,1223864,804106,790988
134,2021-04-27 15:00:00,,10.565,49.16,66.079,82.702,,47744.0,1240505,811592,793442
135,2021-04-28 15:00:00,,11.182,49.87,66.695,82.963,,50531.0,1258420,819158,795947
136,2021-04-29 15:00:00,,11.547,50.539,67.328,83.212,,52179.0,1275300,826936,798336
137,2021-04-30 15:00:00,,11.919,51.261,67.97,83.463,,53861.0,1293523,834817,800739
138,2021-05-01 15:00:00,,12.272,51.759,68.385,83.612,,55458.0,1306068,839907,802168
139,2021-05-02 15:00:00,,12.433,52.012,68.581,83.679,,56182.0,1312468,842321,802816
140,2021-05-03 15:00:00,,12.604,52.353,68.889,83.819,,56956.0,1321064,846101,804156
141,2021-05-04 15:00:00,,12.83,52.703,69.224,83.984,,57979.0,1329898,850214,805737
142,2021-05-05 15:00:00,,13.261,53.177,69.663,84.174,,59925.0,1341853,855610,807566
143,2021-05-06 15:00:00,,13.46,53.609,70.062,84.371,,60827.0,1352771,860509,809448
144,2021-05-07 15:00:00,,13.672,54.088,70.448,84.546,,61783.0,1364850,865254,811127
145,2021-05-08 15:00:00,,13.863,54.381,70.68,84.632,,62645.0,1372252,868096,811958
146,2021-05-09 15:00:00,,13.971,54.529,70.781,84.671,,63135.0,1375986,869337,812331
147,2021-05-10 15:00:00,,14.084,54.769,70.994,84.769,,63644.0,1382044,871958,813270
148,2021-05-11 15:00:00,,14.264,55.106,71.256,84.901,,64458.0,1390527,875179,814541
149,2021-05-12 15:00:00,,14.695,55.463,71.542,85.041,,66405.0,1399554,878690,815882
150,2021-05-13 15:00:00,,17.128,55.779,71.8,85.173,,77402.0,1407514,881851,817148
151,2021-05-14 15:00:00,,19.487,56.18,72.121,85.318,,88059.0,1417637,885796,818539
152,2021-05-15 15:00:00,,22.125,56.486,72.339,85.404,,99980.0,1425355,888481,819363
153,2021-05-16 15:00:00,,23.091,56.648,72.456,85.448,,104345.0,1429458,889908,819782
154,2021-05-17 15:00:00,,24.654,56.941,72.692,85.562,,111411.0,1436839,892818,820878
155,2021-05-18 15:00:00,,26.582,57.326,72.98,85.704,,120121.0,1446562,896354,822239
156,2021-05-19 15:00:00,,29.68,57.754,73.276,85.837,,134122.0,1457364,899986,823518
157,2021-05-20 15:00:00,,31.202,58.162,73.564,85.987,,141002.0,1467648,903519,824954
158,2021-05-21 15:00:00,,32.699,58.539,73.85,86.115,,147766.0,1477161,907031,826183
159,2021-05-22 15:00:00,,34.2,58.842,74.049,86.187,,154548.0,1484821,909484,826875
160,2021-05-23 15:00:00,,34.956,59.03,74.16,86.225,,157963.0,1489550,910847,827241
161,2021-05-24 15:00:00,,35.853,59.314,74.367,86.324,,162016.0,1496711,913386,828193
162,2021-05-25 15:00:00,,36.6,59.61,74.584,86.437,,165391.0,1504197,916050,829276
163,2021-05-26 15:00:00,,38.506,59.925,74.802,86.536,,174006.0,1512137,918724,830223
164,2021-05-27 15:00:00,,39.076,60.189,74.994,86.64,,176582.0,1518796,921081,831221
165,2021-05-28 15:00:00,,39.738,60.473,75.195,86.738,,179573.0,1525955,923555,832164
166,2021-05-29 15:00:00,,40.399,60.683,75.324,86.784,,182561.0,1531258,925143,832604
167,2021-05-30 15:00:00,,40.714,60.807,75.391,86.811,,183984.0,1534390,925960,832858
168,2021-05-31 15:00:00,,40.777,60.849,75.422,86.827,,184269.0,1535458,926342,833018
169,2021-06-01 15:00:00,,41.227,61.091,75.589,86.928,,186303.0,1541568,928391,833984
170,2021-06-02 15:00:00,,41.985,61.304,75.737,87.01,,189729.0,1546942,930212,834774
171,2021-06-03 15:00:00,,42.365,61.496,75.88,87.093,,191447.0,1551790,931972,835566
172,2021-06-04 15:00:00,,42.764,61.695,76.033,87.175,,193249.0,1556814,933844,836354
173,2021-06-05 15:00:00,,43.253,61.851,76.137,87.221,,195458.0,1560740,935127,836792
174,2021-06-06 15:00:00,,43.496,61.932,76.185,87.241,,196554.0,1562781,935713,836987
175,2021-06-07 15:00:00,,43.876,62.094,76.293,87.301,,198272.0,1566867,937040,837566
176,2021-06-08 15:00:00,,44.237,62.251,76.407,87.366,,199904.0,1570825,938435,838189
177,2021-06-09 15:00:00,,44.833,62.43,76.525,87.436,,202599.0,1575339,939891,838853
178,2021-06-10 15:00:00,,45.221,62.597,76.65,87.503,,204349.0,1579559,941427,839505
179,2021-06-11 15:00:00,,45.67,62.776,76.781,87.565,,206381.0,1584076,943029,840099
180,2021-06-12 15:00:00,,46.002,62.902,76.86,87.597,,207879.0,1587251,944006,840402
181,2021-06-13 15:00:00,,46.092,62.96,76.891,87.612,,208287.0,1588734,944383,840542
182,2021-06-14 15:00:00,,46.419,63.096,76.979,87.662,,209765.0,1592157,945460,841026
183,2021-06-15 15:00:00,,46.728,63.235,77.077,87.717,,211160.0,1595654,946672,841552
184,2021-06-16 15:00:00,,47.2,63.382,77.173,87.773,,213294.0,1599364,947848,842089
185,2021-06-17 15:00:00,,47.579,63.534,77.281,87.834,,215005.0,1603218,949176,842672
186,2021-06-18 15:00:00,,47.929,63.687,77.395,87.892,,216589.0,1607056,950570,843229
187,2021-06-19 15:00:00,,48.19,63.8,77.465,87.922,,217767.0,1609915,951434,843518
188,2021-06-20 15:00:00,,48.324,63.865,77.498,87.934,,218372.0,1611557,951837,843639
189,2021-06-21 15:00:00,,48.647,63.995,77.583,87.984,,219834.0,1614839,952882,844117
190,2021-06-22 15:00:00,,48.938,64.127,77.672,88.032,,221148.0,1618168,953975,844575
191,2021-06-23 15:00:00,,49.322,64.261,77.769,88.085,,222883.0,1621565,955165,845084
192,2021-06-24 15:00:00,,49.623,64.393,77.858,88.139,,224242.0,1624890,956266,845605
193,2021-06-25 15:00:00,,49.921,64.529,77.955,88.189,,225588.0,1628325,957456,846077
194,2021-06-26 15:00:00,,50.113,64.622,78.013,88.215,,226459.0,1630663,958164,846327
195,2021-06-27 15:00:00,,50.256,64.689,78.048,88.228,,227104.0,1632352,958596,846455
196,2021-06-28 15:00:00,,50.527,64.807,78.119,88.266,,228329.0,1635323,959470,846819
197,2021-06-29 15:00:00,,50.787,64.931,78.196,88.31,,229504.0,1638458,960410,847244
198,2021-06-30 15:00:00,,51.116,65.065,78.282,88.356,,230991.0,1641840,961466,847686
199,2021-07-01 15:00:00,,51.393,65.188,78.357,88.402,,232244.0,1644953,962392,848125
200,2021-07-02 15:00:00,,51.649,65.312,78.444,88.445,,233397.0,1648067,963463,848533
201,2021-07-03 15:00:00,,51.802,65.392,78.493,88.467,,234088.0,1650086,964064,848750
202,2021-07-04 15:00:00,,51.82,65.403,78.501,88.471,,234172.0,1650376,964157,848783
203,2021-07-05 15:00:00,,52.022,65.496,78.553,88.495,,235084.0,1652717,964799,849014
204,2021-07-06 15:00:00,,52.242,65.603,78.625,88.537,,236077.0,1655425,965676,849425
205,2021-07-07 15:00:00,,52.476,65.714,78.694,88.574,,237137.0,1658219,966532,849773
206,2021-07-08 15:00:00,,52.714,65.833,78.771,88.612,,238213.0,1661215,967473,850144
207,2021-07-09 15:00:00,,52.968,65.962,78.858,88.658,,239358.0,1664473,968543,850582
208,2021-07-10 15:00:00,,53.151,66.045,78.911,88.679,,240188.0,1666578,969189,850778
209,2021-07-11 15:00:00,,53.297,66.11,78.944,88.689,,240847.0,1668214,969604,850880
210,2021-07-12 15:00:00,,53.534,66.215,79.012,88.726,,241915.0,1670863,970436,851235
211,2021-07-13 15:00:00,,53.793,66.323,79.078,88.766,,243089.0,1673590,971246,851618
212,2021-07-14 15:00:00,,54.065,66.43,79.144,88.804,,244316.0,1676289,972058,851981
213,2021-07-15 15:00:00,,54.355,66.539,79.214,88.846,,245626.0,1679024,972917,852381
214,2021-07-16 15:00:00,,54.631,66.661,79.294,88.889,,246874.0,1682112,973900,852795
215,2021-07-17 15:00:00,,54.808,66.744,79.346,88.908,,247675.0,1684212,974536,852984
216,2021-07-18 15:00:00,,54.916,66.797,79.377,88.92,,248163.0,1685549,974918,853093
217,2021-07-19 15:00:00,,55.189,66.915,79.457,88.964,,249396.0,1688532,975905,853516
218,2021-07-20 15:00:00,,55.48,67.035,79.541,89.01,,250709.0,1691549,976937,853962
219,2021-07-21 15:00:00,,55.807,67.164,79.627,89.057,,252189.0,1694794,977990,854408
220,2021-07-22 15:00:00,,56.151,67.293,79.725,89.115,,253744.0,1698074,979192,854962
221,2021-07-23 15:00:00,,56.502,67.448,79.844,89.17,,255329.0,1701982,980650,855498
222,2021-07-24 15:00:00,,56.715,67.55,79.908,89.201,,256292.0,1704556,981445,855787
223,2021-07-25 15:00:00,,56.89,67.629,79.953,89.217,,257084.0,1706536,981988,855949
224,2021-07-26 15:00:00,,57.222,67.773,80.045,89.268,,258583.0,1710178,983121,856429
225,2021-07-27 15:00:00,,57.56,67.928,80.147,89.321,,260112.0,1714095,984370,856942
226,2021-07-28 15:00:00,,57.941,68.092,80.255,89.379,,261830.0,1718213,985700,857503
227,2021-07-29 15:00:00,,58.31,68.256,80.36,89.434,,263499.0,1722350,986996,858030
228,2021-07-30 15:00:00,,58.726,68.436,80.488,89.488,,265381.0,1726897,988558,858546
229,2021-07-31 15:00:00,,58.957,68.551,80.56,89.516,,266422.0,1729817,989453,858815
230,2021-08-01 15:00:00,,59.147,68.651,80.611,89.535,,267280.0,1732330,990071,858996
231,2021-08-02 15:00:00,,59.51,68.821,80.722,89.589,,268921.0,1736612,991436,859509
232,2021-08-03 15:00:00,,59.901,68.989,80.836,89.644,,270689.0,1740868,992832,860037
233,2021-08-04 15:00:00,,60.286,69.165,80.955,89.7,,272427.0,1745302,994298,860575
234,2021-08-05 15:00:00,,60.701,69.353,81.073,89.758,,274303.0,1750043,995746,861139
235,2021-08-06 15:00:00,,61.099,69.551,81.202,89.819,,276104.0,1755046,997334,861719
236,2021-08-07 15:00:00,,61.356,69.685,81.276,89.845,,277262.0,1758414,998243,861971
237,2021-08-08 15:00:00,,61.551,69.784,81.325,89.862,,278147.0,1760912,998849,862133
238,2021-08-09 15:00:00,,61.926,69.949,81.424,89.907,,279838.0,1765080,1000059,862560
239,2021-08-10 15:00:00,,62.304,70.117,81.525,89.954,,281549.0,1769333,1001303,863013
240,2021-08-11 15:00:00,,62.692,70.285,81.625,90.008,,283302.0,1773568,1002530,863530
241,2021-08-12 15:00:00,,63.055,70.444,81.725,90.057,,284941.0,1777565,1003752,864008
242,2021-08-13 15:00:00,,63.441,70.613,81.829,90.102,,286687.0,1781848,1005032,864439
243,2021-08-14 15:00:00,,63.716,70.729,81.898,90.13,,287927.0,1784776,1005887,864699
244,2021-08-15 15:00:00,,63.886,70.812,81.94,90.151,,288696.0,1786862,1006395,864901
245,2021-08-16 15:00:00,,64.178,70.942,82.018,90.194,,290017.0,1790152,1007356,865318
246,2021-08-17 15:00:00,,64.588,71.096,82.11,90.249,,291869.0,1794021,1008487,865841
247,2021-08-18 15:00:00,,64.922,71.25,82.199,90.304,,293378.0,1797904,1009573,866370
248,2021-08-19 15:00:00,,65.259,71.393,82.289,90.356,,294903.0,1801526,1010686,866870
249,2021-08-20 15:00:00,,65.599,71.555,82.393,90.408,,296436.0,1805617,1011958,867372
250,2021-08-21 15:00:00,,65.861,71.651,82.449,90.44,,297622.0,1808034,1012648,867680
251,2021-08-22 15:00:00,,66.026,71.726,82.486,90.457,,298367.0,1809914,1013099,867840
252,2021-08-23 15:00:00,,66.35,71.862,82.57,90.508,,299830.0,1813345,1014130,868332
253,2021-08-24 15:00:00,,66.694,72.018,82.66,90.563,,301388.0,1817296,1015241,868861
254,2021-08-25 15:00:00,,67.07,72.176,82.754,90.616,,303084.0,1821272,1016397,869367
255,2021-08-26 15:00:00,,67.428,72.343,82.849,90.673,,304703.0,1825484,1017560,869916
256,2021-08-27 15:00:00,,67.794,72.503,82.94,90.724,,306358.0,1829526,1018677,870407
257,2021-08-28 15:00:00,,68.062,72.616,83.003,90.751,,307566.0,1832384,1019457,870661
258,2021-08-29 15:00:00,,68.232,72.7,83.042,90.773,,308338.0,1834496,1019935,870874
259,2021-08-30 15:00:00,,68.479,72.849,83.123,90.825,,309453.0,1838251,1020922,871375
260,2021-08-31 15:00:00,,68.713,72.999,83.204,90.881,,310508.0,1842050,1021919,871910
261,2021-09-01 15:00:00,,68.928,73.143,83.29,90.925,,311480.0,1845683,1022975,872328
262,2021-09-02 15:00:00,,69.146,73.279,83.368,90.966,,312467.0,1849103,1023939,872727
263,2021-09-03 15:00:00,,69.43,73.415,83.45,91.013,,313748.0,1852533,1024947,873171
264,2021-09-04 15:00:00,,69.648,73.496,83.493,91.031,,314736.0,1854577,1025467,873345
265,2021-09-05 15:00:00,,69.806,73.568,83.525,91.049,,315449.0,1856413,1025862,873520
266,2021-09-06 15:00:00,,69.863,73.594,83.539,91.057,,315705.0,1857051,1026041,873599
267,2021-09-07 15:00:00,,70.108,73.716,83.606,91.1,,316814.0,1860143,1026862,874013
268,2021-09-08 15:00:00,,70.271,73.845,83.672,91.14,,317552.0,1863385,1027674,874395
269,2021-09-09 15:00:00,,70.424,73.979,83.747,91.191,,318241.0,1866778,1028587,874881
270,2021-09-10 15:00:00,,70.622,74.129,83.834,91.24,,319137.0,1870557,1029662,875353
271,2021-09-11 15:00:00,,70.825,74.222,83.886,91.26,,320054.0,1872902,1030303,875548
272,2021-09-12 15:00:00,,70.942,74.293,83.921,91.277,,320584.0,1874699,1030733,875708
273,2021-09-13 15:00:00,,71.071,74.418,83.994,91.319,,321166.0,1877862,1031630,876109
274,2021-09-14 15:00:00,,71.211,74.543,84.062,91.361,,321798.0,1881015,1032456,876514
275,2021-09-15 15:00:00,,71.4,74.667,84.128,91.402,,322653.0,1884142,1033271,876905
276,2021-09-16 15:00:00,,71.594,74.779,84.191,91.443,,323528.0,1886951,1034043,877298
277,2021-09-17 15:00:00,,71.774,74.909,84.26,91.485,,324342.0,1890232,1034895,877706
278,2021-09-18 15:00:00,,71.927,74.996,84.305,91.508,,325033.0,1892426,1035447,877922
279,2021-09-19 15:00:00,,72.026,75.055,84.333,91.524,,325479.0,1893923,1035786,878079
280,2021-09-20 15:00:00,,72.136,75.152,84.39,91.564,,325979.0,1896365,1036493,878461
281,2021-09-21 15:00:00,,72.259,75.261,84.444,91.601,,326534.0,1899122,1037157,878812
282,2021-09-22 15:00:00,,72.384,75.363,84.504,91.643,,327097.0,1901707,1037891,879215
283,2021-09-23 15:00:00,,72.507,75.462,84.563,91.684,,327654.0,1904185,1038610,879617
284,2021-09-24 15:00:00,,72.678,75.576,84.627,91.751,,328428.0,1907068,1039403,880258
285,2021-09-25 15:00:00,,72.798,75.644,84.672,91.807,,328968.0,1908788,1039955,880790
286,2021-09-26 15:00:00,,72.87,75.693,84.699,91.837,,329294.0,1910038,1040282,881077
287,2021-09-27 15:00:00,,73.004,75.793,84.76,91.933,,329900.0,1912539,1041029,881999
288,2021-09-28 15:00:00,,73.118,75.893,84.82,92.024,,330415.0,1915073,1041765,882871
289,2021-09-29 15:00:00,,73.218,76.0,84.881,92.112,,330867.0,1917779,1042515,883715
290,2021-09-30 15:00:00,,73.328,76.11,84.946,92.197,,331367.0,1920545,1043311,884535
291,2021-10-01 15:00:00,,73.482,76.234,85.021,92.291,,332060.0,1923684,1044239,885432
